TargetKey,DateKey,VendorKey,TargetRevenue,TargetUnits,BudgetCost
4662,20250801,12,77521.16,2577,48156.37
4663,20250801,13,10633.86,309,7247.89
4664,20250801,14,25975.15,614,14316.78
4665,20250801,15,38458.58,948,21974.35
4666,20250801,16,13260.79,351,7923.48
4667,20250801,17,66949.35,3241,43702.05
4668,20250801,18,86605.39,2248,54877.45
4669,20250801,19,44232.93,2924,24825.39
4670,20250801,20,64925.38,1990,43625.06
4671,20250801,21,72618.1,3511,41452.27
4672,20250801,22,90864.43,2684,60527.44
4673,20250801,23,18862.94,462,12104.34
4674,20250801,24,90595.06,2185,51569.41
4675,20250801,25,50339.81,1293,30547.35
4676,20250801,26,108423.17,4479,64667.57
4677,20250801,27,44496.03,1467,30854.94
4678,20250801,28,27296.99,943,16186.49
4679,20250801,29,108689.31,4302,62370.17
4680,20250801,30,22151.45,829,14060.94
4681,20250801,31,108987.08,2788,62045.83
4682,20250801,32,53752.35,3030,35599.84
4683,20250801,33,20134.99,1024,11586.56
4684,20250801,34,142994.28,4769,83327.98
4685,20250801,35,169274.92,6678,110404.5
4686,20250801,36,69756.36,2907,41591.88
4687,20250801,37,108701.52,4237,71000.88
4688,20250801,38,74933.62,1677,50989.08
4689,20250801,39,88886.81,3675,53006.28
4690,20250801,40,171216.59,4770,110187.22
4691,20250801,41,108381.83,2440,74343.74
4692,20250801,42,74134.78,3123,47414.05
4693,20250801,43,104074.39,2363,60190.4
4694,20250801,44,73341.37,1833,43690.79
4695,20250801,45,77554.87,2544,49698.37
4696,20250801,46,205215.34,4829,116685.04
4697,20250801,47,100970.06,3187,65822.13
4698,20250801,48,60202.0,2284,41634.71
4699,20250801,49,82021.4,5172,49191.64
4700,20250801,50,47278.35,1142,32429.79
4701,20250801,51,21466.86,617,14978.53
4702,20250801,52,37301.76,1847,23637.32
4703,20250801,53,14252.77,435,8365.63
4704,20250801,54,63546.5,1628,39491.27
4705,20250801,55,21504.04,506,12598.92
4706,20250801,56,62175.22,1468,40990.5
4707,20250801,57,86654.73,2547,49877.42
4708,20250801,58,40588.21,1004,23572.18
4709,20250801,59,32223.63,1268,18822.9
4710,20250801,60,212550.3,6153,132118.72
4711,20250801,61,92823.15,2311,64008.6
4712,20250801,62,35484.04,1039,20359.09
4713,20250801,63,20505.52,687,13748.92
4714,20250801,64,70229.31,3638,49038.05
4715,20250801,65,34751.87,1461,23399.78
4716,20250801,66,39791.37,1338,25951.02
4717,20250801,67,135626.51,6511,86918.22
4718,20250801,68,104637.16,4849,58832.83
4719,20250801,69,64279.2,2303,40488.45
4720,20250801,70,27717.25,902,17901.92
4721,20250801,71,108242.47,4820,70802.53
4722,20250801,72,95644.49,3531,65919.89
4723,20250801,73,63499.34,2848,40246.49
4724,20250801,74,102032.5,2850,57427.68
4725,20250801,75,62758.76,2712,43469.4
4726,20250801,76,131526.01,7492,86519.94
4727,20250801,77,84888.08,1960,58035.21
4728,20250801,78,67304.25,2816,44014.53
4729,20250801,79,105418.44,3053,68801.85
4730,20250801,80,54762.2,3478,33251.11
4731,20250801,81,25577.02,718,15830.31
4732,20250801,82,107564.02,4602,68005.75
4733,20250801,83,95392.83,2128,53916.73
4734,20250801,84,77071.93,2363,45053.23
4735,20250801,85,128685.68,3141,87902.4
4736,20250801,86,68985.82,1607,41195.51
4737,20250801,87,38098.76,852,23961.18
4738,20250801,88,54973.96,1855,31587.45
4739,20250801,89,77726.53,1805,43827.04
4740,20250801,90,68282.84,1687,41719.77
4741,20250801,91,51991.59,1603,33494.37
4742,20250801,92,152087.88,6751,105165.66
4743,20250801,93,63842.36,2273,40644.25
4744,20250801,94,89123.39,3565,58244.73
4745,20250801,95,23584.43,825,14215.37
4746,20250801,96,17990.63,421,12588.44
4747,20250801,97,118120.61,4307,66164.67
4748,20250801,98,7874.95,391,4672.96
4749,20250801,99,94699.59,2722,62101.87
4750,20250801,100,141831.89,7753,98699.95
4751,20250801,101,77607.88,2048,43876.23
4752,20250801,102,39571.77,901,25548.2
4753,20250801,103,182873.33,10799,104361.81
4754,20250801,104,39942.19,2640,27607.92
4755,20250801,105,36734.39,1113,23089.76
4756,20250801,106,90497.2,2388,56706.18
4757,20250801,107,154080.02,6619,89029.12
4758,20250801,108,45930.74,1266,32077.71
4759,20250801,109,20668.29,999,13984.56
4760,20250801,110,106874.19,3520,66273.38
4761,20250801,111,84366.21,1928,47371.93
4762,20250801,112,210316.22,5350,120234.99
4763,20250801,113,55479.48,1488,35496.01
4764,20250801,114,66836.47,3065,46442.47
4765,20250801,115,21886.78,561,15061.09
4766,20250801,116,193586.79,8016,126477.79
4767,20250801,117,58534.23,1447,32554.31
4768,20250801,118,213129.1,6047,121373.03
4769,20250801,119,17846.2,669,11378.62
4770,20250801,120,149909.75,7664,99334.48
4771,20250801,121,77729.79,2397,54182.67
4772,20250801,122,76278.96,3695,46773.37
4773,20250801,123,102669.29,3004,60587.8
4774,20250801,124,35899.45,841,24488.26
4775,20250801,125,25190.03,930,15908.66
4776,20250801,126,183189.41,4489,121501.22
4777,20250801,127,56005.0,2349,31847.68
4778,20250801,128,34056.55,965,21967.48
4779,20250801,129,140765.69,3926,96419.63
4780,20250801,130,205655.36,6200,130512.27
4781,20250801,131,74076.32,1665,50590.55
4782,20250801,132,12803.2,819,7971.59
4783,20250801,133,287573.33,15628,200926.3
4784,20250801,134,100044.45,2523,57637.89
4785,20250801,135,29788.41,1515,16608.41
4786,20250801,136,70999.48,1959,40031.43
4787,20250801,137,111955.14,2746,73724.72
4788,20250801,138,133589.31,3765,91934.57
4789,20250801,139,32546.1,1251,19244.72
4790,20250801,140,81684.18,2691,54509.73
4791,20250801,141,22101.44,900,12836.47
4792,20250801,142,44759.16,1060,25388.49
4793,20250801,143,82559.9,2815,48275.89
4794,20250801,144,31669.35,2107,18412.31
4795,20250801,145,82173.72,2574,49365.51
4796,20250801,146,176180.24,4099,109733.12
4797,20250801,147,62056.18,1501,38684.65
4798,20250801,148,107021.28,3987,65729.94
4799,20250801,149,14120.73,345,8064.23
4800,20250801,150,73813.97,2617,46995.16
4801,20250901,1,36399.45,2052,24412.46
4802,20250901,2,23603.69,773,15893.78
4803,20250901,3,96811.05,4667,57854.39
4804,20250901,4,61751.92,1557,34877.42
4805,20250901,5,68548.84,1673,39613.78
4806,20250901,6,29986.79,1766,18344.2
4807,20250901,7,123873.05,7156,75751.23
4808,20250901,8,102422.45,3236,58352.53
4809,20250901,9,54725.4,2608,33745.46
4810,20250901,10,185212.76,4961,127331.28
4811,20250901,11,109694.37,5355,61204.35
4812,20250901,12,69808.64,1641,46130.23
4813,20250901,13,21305.04,527,13185.18
4814,20250901,14,62542.6,1733,43659.36
4815,20250901,15,52143.33,1782,36063.3
4816,20250901,16,16075.01,929,10997.13
4817,20250901,17,65679.8,1554,40062.97
4818,20250901,18,53139.46,1540,34227.87
4819,20250901,19,87788.87,2104,59177.34
4820,20250901,20,191657.21,5790,119408.18
4821,20250901,21,107958.57,2893,66596.18
4822,20250901,22,8327.16,354,5328.08
4823,20250901,23,22699.73,945,13734.03
4824,20250901,24,43429.07,1238,24552.42
4825,20250901,25,73691.87,1641,42083.2
4826,20250901,26,65405.09,2301,37313.21
4827,20250901,27,34100.71,1504,21859.88
4828,20250901,28,80475.06,4292,55738.57
4829,20250901,29,55554.65,1876,32502.16
4830,20250901,30,55811.55,2687,36281.57
4831,20250901,31,20645.32,730,12308.76
4832,20250901,32,12943.41,692,7606.87
4833,20250901,33,36432.81,1025,25407.38
4834,20250901,34,107333.17,3384,69210.02
4835,20250901,35,34445.44,1147,19809.48
4836,20250901,36,55741.57,1652,35494.95
4837,20250901,37,97518.87,4026,68159.85
4838,20250901,38,67091.26,3688,39627.84
4839,20250901,39,212782.19,6906,146214.39
4840,20250901,40,214475.89,8163,118574.05
4841,20250901,41,27525.66,757,17203.4
4842,20250901,42,216976.19,7870,128436.21
4843,20250901,43,69098.47,1643,46772.77
4844,20250901,44,52215.54,2604,34835.86
4845,20250901,45,11796.15,357,8001.75
4846,20250901,46,160610.73,4704,109637.88
4847,20250901,47,8132.37,379,4735.83
4848,20250901,48,105081.92,4263,58830.16
4849,20250901,49,85771.02,2902,58699.32
4850,20250901,50,138290.41,3465,77219.18
4851,20250901,51,103781.88,3801,70184.48
4852,20250901,52,39394.95,1256,26599.63
4853,20250901,53,60852.76,3910,36663.51
4854,20250901,54,108911.33,3521,64536.83
4855,20250901,55,88674.31,2386,57907.68
4856,20250901,56,66351.58,1508,42621.4
4857,20250901,57,68411.58,3589,42009.31
4858,20250901,58,95814.7,2861,57132.75
4859,20250901,59,16911.58,505,10697.02
4860,20250901,60,42574.56,1505,27576.32
4861,20250901,61,104832.82,5017,68138.82
4862,20250901,62,75329.85,3604,51509.12
4863,20250901,63,42736.93,1426,28964.69
4864,20250901,64,184615.83,7078,121548.71
4865,20250901,65,20057.68,668,13069.85
4866,20250901,66,17115.09,643,10092.66
4867,20250901,67,165737.35,6032,99812.73
4868,20250901,68,61747.24,1981,40090.48
4869,20250901,69,28975.12,897,19903.39
4870,20250901,70,93982.53,3192,60438.4
4871,20250901,71,209721.38,13279,144853.92
4872,20250901,72,97718.79,2822,59228.77
4873,20250901,73,81591.19,2615,46221.02
4874,20250901,74,102668.76,3203,61917.98
4875,20250901,75,163102.9,9646,105929.4
4876,20250901,76,101867.96,4288,64612.4
4877,20250901,77,130059.6,3232,82686.09
4878,20250901,78,43360.37,1001,24978.2
4879,20250901,79,79742.93,2566,48348.17
4880,20250901,80,24262.88,918,14358.03
4881,20250901,81,97461.17,2714,63982.66
4882,20250901,82,18605.04,556,12685.75
4883,20250901,83,72845.06,4644,44358.49
4884,20250901,84,290113.02,16184,173387.68
4885,20250901,85,144136.48,4030,85718.77
4886,20250901,86,107947.7,4822,69452.02
4887,20250901,87,101409.65,2665,69456.52
4888,20250901,88,15951.28,364,10050.07
4889,20250901,89,74573.41,2687,50327.15
4890,20250901,90,199229.34,6372,114288.06
4891,20250901,91,32752.85,2004,20310.65
4892,20250901,92,51154.09,2195,35382.1
4893,20250901,93,48709.63,1426,29017.75
4894,20250901,94,26307.87,942,15508.5
4895,20250901,95,167899.66,3973,117141.88
4896,20250901,96,79556.65,4784,54653.18
4897,20250901,97,30655.35,1029,18870.9
4898,20250901,98,108354.01,4738,64795.76
4899,20250901,99,74889.5,4640,44855.15
4900,20250901,100,274128.97,17974,184526.25
4901,20250901,101,66174.63,1485,38514.3
4902,20250901,102,93560.59,3191,57215.24
4903,20250901,103,34126.02,1372,22732.67
4904,20250901,104,48578.51,1961,30451.27
4905,20250901,105,137059.04,3207,84475.68
4906,20250901,106,92036.71,2538,60802.99
4907,20250901,107,39102.76,2356,26842.58
4908,20250901,108,51809.46,1210,31708.98
4909,20250901,109,49888.24,1829,30576.71
4910,20250901,110,28642.57,1366,17666.51
4911,20250901,111,34804.2,1240,21108.63
4912,20250901,112,34187.99,1121,20330.74
4913,20250901,113,19454.18,685,11316.76
4914,20250901,114,32486.45,1148,18165.2
4915,20250901,115,35425.57,833,22819.29
4916,20250901,116,36693.03,1070,20545.35
4917,20250901,117,28702.87,718,19232.38
4918,20250901,118,161373.04,3854,109400.62
4919,20250901,119,71628.07,3477,41650.98
4920,20250901,120,137725.45,5030,87058.13
4921,20250901,121,10355.1,535,6665.77
4922,20250901,122,33741.55,1198,21147.32
4923,20250901,123,101964.9,3032,60147.52
4924,20250901,124,85348.06,2225,55797.97
4925,20250901,125,83591.11,2200,49514.96
4926,20250901,126,136259.99,3216,87481.23
4927,20250901,127,47021.43,1243,28350.85
4928,20250901,128,46870.9,1941,32583.02
4929,20250901,129,179581.04,4759,102766.11
4930,20250901,130,127319.05,3283,83360.86
4931,20250901,131,91500.98,4107,61691.76
4932,20250901,132,11874.87,390,7506.82
4933,20250901,133,175002.99,8108,122317.61
4934,20250901,134,97301.1,5147,56481.98
4935,20250901,135,45714.32,1072,29411.16
4936,20250901,136,15835.16,457,9710.93
4937,20250901,137,209978.17,5085,116140.52
4938,20250901,138,28996.72,1140,19818.56
4939,20250901,139,86694.12,3807,59840.39
4940,20250901,140,62481.88,2814,40656.61
4941,20250901,141,99361.17,2540,66405.88
4942,20250901,142,135078.45,4190,88211.1
4943,20250901,143,12188.49,392,6784.12
4944,20250901,144,101256.56,2453,59442.79
4945,20250901,145,123819.42,7668,69893.25
4946,20250901,146,204109.28,7636,123710.93
4947,20250901,147,103512.4,3926,70597.87
4948,20250901,148,68986.2,3008,47622.7
4949,20250901,149,27445.45,921,17753.81
4950,20250901,150,78547.47,2465,53877.74
4951,20251001,1,23537.32,1172,14026.25
4952,20251001,2,100416.76,2478,68724.54
4953,20251001,3,81224.8,2066,51217.18
4954,20251001,4,62411.22,3293,36570.2
4955,20251001,5,86767.27,2219,51692.5
4956,20251001,6,70039.0,1984,41047.64
4957,20251001,7,78894.12,2378,52111.62
4958,20251001,8,51601.3,2813,36112.15
4959,20251001,9,20035.2,586,12329.3
4960,20251001,10,128858.72,3000,80526.25
4961,20251001,11,73138.42,3101,47849.87
4962,20251001,12,48832.82,1185,28643.1
4963,20251001,13,11524.14,721,7187.56
4964,20251001,14,164914.9,4522,97649.71
4965,20251001,15,10906.56,266,7470.98
4966,20251001,16,46402.55,1133,31737.48
4967,20251001,17,97831.99,2623,54261.5
4968,20251001,18,9545.0,508,5298.64
4969,20251001,19,94873.33,3074,60173.96
4970,20251001,20,26157.91,1343,17077.48
4971,20251001,21,45118.12,1845,25112.99
4972,20251001,22,75508.45,3462,41737.19
4973,20251001,23,77770.16,3018,47487.92
4974,20251001,24,44170.42,1571,30286.64
4975,20251001,25,28788.35,706,16457.13
4976,20251001,26,24385.96,1140,16211.48
4977,20251001,27,44004.6,1279,27056.98
4978,20251001,28,105014.89,2449,62157.15
4979,20251001,29,54469.13,1297,30884.42
4980,20251001,30,61931.11,2035,40168.72
4981,20251001,31,23127.2,547,14204.88
4982,20251001,32,9681.47,355,5343.11
4983,20251001,33,60693.42,1403,34198.9
4984,20251001,34,190158.41,11970,107583.14
4985,20251001,35,199491.09,7344,135754.83
4986,20251001,36,59963.01,3272,40926.34
4987,20251001,37,35479.47,1118,21080.04
4988,20251001,38,53496.05,2967,37365.82
4989,20251001,39,190546.61,5422,132067.9
4990,20251001,40,164135.61,7882,112133.3
4991,20251001,41,36652.45,855,23450.18
4992,20251001,42,217064.05,6123,126398.61
4993,20251001,43,53764.65,1455,30070.0
4994,20251001,44,51411.88,1388,34255.49
4995,20251001,45,13824.78,365,7972.34
4996,20251001,46,164180.88,4859,109753.54
4997,20251001,47,76017.51,2858,44291.75
4998,20251001,48,42983.99,1071,27213.83
4999,20251001,49,53587.5,1859,36017.83
5000,20251001,50,163099.44,4097,113758.71
5001,20251001,51,88358.45,1977,52820.95
5002,20251001,52,51548.11,1232,28717.98
5003,20251001,53,22695.7,531,15343.02
5004,20251001,54,36191.23,1073,23426.38
5005,20251001,55,73621.87,1646,42574.93
5006,20251001,56,101613.1,2544,70711.1
5007,20251001,57,43234.09,1214,24636.97
5008,20251001,58,109659.55,5256,71774.53
5009,20251001,59,109560.49,3580,74901.0
5010,20251001,60,17155.07,395,11975.39
5011,20251001,61,37864.43,1910,22020.38
5012,20251001,62,27414.54,715,15607.18
5013,20251001,63,87247.21,2939,58577.95
5014,20251001,64,36630.1,1205,25372.32
5015,20251001,65,55170.93,2518,32769.39
5016,20251001,66,51820.48,1491,29484.12
5017,20251001,67,109920.32,3475,73800.87
5018,20251001,68,89903.64,2942,52555.99
5019,20251001,69,12558.83,460,7980.76
5020,20251001,70,88056.37,4528,55046.22
5021,20251001,71,168909.91,5028,116893.62
5022,20251001,72,76662.51,4915,52897.72
5023,20251001,73,57232.53,1915,33771.81
5024,20251001,74,95083.61,3090,55835.57
5025,20251001,75,265283.39,8302,177489.35
5026,20251001,76,135033.56,4294,75151.07
5027,20251001,77,83575.62,2671,50600.25
5028,20251001,78,202825.88,4692,126596.03
5029,20251001,79,56743.0,1934,39641.56
5030,20251001,80,107868.26,3682,73039.75
5031,20251001,81,10387.34,247,6762.16
5032,20251001,82,68107.18,2444,43270.55
5033,20251001,83,38482.48,1507,22606.71
5034,20251001,84,250221.4,9831,155627.11
5035,20251001,85,71654.87,4276,39611.47
5036,20251001,86,70508.8,2828,48604.0
5037,20251001,87,79356.41,5254,44735.36
5038,20251001,88,167570.23,4214,114538.81
5039,20251001,89,150910.29,5358,95033.81
5040,20251001,90,116758.29,4417,67299.1
5041,20251001,91,52820.03,1466,34375.44
5042,20251001,92,127922.86,2886,85826.62
5043,20251001,93,92343.0,2722,56984.58
5044,20251001,94,46765.19,2532,31177.28
5045,20251001,95,108288.61,2736,61402.04
5046,20251001,96,107197.36,7059,72516.41
5047,20251001,97,129357.77,7093,86858.76
5048,20251001,98,60334.72,1741,39740.19
5049,20251001,99,197340.84,8234,123196.08
5050,20251001,100,266930.51,11920,149314.64
5051,20251001,101,76038.45,2331,46189.4
5052,20251001,102,199909.32,5246,114802.05
5053,20251001,103,294976.55,9856,174562.72
5054,20251001,104,94573.78,3288,57434.26
5055,20251001,105,307484.81,7841,174333.75
5056,20251001,106,109901.77,4080,73499.82
5057,20251001,107,173727.42,4209,116153.58
5058,20251001,108,39393.41,2617,25776.18
5059,20251001,109,29954.29,835,20552.64
5060,20251001,110,69042.74,2774,41845.3
5061,20251001,111,140282.68,3444,98079.7
5062,20251001,112,33156.16,776,20152.93
5063,20251001,113,76714.86,2687,46303.89
5064,20251001,114,96895.14,3137,55523.42
5065,20251001,115,18010.69,417,12041.71
5066,20251001,116,98187.18,3979,66618.55
5067,20251001,117,235322.21,9424,145711.05
5068,20251001,118,105284.13,5027,58871.43
5069,20251001,119,46500.12,1829,28808.8
5070,20251001,120,60381.67,1366,40205.94
5071,20251001,121,57950.57,1554,36840.95
5072,20251001,122,81598.64,3805,48586.78
5073,20251001,123,40127.27,1160,23888.57
5074,20251001,124,15777.74,861,9870.55
5075,20251001,125,45340.27,1024,27389.96
5076,20251001,126,56398.69,2507,37421.27
5077,20251001,127,44163.67,1283,26003.69
5078,20251001,128,11878.12,389,7619.46
5079,20251001,129,130728.98,3049,84337.78
5080,20251001,130,207872.6,5827,142942.87
5081,20251001,131,39119.61,1132,25665.59
5082,20251001,132,90048.08,3234,60075.92
5083,20251001,133,27394.43,1578,16559.35
5084,20251001,134,21733.38,611,12313.85
5085,20251001,135,26716.48,1120,18098.55
5086,20251001,136,76474.83,4651,50746.84
5087,20251001,137,122954.94,2966,84391.75
5088,20251001,138,174941.88,6580,115733.18
5089,20251001,139,80080.32,4364,44622.24
5090,20251001,140,73005.71,4652,42069.22
5091,20251001,141,50095.75,1467,28742.36
5092,20251001,142,186074.45,6781,111673.32
5093,20251001,143,27525.13,1173,17552.88
5094,20251001,144,62333.5,2765,40518.02
5095,20251001,145,149952.24,4445,98324.71
5096,20251001,146,52899.98,1177,33838.84
5097,20251001,147,83985.43,4126,46227.9
5098,20251001,148,53881.75,2346,33980.6
5099,20251001,149,107185.15,2616,59450.88
5100,20251001,150,88742.16,3117,54623.18
5101,20251101,1,57056.81,2548,37104.25
5102,20251101,2,83933.31,2030,55516.2
5103,20251101,3,88090.28,1961,59547.72
5104,20251101,4,42497.23,1917,28330.25
5105,20251101,5,98340.43,5566,68056.75
5106,20251101,6,34288.1,1314,19867.83
5107,20251101,7,168893.35,6261,101781.52
5108,20251101,8,48280.22,1134,28180.97
5109,20251101,9,57263.12,1758,38323.81
5110,20251101,10,15918.0,384,10972.83
5111,20251101,11,174477.72,6465,104229.58
5112,20251101,12,57373.61,1280,33521.4
5113,20251101,13,60216.56,1749,35474.16
5114,20251101,14,138664.33,4184,82358.01
5115,20251101,15,106439.08,2539,60319.43
5116,20251101,16,26431.17,925,18109.05
5117,20251101,17,102289.33,3853,62247.06
5118,20251101,18,62057.81,3855,36940.29
5119,20251101,19,41126.58,1103,24287.12
5120,20251101,20,67589.52,3221,42022.13
5121,20251101,21,43796.32,2067,28323.28
5122,20251101,22,57087.42,3311,33550.0
5123,20251101,23,84703.33,1891,53722.92
5124,20251101,24,46811.59,2422,32292.89
5125,20251101,25,73578.81,1890,46350.2
5126,20251101,26,52203.99,3052,30971.25
5127,20251101,27,83600.94,3631,47909.3
5128,20251101,28,66190.26,2821,42064.21
5129,20251101,29,57413.46,1590,33290.14
5130,20251101,30,11556.56,679,6688.0
5131,20251101,31,48961.97,2367,29179.16
5132,20251101,32,41062.27,995,23700.27
5133,20251101,33,8844.89,234,5803.72
5134,20251101,34,41171.91,1757,25852.67
5135,20251101,35,167980.39,7444,103510.94
5136,20251101,36,16003.07,383,9860.46
5137,20251101,37,77363.27,1747,47775.21
5138,20251101,38,88621.76,4842,54517.6
5139,20251101,39,160387.85,3841,96521.67
5140,20251101,40,30811.15,800,18947.86
5141,20251101,41,96150.27,6250,63354.57
5142,20251101,42,195054.22,8216,125239.56
5143,20251101,43,98708.92,3584,68829.73
5144,20251101,44,100265.11,2378,60903.15
5145,20251101,45,27423.67,623,15700.69
5146,20251101,46,152419.15,4680,100892.76
5147,20251101,47,108564.05,5734,60786.93
5148,20251101,48,91132.16,2263,53423.69
5149,20251101,49,73780.46,4293,49962.74
5150,20251101,50,142176.17,4940,81514.93
5151,20251101,51,56187.24,2037,36290.54
5152,20251101,52,51623.75,1212,32326.69
5153,20251101,53,99597.34,6103,63411.53
5154,20251101,54,100531.65,4794,66998.79
5155,20251101,55,23833.6,662,13608.89
5156,20251101,56,30721.5,1143,19281.67
5157,20251101,57,9037.42,405,5962.53
5158,20251101,58,104348.1,2963,61490.82
5159,20251101,59,79540.61,3326,52464.88
5160,20251101,60,187380.56,4352,130499.75
5161,20251101,61,45346.67,1083,25230.28
5162,20251101,62,53653.1,1678,31323.08
5163,20251101,63,39523.56,1019,24869.5
5164,20251101,64,213623.15,8180,125356.27
5165,20251101,65,17881.67,807,10843.43
5166,20251101,66,20368.28,663,11466.06
5167,20251101,67,70226.07,1937,39136.05
5168,20251101,68,84489.02,3524,52570.01
5169,20251101,69,86351.37,2154,54514.68
5170,20251101,70,39292.95,1038,27356.06
5171,20251101,71,186970.84,5599,111042.27
5172,20251101,72,14975.47,670,9103.17
5173,20251101,73,100262.14,3640,56911.95
5174,20251101,74,87023.77,4991,52998.5
5175,20251101,75,175099.77,9446,104351.99
5176,20251101,76,22541.82,1215,12633.1
5177,20251101,77,62814.82,2551,40207.73
5178,20251101,78,149167.64,3391,84698.2
5179,20251101,79,34257.11,1943,20367.08
5180,20251101,80,103904.85,3255,64399.88
5181,20251101,81,30222.06,1148,18527.2
5182,20251101,82,11619.46,399,8114.97
5183,20251101,83,61222.15,2299,38577.66
5184,20251101,84,213599.16,5147,135699.82
5185,20251101,85,168696.35,4545,103569.81
5186,20251101,86,29470.74,669,19633.53
5187,20251101,87,11777.56,460,7158.07
5188,20251101,88,162117.9,5364,110985.61
5189,20251101,89,183093.09,4385,125546.0
5190,20251101,90,148454.38,4681,82872.33
5191,20251101,91,50090.78,2396,28329.27
5192,20251101,92,69558.97,1716,39749.03
5193,20251101,93,40714.58,1054,25781.73
5194,20251101,94,56584.42,1387,37706.89
5195,20251101,95,128455.4,7307,88927.5
5196,20251101,96,24610.22,622,13945.32
5197,20251101,97,118974.99,2987,77818.54
5198,20251101,98,46850.34,1893,28162.43
5199,20251101,99,87381.26,3371,50700.67
5200,20251101,100,80391.32,3291,44321.08
5201,20251101,101,84105.06,2088,46592.21
5202,20251101,102,157437.55,9539,93040.96
5203,20251101,103,221218.49,13197,152469.2
5204,20251101,104,38508.17,1999,21788.2
5205,20251101,105,277035.88,11022,191773.64
5206,20251101,106,65269.71,2505,35954.15
5207,20251101,107,23757.5,565,13810.17
5208,20251101,108,75118.77,2285,43100.17
5209,20251101,109,11583.68,305,7318.23
5210,20251101,110,46719.67,1148,29361.0
5211,20251101,111,68450.42,3250,39414.38
5212,20251101,112,113130.77,3901,77243.73
5213,20251101,113,56661.57,1942,34391.12
5214,20251101,114,30626.57,1067,17891.9
5215,20251101,115,12910.03,591,7583.33
5216,20251101,116,163976.14,7142,96867.25
5217,20251101,117,22585.69,528,14882.1
5218,20251101,118,160938.1,3783,90685.46
5219,20251101,119,46394.98,1218,28970.05
5220,20251101,120,121338.63,7137,83291.56
5221,20251101,121,25239.9,761,13903.08
5222,20251101,122,113662.71,6184,76305.76
5223,20251101,123,90402.09,2797,58407.35
5224,20251101,124,9697.04,358,6617.42
5225,20251101,125,74961.54,2222,43131.7
5226,20251101,126,75961.78,4129,49776.38
5227,20251101,127,88390.16,2395,58852.01
5228,20251101,128,91830.14,3472,55301.67
5229,20251101,129,128420.96,4307,71984.63
5230,20251101,130,184884.85,4778,117161.71
5231,20251101,131,78510.03,3085,49060.5
5232,20251101,132,41584.79,937,28736.34
5233,20251101,133,142945.6,3204,89418.06
5234,20251101,134,48400.4,1198,29800.68
5235,20251101,135,71260.74,1890,47433.18
5236,20251101,136,72654.69,3011,41467.84
5237,20251101,137,190610.75,12366,108063.2
5238,20251101,138,116326.01,2633,68168.42
5239,20251101,139,151680.44,4765,91980.88
5240,20251101,140,67034.45,3983,39485.2
5241,20251101,141,96996.36,4618,67867.21
5242,20251101,142,228350.07,14549,143111.83
5243,20251101,143,22372.82,667,15444.61
5244,20251101,144,104868.47,4319,62549.27
5245,20251101,145,107471.49,6321,59222.91
5246,20251101,146,138264.08,3874,84950.07
5247,20251101,147,149898.93,5732,89374.02
5248,20251101,148,106656.13,2556,72900.23
5249,20251101,149,76818.75,2024,45979.1
5250,20251101,150,55287.11,1393,35689.24
5251,20251201,1,101319.19,3638,56891.28
5252,20251201,2,63144.31,1428,42706.97
5253,20251201,3,51799.28,1620,33478.41
5254,20251201,4,50730.9,1564,32869.31
5255,20251201,5,34346.73,2206,21782.55
5256,20251201,6,82741.4,4229,51428.81
5257,20251201,7,195445.35,7409,128697.97
5258,20251201,8,106675.79,4104,59619.02
5259,20251201,9,106092.85,2659,70667.37
5260,20251201,10,211852.55,5119,145070.86
5261,20251201,11,86995.82,4462,48398.54
5262,20251201,12,34789.16,909,21188.21
5263,20251201,13,38752.28,1386,21452.91
5264,20251201,14,130552.76,3876,84074.45
5265,20251201,15,90392.19,2818,60553.15
5266,20251201,16,66123.26,3967,45940.05
5267,20251201,17,66470.24,4167,40405.01
5268,20251201,18,25002.41,1385,14383.79
5269,20251201,19,108816.51,6694,71069.42
5270,20251201,20,32058.24,953,21099.99
5271,20251201,21,28190.02,656,16809.22
5272,20251201,22,47189.72,1633,31206.09
5273,20251201,23,47000.29,2161,28467.98
5274,20251201,24,33535.11,1853,22025.59
5275,20251201,25,9879.4,373,6300.81
5276,20251201,26,91128.15,3209,63638.46
5277,20251201,27,12519.93,385,8348.04
5278,20251201,28,52519.07,1736,32037.74
5279,20251201,29,83170.99,2523,50038.0
5280,20251201,30,88882.47,2568,49351.9
5281,20251201,31,18500.18,806,11333.12
5282,20251201,32,71775.93,3252,44751.69
5283,20251201,33,38716.48,1929,25132.18
5284,20251201,34,114930.9,3503,68228.27
5285,20251201,35,73030.87,2235,43944.64
5286,20251201,36,99734.27,3538,60551.37
5287,20251201,37,85633.11,2700,49316.37
5288,20251201,38,16471.02,1052,10130.74
5289,20251201,39,26468.31,639,17051.73
5290,20251201,40,38344.56,1751,22271.26
5291,20251201,41,89628.45,3350,57041.87
5292,20251201,42,98489.93,4030,56632.44
5293,20251201,43,53068.89,1530,34131.22
5294,20251201,44,98303.59,4265,60612.63
5295,20251201,45,23463.86,810,14670.08
5296,20251201,46,141069.26,7884,79603.41
5297,20251201,47,97095.0,3110,55870.29
5298,20251201,48,107728.72,4394,72846.92
5299,20251201,49,26766.17,1438,18448.28
5300,20251201,50,55188.07,2486,31886.13
