AdvertisingKey,DateKey,ProductKey,CampaignType,Impressions,Clicks,AdSpend,AdSales
12922,20251124,204,Sponsored Brands,755,8,8.65,17.77
12923,20260414,573,DSP,144,1,1.15,6.9
12924,20230829,771,Sponsored Brands,2039,8,12.44,63.89
12925,20250913,324,Sponsored Products,1997,21,18.56,66.62
12926,20251009,540,Sponsored Brands,914,17,9.8,62.01
12927,20240102,441,Sponsored Display,1640,23,11.46,43.23
12928,20250315,733,Sponsored Products,838,5,5.43,32.89
12929,20250815,202,Sponsored Display,1407,18,7.87,23.38
12930,20240716,546,Sponsored Products,1561,18,10.25,51.61
12931,20241229,352,Sponsored Products,3322,54,81.85,293.19
12932,20240704,520,Sponsored Display,268,3,4.87,28.51
12933,20250825,504,DSP,2573,12,18.95,71.72
12934,20230407,255,Sponsored Products,841,13,9.0,41.24
12935,20230620,627,Sponsored Products,225,2,1.99,9.87
12936,20260227,202,Sponsored Products,1861,25,32.81,146.76
12937,20250223,250,DSP,1206,14,13.02,28.7
12938,20240704,391,Sponsored Products,1055,11,13.25,67.69
12939,20240301,714,Sponsored Display,153,2,3.17,17.88
12940,20241207,582,Sponsored Products,1858,10,9.7,42.35
12941,20260624,435,Sponsored Products,2736,10,8.69,46.15
12942,20260513,436,Sponsored Brands,629,11,8.08,28.73
12943,20240905,89,Sponsored Products,559,3,1.44,3.82
12944,20230613,7,Sponsored Products,686,10,6.18,38.97
12945,20241113,212,Sponsored Brands,1164,20,12.49,52.1
12946,20250618,428,Sponsored Brands,4216,59,36.39,145.57
12947,20230212,182,Sponsored Products,2336,40,60.3,267.23
12948,20250823,216,Sponsored Products,1794,12,14.72,64.86
12949,20250707,246,Sponsored Products,612,6,4.57,20.81
12950,20250914,273,Sponsored Brands,6821,98,148.29,639.52
12951,20230724,710,Sponsored Display,1679,26,20.25,34.94
12952,20230115,412,Sponsored Products,634,8,3.56,8.76
12953,20250306,404,Sponsored Products,498,5,6.85,17.56
12954,20231115,476,Sponsored Brands,730,7,5.77,14.91
12955,20250729,94,Sponsored Products,2871,20,15.92,99.96
12956,20240430,721,DSP,2482,42,27.91,47.38
12957,20230612,425,Sponsored Brands,712,5,4.99,31.48
12958,20241026,632,Sponsored Products,688,7,8.39,39.65
12959,20250503,732,Sponsored Products,5352,43,25.86,93.19
12960,20230321,664,Sponsored Products,204,3,3.41,10.09
12961,20230414,784,Sponsored Products,638,3,5.11,27.73
12962,20240219,339,Sponsored Products,1682,17,19.76,107.64
12963,20250116,264,Sponsored Products,3408,35,34.36,60.56
12964,20241004,302,Sponsored Products,859,8,12.63,72.3
12965,20241011,488,Sponsored Display,1158,17,12.13,29.07
12966,20230916,668,Sponsored Products,1143,11,14.76,28.59
12967,20250217,425,Sponsored Products,1186,21,20.5,75.86
12968,20241207,190,Sponsored Display,439,6,3.35,10.53
12969,20240420,697,Sponsored Products,1633,13,8.15,43.15
12970,20230616,46,Sponsored Products,2152,21,36.87,203.58
12971,20250927,649,DSP,659,6,5.99,36.51
12972,20250510,318,Sponsored Brands,722,5,6.65,18.74
12973,20230829,361,Sponsored Products,1039,3,4.25,25.71
12974,20240706,571,Sponsored Brands,2462,34,58.86,365.61
12975,20230321,195,Sponsored Display,905,12,4.87,9.55
12976,20231227,585,Sponsored Brands,2751,42,72.11,265.14
12977,20250708,699,Sponsored Products,222,1,1.03,4.31
12978,20240114,598,Sponsored Products,2320,41,45.65,263.57
12979,20240407,42,Sponsored Products,2590,44,54.99,347.3
12980,20250522,425,Sponsored Products,384,4,6.5,30.76
12981,20260127,695,Sponsored Display,584,3,2.35,13.7
12982,20231127,342,Sponsored Products,1369,25,28.56,140.14
12983,20251119,589,Sponsored Products,1228,7,9.59,27.38
12984,20240719,669,Sponsored Display,689,10,5.7,9.34
12985,20250320,764,Sponsored Brands,1139,10,7.44,47.22
12986,20251119,402,DSP,1533,18,19.63,94.89
12987,20231026,343,Sponsored Products,265,0,0.0,0.0
12988,20250912,119,Sponsored Products,432,6,6.67,11.34
12989,20260419,104,Sponsored Products,1911,25,33.65,151.51
12990,20240706,412,Sponsored Products,1458,26,41.32,117.36
12991,20240327,569,Sponsored Products,3275,26,26.17,107.84
12992,20251018,436,DSP,2835,54,71.38,456.98
12993,20241208,772,Sponsored Brands,1977,28,17.57,53.24
12994,20260412,85,Sponsored Products,1065,18,25.85,75.85
12995,20251103,617,Sponsored Products,921,5,3.78,23.68
12996,20240322,617,DSP,5580,22,10.37,16.72
12997,20250824,126,Sponsored Display,1366,6,9.21,57.55
12998,20230816,261,Sponsored Products,1177,11,12.68,68.7
12999,20230221,501,Sponsored Products,2603,38,36.06,141.72
13000,20250830,691,Sponsored Products,2409,47,54.11,296.82
13001,20241107,131,Sponsored Products,1441,9,9.94,59.45
13002,20260315,98,DSP,4194,40,36.01,110.11
13003,20250223,480,Sponsored Display,691,8,7.92,39.01
13004,20240709,493,Sponsored Display,3155,43,18.73,61.29
13005,20250411,430,Sponsored Products,587,3,4.76,22.98
13006,20241005,792,Sponsored Products,947,11,17.31,73.05
13007,20251127,530,Sponsored Brands,3216,40,56.43,201.64
13008,20250418,420,Sponsored Brands,136,1,0.78,1.68
13009,20241129,786,DSP,2702,47,48.08,110.12
13010,20240220,251,Sponsored Brands,2387,43,32.67,143.96
13011,20250219,542,Sponsored Products,1604,7,8.45,34.61
13012,20230724,265,Sponsored Products,2529,50,26.68,145.72
13013,20260122,431,Sponsored Products,1045,3,1.34,4.52
13014,20241028,615,Sponsored Products,2404,40,71.72,235.82
13015,20231018,474,Sponsored Products,826,15,20.74,42.28
13016,20240310,769,Sponsored Products,463,2,3.39,7.28
13017,20260606,349,Sponsored Brands,1089,6,6.3,16.32
13018,20240503,97,Sponsored Brands,1417,26,30.86,50.01
13019,20240218,288,Sponsored Brands,1082,7,8.04,12.24
13020,20230414,667,Sponsored Display,431,1,1.55,4.81
13021,20260227,775,Sponsored Products,2009,19,12.28,24.25
13022,20251023,601,Sponsored Display,861,9,14.72,59.42
13023,20230802,89,Sponsored Products,294,5,2.27,6.03
13024,20240220,239,Sponsored Display,7250,141,185.0,759.12
13025,20240613,519,Sponsored Brands,968,10,13.26,44.69
13026,20260108,573,Sponsored Display,1087,17,14.09,36.09
13027,20240303,36,Sponsored Products,761,6,10.16,42.05
13028,20230304,219,Sponsored Products,447,8,10.71,37.27
13029,20230728,464,Sponsored Brands,395,5,3.21,17.29
13030,20231105,556,Sponsored Products,2270,25,21.1,48.68
13031,20231229,329,Sponsored Products,1220,19,13.99,82.94
13032,20230402,146,Sponsored Display,818,5,6.67,32.83
13033,20260213,172,Sponsored Display,3073,10,13.25,66.08
13034,20251116,373,Sponsored Brands,1484,29,38.02,192.07
13035,20230102,591,Sponsored Products,1657,10,11.37,37.54
13036,20240205,518,Sponsored Products,1269,24,23.59,144.66
13037,20231210,725,Sponsored Products,1035,10,17.11,99.39
13038,20230902,376,Sponsored Display,2702,42,62.76,154.37
13039,20250113,134,Sponsored Products,2746,15,13.14,21.28
13040,20251208,400,Sponsored Products,1041,11,17.2,27.9
13041,20260408,150,Sponsored Brands,2394,35,17.74,54.96
13042,20250927,274,Sponsored Products,4102,61,27.83,69.64
13043,20240812,771,DSP,665,5,6.7,22.13
13044,20230312,278,Sponsored Products,4774,29,43.59,121.96
13045,20240522,326,Sponsored Products,1081,7,3.65,7.63
13046,20260501,601,Sponsored Brands,220,2,0.84,5.14
13047,20250216,170,Sponsored Display,439,7,7.56,43.17
13048,20240819,376,Sponsored Products,1551,15,13.01,61.65
13049,20260524,454,Sponsored Products,393,4,2.37,15.29
13050,20240305,313,DSP,1602,7,10.9,43.84
13051,20230828,624,Sponsored Products,2588,34,55.63,219.43
13052,20250404,745,Sponsored Products,868,15,25.81,134.66
13053,20240511,111,DSP,1830,9,6.17,19.11
13054,20251108,745,Sponsored Display,1520,11,9.92,40.0
13055,20260104,535,Sponsored Products,6291,73,113.78,299.89
13056,20231230,314,Sponsored Display,4165,40,60.37,161.23
13057,20230626,581,Sponsored Products,2396,30,36.47,224.27
13058,20241122,668,Sponsored Products,5219,36,53.25,135.0
13059,20250616,419,DSP,287,2,2.62,16.6
13060,20230113,691,Sponsored Products,2821,22,16.47,41.99
13061,20250907,83,Sponsored Display,1882,14,13.72,29.95
13062,20240221,429,Sponsored Brands,1796,17,17.45,26.34
13063,20241230,120,Sponsored Display,331,1,1.62,2.9
13064,20250318,101,DSP,723,5,6.08,30.0
13065,20231202,85,Sponsored Products,1587,24,42.32,115.65
13066,20230702,620,Sponsored Products,2520,27,13.51,76.44
13067,20230730,748,Sponsored Products,468,1,1.75,7.14
13068,20230920,787,Sponsored Products,1665,23,22.07,118.37
13069,20240530,402,Sponsored Products,1543,14,24.88,152.11
13070,20240809,91,DSP,690,7,10.94,53.52
13071,20251114,645,Sponsored Display,2742,13,15.26,59.93
13072,20250522,725,Sponsored Products,1241,9,11.96,45.43
13073,20250718,229,Sponsored Brands,1785,14,16.21,28.16
13074,20230831,729,Sponsored Products,782,10,10.68,41.76
13075,20231028,695,Sponsored Products,3243,38,41.99,151.96
13076,20250612,593,Sponsored Products,1033,11,7.59,15.24
13077,20241201,637,Sponsored Products,488,8,7.68,15.75
13078,20240813,793,Sponsored Display,1092,15,15.69,27.79
13079,20231016,490,DSP,3601,47,70.1,238.27
13080,20230617,218,Sponsored Products,1546,5,6.97,10.48
13081,20230117,593,Sponsored Products,703,4,4.13,24.97
13082,20240624,392,Sponsored Brands,1224,15,21.62,95.66
13083,20250720,355,Sponsored Brands,3251,61,38.78,145.4
13084,20230321,727,Sponsored Brands,954,10,16.13,53.92
13085,20230217,230,Sponsored Products,985,14,14.0,42.48
13086,20251228,119,Sponsored Display,1937,6,10.57,21.66
13087,20241027,86,Sponsored Products,531,2,2.57,11.15
13088,20240522,654,Sponsored Display,813,15,16.42,92.59
13089,20230423,285,Sponsored Products,671,12,16.7,92.42
13090,20240514,213,Sponsored Brands,558,4,7.05,32.74
13091,20241217,720,Sponsored Products,891,11,12.14,72.62
13092,20260207,357,Sponsored Display,1359,11,14.9,38.1
13093,20240228,529,Sponsored Products,667,2,3.27,20.98
13094,20251121,185,Sponsored Display,2756,52,38.34,167.91
13095,20250418,43,Sponsored Brands,380,5,7.48,35.14
13096,20251014,169,Sponsored Products,1232,12,20.35,34.25
13097,20260109,117,DSP,2061,13,13.0,33.69
13098,20231230,103,Sponsored Brands,1671,10,15.81,81.92
13099,20241209,782,Sponsored Brands,1055,15,20.78,103.54
13100,20240530,618,Sponsored Products,1787,23,33.25,166.21
13101,20240907,269,Sponsored Display,1780,22,30.37,118.81
13102,20250909,47,Sponsored Brands,3994,41,64.44,267.66
13103,20251004,99,Sponsored Products,1153,14,17.6,72.75
13104,20250620,389,Sponsored Products,1832,35,42.15,139.21
13105,20250523,445,Sponsored Products,1598,11,13.97,62.29
13106,20251124,546,Sponsored Display,2514,13,12.92,75.56
13107,20250816,539,Sponsored Brands,1109,21,37.74,133.23
13108,20260320,603,Sponsored Products,72,0,0.0,0.0
13109,20250713,21,Sponsored Products,3199,23,24.82,43.87
13110,20240527,126,Sponsored Display,1140,11,4.66,12.07
13111,20230202,130,Sponsored Brands,1593,13,20.95,105.32
13112,20240608,71,Sponsored Brands,621,7,10.4,65.55
13113,20250308,691,Sponsored Brands,2537,35,20.56,39.72
13114,20240410,532,Sponsored Products,1279,11,7.4,11.78
13115,20250127,685,Sponsored Products,1060,14,23.55,39.65
13116,20240708,236,Sponsored Brands,725,5,2.29,9.83
13117,20250725,313,Sponsored Brands,869,5,3.68,7.81
13118,20250608,212,DSP,3193,13,12.26,30.5
13119,20251026,500,Sponsored Products,1427,26,16.59,53.39
13120,20250606,420,DSP,911,17,15.01,49.16
13121,20240920,450,DSP,1358,23,21.48,80.37
13122,20230921,655,Sponsored Display,3308,21,31.05,149.85
13123,20260625,261,Sponsored Display,456,4,7.06,33.91
13124,20241120,253,Sponsored Brands,2830,53,46.64,77.67
13125,20260122,569,Sponsored Brands,2613,10,15.05,43.98
13126,20240703,292,Sponsored Display,2096,34,57.82,182.9
13127,20231026,294,Sponsored Products,735,10,8.6,53.06
13128,20240613,261,Sponsored Products,2627,41,46.22,102.09
13129,20240513,738,Sponsored Brands,2857,35,28.51,93.41
13130,20250705,263,Sponsored Products,1507,22,15.07,31.92
13131,20250402,652,Sponsored Display,3076,52,80.14,493.73
13132,20241018,230,Sponsored Brands,692,9,4.33,13.39
13133,20251016,521,Sponsored Products,684,3,3.0,14.58
13134,20260328,479,Sponsored Products,2742,9,7.35,34.45
13135,20260402,87,Sponsored Products,913,12,11.56,50.82
13136,20260120,329,Sponsored Brands,4749,32,38.94,69.92
13137,20260415,76,Sponsored Products,3591,15,23.86,141.42
13138,20241013,120,Sponsored Brands,1252,9,4.69,11.59
13139,20231202,48,Sponsored Products,1715,15,15.77,90.87
13140,20231217,151,Sponsored Products,1365,13,6.3,12.22
13141,20230606,243,Sponsored Products,110,1,1.57,4.47
13142,20230201,146,Sponsored Products,569,10,16.05,48.92
13143,20260318,730,Sponsored Display,1888,15,9.31,41.36
13144,20240311,684,Sponsored Products,2233,9,3.86,10.85
13145,20250807,9,Sponsored Products,3036,37,21.17,37.46
13146,20230728,79,Sponsored Products,1138,6,6.8,29.36
13147,20230603,382,Sponsored Products,2128,27,43.98,250.24
13148,20260614,105,Sponsored Display,1785,27,31.61,196.78
13149,20250325,481,Sponsored Products,497,4,5.65,23.31
13150,20241030,484,Sponsored Products,3274,60,51.62,113.37
13151,20230704,126,Sponsored Display,1619,24,18.53,50.82
13152,20241214,58,Sponsored Products,1980,18,27.38,91.94
13153,20240317,328,Sponsored Brands,1396,22,35.47,70.99
13154,20250218,366,Sponsored Products,862,9,5.21,14.86
13155,20240210,310,Sponsored Display,4074,33,35.89,102.74
13156,20240415,212,Sponsored Products,2038,11,18.95,108.19
13157,20230616,729,Sponsored Brands,371,1,0.42,2.31
13158,20260425,385,Sponsored Brands,2172,36,53.28,142.53
13159,20260402,261,Sponsored Products,660,6,5.05,27.24
13160,20240830,683,Sponsored Brands,2215,38,65.61,322.17
13161,20241021,779,Sponsored Brands,696,9,14.82,45.75
13162,20250823,141,Sponsored Products,1183,15,18.44,67.27
13163,20240209,310,Sponsored Display,662,11,15.16,93.59
13164,20230314,305,Sponsored Brands,1803,26,42.87,113.29
13165,20250907,85,Sponsored Products,1069,3,1.91,10.82
13166,20230825,666,Sponsored Brands,1210,6,8.34,21.41
13167,20251129,126,Sponsored Products,3559,33,41.45,141.15
13168,20250316,694,DSP,500,2,3.21,6.09
13169,20250718,713,Sponsored Products,3155,18,18.92,35.14
13170,20260618,458,DSP,875,4,2.56,7.01
13171,20240813,574,Sponsored Products,547,3,1.93,8.25
13172,20240719,318,Sponsored Products,901,3,5.25,30.67
13173,20260420,427,Sponsored Products,847,14,21.27,84.66
13174,20230117,158,Sponsored Brands,2773,43,73.05,262.03
13175,20251229,240,Sponsored Brands,2473,31,54.48,235.66
13176,20230408,249,Sponsored Products,2446,24,15.62,38.76
13177,20231016,686,Sponsored Brands,3519,52,46.34,88.48
13178,20230520,260,Sponsored Display,1744,27,16.22,77.3
13179,20230604,154,Sponsored Brands,1911,24,16.94,35.0
13180,20251223,85,Sponsored Products,2922,41,72.25,114.28
13181,20260411,769,Sponsored Display,1921,25,36.02,70.56
13182,20250327,162,Sponsored Brands,2166,21,23.25,60.71
13183,20230103,111,Sponsored Brands,4346,85,134.9,635.3
13184,20230921,767,Sponsored Products,800,12,7.33,22.74
13185,20240815,472,Sponsored Products,332,1,1.16,1.93
13186,20251228,41,Sponsored Products,1614,17,9.91,62.08
13187,20251128,142,Sponsored Products,12392,39,26.89,162.75
13188,20250710,449,Sponsored Display,3187,32,31.23,72.58
13189,20230210,479,Sponsored Display,432,6,7.12,30.86
13190,20251121,799,Sponsored Products,1672,27,32.1,180.73
13191,20240809,738,Sponsored Brands,2281,30,46.29,288.0
13192,20250106,704,Sponsored Products,1631,7,4.65,11.49
13193,20230501,509,Sponsored Products,1194,14,18.54,87.71
13194,20230403,379,Sponsored Products,597,5,6.05,27.69
13195,20240920,558,Sponsored Products,370,3,4.98,13.72
13196,20250718,31,Sponsored Products,3193,27,24.31,148.89
13197,20230527,26,Sponsored Brands,1338,12,10.96,41.61
13198,20230521,372,Sponsored Brands,1914,17,15.34,99.13
13199,20240630,328,Sponsored Products,259,1,0.68,3.53
13200,20240429,382,DSP,824,13,21.97,74.13
13201,20250523,33,Sponsored Brands,3099,43,44.51,265.44
13202,20260612,254,Sponsored Brands,404,3,4.31,11.98
13203,20251026,478,DSP,1033,10,4.78,13.11
13204,20230819,744,Sponsored Products,1548,21,29.22,141.16
13205,20230330,493,Sponsored Display,2437,42,28.31,83.96
13206,20241113,600,Sponsored Display,1245,16,20.75,85.75
13207,20230216,183,Sponsored Products,571,4,4.32,8.9
13208,20230928,166,Sponsored Products,3100,53,71.01,268.38
13209,20230316,258,Sponsored Products,2313,28,46.74,155.34
13210,20251214,201,Sponsored Products,1415,13,7.55,15.93
13211,20250816,519,Sponsored Brands,441,1,0.51,2.73
13212,20231006,481,Sponsored Display,1772,15,10.18,36.38
13213,20260213,756,Sponsored Products,3105,19,13.7,34.06
13214,20260425,236,Sponsored Products,1797,31,22.72,115.58
13215,20260317,36,Sponsored Brands,644,2,2.29,8.0
13216,20260406,392,Sponsored Display,493,5,3.32,7.34
13217,20250728,454,Sponsored Products,2880,40,65.73,214.69
13218,20231201,394,Sponsored Products,894,9,10.56,65.57
13219,20260324,360,Sponsored Products,1507,26,45.83,105.79
13220,20250805,617,Sponsored Products,2745,35,40.53,210.77
13221,20260410,740,Sponsored Products,2532,19,29.93,137.95
13222,20241101,38,Sponsored Products,305,2,3.0,19.34
13223,20250521,174,Sponsored Brands,2453,42,54.78,336.13
13224,20250906,241,Sponsored Products,690,10,7.52,26.04
13225,20230512,223,Sponsored Brands,932,12,4.8,20.37
13226,20230516,339,DSP,2356,38,40.04,228.34
13227,20241029,514,Sponsored Products,2188,11,8.53,19.44
13228,20250531,49,Sponsored Products,1661,27,30.77,143.93
13229,20230127,792,DSP,1962,16,14.19,91.24
13230,20260119,369,Sponsored Products,78,0,0.0,0.0
13231,20260508,650,Sponsored Products,889,8,7.33,36.49
13232,20251113,198,DSP,2012,30,44.32,114.19
13233,20240707,368,Sponsored Products,342,2,3.6,15.08
13234,20230706,571,Sponsored Products,591,5,7.3,39.83
13235,20260306,183,Sponsored Products,3001,32,13.62,82.53
13236,20250816,490,Sponsored Products,913,6,4.13,7.85
13237,20240728,375,Sponsored Products,2400,11,11.81,24.39
13238,20260606,468,Sponsored Products,4226,37,16.36,59.04
13239,20250219,145,Sponsored Brands,2514,43,50.4,114.23
13240,20230219,424,Sponsored Products,206,3,1.68,8.2
13241,20230512,195,Sponsored Products,1855,29,40.59,245.17
13242,20260108,215,Sponsored Products,1015,5,7.23,12.78
13243,20230906,634,Sponsored Brands,557,7,8.12,30.02
13244,20241201,306,Sponsored Brands,941,13,19.09,55.37
13245,20240909,196,DSP,5933,101,96.61,245.35
13246,20250717,663,Sponsored Brands,1140,3,2.85,9.75
13247,20230330,284,Sponsored Products,655,3,2.72,10.59
13248,20240606,401,Sponsored Products,1379,7,9.09,34.82
13249,20250502,546,Sponsored Products,703,7,11.76,40.97
13250,20230204,773,Sponsored Brands,995,19,13.01,41.49
13251,20231122,739,Sponsored Products,4543,87,113.86,425.08
13252,20240503,230,Sponsored Products,807,7,3.42,10.04
13253,20260214,495,Sponsored Brands,816,15,16.33,101.33
13254,20231029,432,Sponsored Brands,1478,20,18.38,95.08
13255,20250810,612,Sponsored Products,1316,7,5.19,15.8
13256,20240424,131,Sponsored Display,1276,13,22.83,110.81
13257,20230111,49,DSP,4573,43,74.32,394.89
13258,20240603,228,Sponsored Brands,1281,15,24.84,130.48
13259,20251101,366,Sponsored Brands,1907,8,11.32,65.19
13260,20260622,737,Sponsored Products,856,11,11.82,52.19
13261,20260131,74,Sponsored Products,606,1,1.55,8.85
13262,20251229,506,Sponsored Brands,2957,56,57.34,130.46
13263,20260226,373,Sponsored Display,894,4,4.5,28.22
13264,20240708,493,Sponsored Brands,1759,18,23.29,78.13
13265,20260614,292,Sponsored Products,1792,35,54.56,336.14
13266,20240714,377,Sponsored Products,1251,14,14.72,26.94
13267,20251208,531,Sponsored Products,404,7,10.53,34.76
13268,20230201,6,Sponsored Brands,2921,36,29.54,86.96
13269,20251224,380,Sponsored Display,1862,11,7.83,15.05
13270,20250405,239,Sponsored Products,3209,39,57.19,272.72
13271,20260523,61,Sponsored Brands,511,1,1.19,2.75
13272,20251212,62,Sponsored Products,191,3,1.44,5.21
13273,20231129,231,Sponsored Products,4675,74,90.82,412.05
13274,20250923,443,Sponsored Brands,3903,67,86.91,191.08
13275,20230930,535,Sponsored Products,1589,7,4.32,15.48
13276,20251026,793,Sponsored Brands,1090,12,17.79,52.02
13277,20251109,58,Sponsored Products,1049,4,3.48,14.16
13278,20260313,11,Sponsored Products,1163,22,35.95,89.01
13279,20230805,42,Sponsored Display,2137,10,12.31,57.42
13280,20241026,239,Sponsored Products,4032,25,21.21,104.95
13281,20240614,342,Sponsored Products,100,0,0.0,0.0
13282,20260618,339,Sponsored Display,1130,13,9.76,31.26
13283,20250224,714,Sponsored Brands,1447,8,11.56,53.07
13284,20231203,631,Sponsored Products,576,6,9.3,31.3
13285,20231116,711,Sponsored Display,3958,73,93.33,505.05
13286,20240309,533,Sponsored Brands,1479,6,5.01,15.42
13287,20260405,470,Sponsored Products,3847,40,41.53,106.45
13288,20231210,417,Sponsored Display,88,0,0.0,0.0
13289,20251002,325,Sponsored Brands,1613,23,11.98,23.02
13290,20250227,269,Sponsored Products,2058,12,9.42,56.27
13291,20231104,642,Sponsored Brands,2943,46,75.85,415.36
13292,20230326,593,Sponsored Brands,1400,15,6.23,38.47
13293,20251001,307,Sponsored Products,2967,54,41.68,218.18
13294,20230730,324,DSP,652,10,8.83,52.74
13295,20230918,341,Sponsored Products,2773,47,19.09,120.76
13296,20260204,302,Sponsored Brands,310,3,1.53,4.99
13297,20260505,215,Sponsored Brands,1947,12,17.03,97.31
13298,20250727,645,Sponsored Products,1086,12,6.54,34.74
13299,20230130,414,Sponsored Products,1989,22,25.62,133.98
13300,20241125,243,Sponsored Products,1121,14,10.12,63.55
13301,20230407,523,Sponsored Brands,960,14,13.51,74.01
13302,20240115,102,Sponsored Products,953,8,10.42,52.38
13303,20241226,610,Sponsored Products,1815,17,15.95,48.91
13304,20250920,272,Sponsored Brands,2061,14,16.31,61.97
13305,20230203,236,Sponsored Products,495,2,1.83,4.24
13306,20240325,249,Sponsored Products,1953,8,6.01,35.87
13307,20230111,557,Sponsored Display,6091,70,47.03,201.12
13308,20240308,701,Sponsored Brands,618,7,7.28,20.48
13309,20230109,490,Sponsored Brands,824,12,12.96,61.83
13310,20251221,51,DSP,2694,47,77.18,124.5
13311,20240205,730,DSP,1688,21,36.34,106.76
13312,20230903,741,Sponsored Products,3777,46,34.72,90.22
13313,20231024,750,Sponsored Products,1053,11,13.67,37.15
13314,20260410,508,Sponsored Display,2886,16,15.15,22.91
13315,20260213,61,Sponsored Products,1881,11,19.73,116.94
13316,20250704,707,Sponsored Products,6107,103,66.63,279.97
13317,20240407,730,Sponsored Display,1935,30,48.18,293.54
13318,20241114,784,Sponsored Products,1532,9,7.58,29.25
13319,20251009,63,Sponsored Brands,1357,22,12.36,28.82
13320,20240811,410,Sponsored Brands,434,6,5.26,14.03
13321,20250614,244,Sponsored Brands,1224,23,35.26,214.15
13322,20260620,421,Sponsored Products,4446,65,104.12,493.51
13323,20251125,672,Sponsored Products,942,18,11.36,45.39
13324,20231226,60,Sponsored Products,1016,5,5.69,13.62
13325,20240829,274,Sponsored Products,465,6,6.4,18.3
13326,20250512,547,Sponsored Display,1673,7,3.89,19.3
13327,20250110,614,Sponsored Products,3977,48,35.02,183.8
13328,20230324,180,DSP,1499,22,29.73,173.23
13329,20230914,615,Sponsored Products,1466,17,27.1,50.56
13330,20251112,777,Sponsored Products,1515,6,3.69,10.77
13331,20250308,603,Sponsored Brands,2215,21,15.96,28.87
13332,20250812,250,Sponsored Products,1098,21,35.77,109.51
13333,20240821,604,Sponsored Brands,1325,11,17.55,76.34
13334,20241104,644,Sponsored Products,369,2,1.21,2.21
13335,20251104,273,Sponsored Products,1231,13,20.87,59.7
13336,20230304,271,Sponsored Products,3582,28,33.11,166.38
13337,20240710,68,Sponsored Products,1160,23,9.99,39.54
13338,20241231,590,Sponsored Products,3137,21,30.36,69.64
13339,20240406,263,Sponsored Brands,1790,25,14.87,89.26
13340,20241207,178,Sponsored Products,1619,22,24.43,38.35
13341,20230124,191,Sponsored Brands,1670,29,19.88,100.83
13342,20240703,712,Sponsored Display,1830,26,39.39,250.86
13343,20250507,584,Sponsored Brands,2465,37,25.83,121.94
13344,20231108,406,Sponsored Brands,964,12,21.19,125.78
13345,20250724,668,Sponsored Products,2187,41,40.4,240.81
13346,20241208,456,Sponsored Brands,782,14,16.36,65.35
13347,20251220,698,Sponsored Products,3889,60,32.82,107.78
13348,20250509,470,DSP,1413,22,12.71,37.28
13349,20241112,29,Sponsored Brands,654,8,3.66,20.81
13350,20230920,229,Sponsored Products,542,6,5.43,19.81
13351,20240929,198,Sponsored Products,1430,6,7.32,24.16
13352,20230127,665,Sponsored Products,2973,25,33.31,119.6
13353,20260523,52,Sponsored Products,2234,18,16.38,53.7
13354,20250305,572,Sponsored Products,1166,5,3.9,9.95
13355,20230212,735,Sponsored Display,1385,13,5.63,27.29
13356,20240218,48,Sponsored Products,2336,40,59.51,320.86
13357,20260220,406,Sponsored Products,1321,14,25.05,95.85
13358,20240505,294,Sponsored Products,1648,20,34.81,200.85
13359,20250925,131,Sponsored Brands,921,4,2.09,5.95
13360,20231024,775,Sponsored Products,3195,58,68.75,163.4
13361,20250308,642,Sponsored Brands,1903,28,18.72,106.18
13362,20260609,469,Sponsored Products,2607,27,45.83,286.61
13363,20260308,89,Sponsored Products,1215,11,5.01,29.39
13364,20250310,448,Sponsored Brands,1170,11,6.13,27.25
13365,20250216,189,Sponsored Products,2190,7,11.21,65.5
13366,20240509,774,Sponsored Brands,238,2,1.95,5.71
13367,20241221,525,Sponsored Products,1710,31,38.83,174.3
13368,20251203,378,Sponsored Display,750,4,2.76,16.81
13369,20260126,302,DSP,1154,7,5.86,34.36
13370,20230205,347,Sponsored Display,499,7,4.98,32.18
13371,20260502,606,Sponsored Products,2029,12,9.65,21.26
13372,20250721,191,Sponsored Products,1574,9,7.49,45.46
13373,20231117,355,Sponsored Products,911,18,14.77,95.68
13374,20230504,263,Sponsored Products,466,3,4.88,30.28
13375,20230111,546,Sponsored Products,690,11,4.49,10.91
13376,20260112,336,Sponsored Display,2174,21,21.04,77.65
13377,20260601,38,Sponsored Brands,1519,28,46.76,231.41
13378,20250725,744,Sponsored Products,2460,43,76.14,249.73
13379,20240611,218,Sponsored Products,955,4,1.83,6.8
13380,20230713,569,Sponsored Display,1227,19,12.21,79.1
13381,20250328,535,Sponsored Products,1015,12,5.79,35.95
13382,20260410,80,Sponsored Products,1898,22,14.87,66.28
13383,20250731,145,Sponsored Brands,1087,11,7.5,27.04
13384,20241003,307,DSP,1820,21,34.63,196.28
13385,20231202,240,Sponsored Products,1845,35,44.68,87.11
13386,20241102,182,Sponsored Products,1026,10,14.97,49.91
13387,20230126,466,Sponsored Products,1811,7,5.71,36.41
13388,20240226,691,Sponsored Products,1261,4,4.51,13.63
13389,20240711,726,Sponsored Products,2200,16,7.72,29.89
13390,20240408,477,Sponsored Products,208,2,1.59,8.47
13391,20240920,709,Sponsored Display,1202,23,28.33,99.14
13392,20230917,454,Sponsored Display,1723,7,3.15,20.13
