ForecastKey,DateKey,ProductKey,ForecastUnits,ForecastRevenue,ActualUnits,ActualRevenue
1860,20250701,649,138,36912.24,121,32365.08
1861,20250801,134,109,32657.49,135,40447.35
1862,20250801,352,172,46832.16,212,57723.36
1863,20250801,80,141,33555.18,120,28557.6
1864,20250801,718,132,28514.64,123,26570.46
1865,20250801,218,157,30409.33,140,27116.6
1866,20250801,59,157,11242.77,134,9595.74
1867,20250801,436,138,43247.82,123,38546.97
1868,20250801,254,114,10375.14,116,10557.16
1869,20250801,785,154,41918.8,163,44368.6
1870,20250801,280,123,5467.35,145,6445.25
1871,20250801,304,149,10728.0,173,12456.0
1872,20250801,424,117,19297.98,119,19627.86
1873,20250801,382,154,7841.68,168,8554.56
1874,20250801,269,160,2505.6,124,1941.84
1875,20250801,205,133,10956.54,116,9556.08
1876,20250801,403,168,35370.72,190,40002.6
1877,20250801,133,115,18128.6,140,22069.6
1878,20250801,700,130,20698.6,130,20698.6
1879,20250801,256,160,17323.2,174,18838.98
1880,20250801,757,94,11139.94,90,10665.9
1881,20250801,242,150,25750.5,111,19055.37
1882,20250801,621,106,25250.26,105,25012.05
1883,20250801,754,108,44126.64,88,35955.04
1884,20250801,355,145,21922.55,184,27818.96
1885,20250801,556,127,43223.18,159,54114.06
1886,20250801,2,188,20452.52,218,23716.22
1887,20250801,71,148,12054.6,176,14335.2
1888,20250801,106,112,8975.68,78,6250.92
1889,20250801,377,172,39047.44,154,34961.08
1890,20250801,42,183,45003.36,205,50413.6
1891,20250801,444,169,45878.43,188,51036.36
1892,20250801,696,132,23917.08,120,21742.8
1893,20250801,34,138,30176.46,111,24272.37
1894,20250801,633,164,9456.24,192,11070.72
1895,20250801,593,135,47047.5,124,43214.0
1896,20250801,137,141,2529.54,107,1919.58
1897,20250801,566,122,10284.6,104,8767.2
1898,20250801,759,133,30334.64,96,21895.68
1899,20250801,289,123,6525.15,101,5358.05
1900,20250801,261,125,26528.75,162,34381.26
1901,20250801,264,129,1318.38,143,1461.46
1902,20250801,798,115,15022.45,143,18680.09
1903,20250801,161,98,19846.96,112,22682.24
1904,20250801,198,131,8094.49,148,9144.92
1905,20250801,271,137,24909.34,122,22182.04
1906,20250801,715,158,26921.62,204,34759.56
1907,20250801,239,132,23455.08,162,28785.78
1908,20250801,84,108,7987.68,116,8579.36
1909,20250801,85,118,6245.74,145,7674.85
1910,20250801,361,150,32761.5,173,37784.93
1911,20250801,417,96,23361.6,122,29688.7
1912,20250801,72,154,18436.88,187,22387.64
1913,20250801,409,163,35830.66,149,32753.18
1914,20250801,416,145,18658.6,177,22776.36
1915,20250801,585,151,24652.26,161,26284.86
1916,20250801,320,136,27866.4,110,22539.0
1917,20250801,281,155,39289.4,191,48414.68
1918,20250801,47,140,31631.6,179,40443.26
1919,20250801,170,151,50835.66,183,61608.78
1920,20250801,333,133,42001.4,168,53054.4
1921,20250901,5,122,19910.4,144,23500.8
1922,20250901,131,153,3754.62,174,4269.96
1923,20250901,582,133,55752.27,146,61201.74
1924,20250901,186,140,26882.8,181,34755.62
1925,20250901,562,130,24540.1,168,31713.36
1926,20250901,511,117,13419.9,96,11011.2
1927,20250901,472,136,4198.32,118,3642.66
1928,20250901,495,122,2590.06,117,2483.91
1929,20250901,438,126,5164.74,93,3812.07
1930,20250901,708,155,21810.05,190,26734.9
1931,20250901,691,138,22147.62,139,22308.11
1932,20250901,416,164,21103.52,133,17114.44
1933,20250901,613,117,5399.55,109,5030.35
1934,20250901,340,142,36489.74,132,33920.04
1935,20250901,673,127,53846.73,144,61054.56
1936,20250901,427,104,43270.24,110,45766.6
1937,20250901,799,171,29471.85,147,25335.45
1938,20250901,608,130,13410.8,93,9593.88
1939,20250901,168,162,22657.32,120,16783.2
1940,20250901,642,131,12265.53,167,15636.21
1941,20250901,396,112,18745.44,120,20084.4
1942,20250901,422,171,8774.01,201,10313.31
1943,20250901,745,127,27343.1,106,22821.8
1944,20250901,372,118,1408.92,92,1098.48
1945,20250901,551,117,4650.75,106,4213.5
1946,20250901,206,94,3404.68,121,4382.62
1947,20250901,729,142,50698.26,119,42486.57
1948,20250901,769,120,11182.8,96,8946.24
1949,20250901,480,142,60446.56,129,54912.72
1950,20250901,201,105,18783.45,129,23076.81
1951,20250901,534,119,13300.63,132,14753.64
1952,20250901,456,145,31789.8,108,23677.92
1953,20250901,373,128,30741.76,164,39387.88
1954,20250901,752,139,11612.06,146,12196.84
1955,20250901,601,145,2536.05,122,2133.78
1956,20250901,571,133,42521.43,132,42201.72
1957,20250901,718,131,28298.62,97,20953.94
1958,20250901,75,113,13280.89,132,15513.96
1959,20250901,19,140,35330.4,181,45677.16
1960,20250901,90,146,33355.16,120,27415.2
1961,20250901,648,118,3999.02,143,4846.27
1962,20250901,603,156,35621.04,142,32424.28
1963,20250901,564,143,20431.84,133,19003.04
1964,20250901,628,128,15065.6,119,14006.3
1965,20250901,491,144,24225.12,149,25066.27
1966,20250901,363,130,14739.4,143,16213.34
1967,20250901,619,139,13444.08,148,14314.56
1968,20250901,738,137,30667.45,160,35816.0
1969,20250901,329,154,41444.48,146,39291.52
1970,20250901,485,138,17277.6,99,12394.8
1971,20250901,191,104,34373.04,83,27432.33
1972,20250901,583,149,27228.26,165,30152.1
1973,20250901,715,116,19765.24,142,24195.38
1974,20250901,766,135,28372.95,147,30894.99
1975,20250901,647,135,24934.5,102,18839.4
1976,20250901,16,141,17190.72,179,21823.68
1977,20250901,115,128,33064.96,94,24282.08
1978,20250901,274,134,24836.9,94,17422.9
1979,20250901,280,150,6667.5,141,6267.45
1980,20250901,739,123,30592.56,96,23877.12
1981,20251001,630,171,58104.09,205,69656.95
1982,20251001,285,139,28479.71,174,35650.86
1983,20251001,175,147,44624.79,108,32785.56
1984,20251001,431,124,3371.56,139,3779.41
1985,20251001,560,121,4866.62,155,6234.1
1986,20251001,761,160,64492.8,183,73763.64
1987,20251001,612,95,23250.3,77,18844.98
1988,20251001,330,105,30256.8,126,36308.16
1989,20251001,516,140,10640.0,158,12008.0
1990,20251001,448,142,3991.62,151,4244.61
1991,20251001,130,131,14205.64,94,10193.36
1992,20251001,76,129,29286.87,107,24292.21
1993,20251001,10,130,6847.1,158,8321.86
1994,20251001,707,120,27086.4,145,32729.4
1995,20251001,764,138,5267.46,139,5305.63
1996,20251001,349,130,39106.6,133,40009.06
1997,20251001,538,113,9769.98,136,11758.56
1998,20251001,270,104,15383.68,115,17010.8
1999,20251001,433,125,7621.25,147,8962.59
2000,20251001,500,137,54062.94,129,50905.98
2001,20251001,64,164,39169.76,161,38453.24
2002,20251001,561,132,29455.8,168,37489.2
2003,20251001,600,163,10846.02,185,12309.9
2004,20251001,622,167,16230.73,133,12926.27
2005,20251001,647,156,28813.2,189,34908.3
2006,20251001,472,163,5031.81,194,5988.78
2007,20251001,790,136,15941.92,173,20279.06
2008,20251001,773,121,5915.69,89,4351.21
2009,20251001,457,138,8344.86,159,9614.73
2010,20251001,51,147,11818.8,133,10693.2
2011,20251001,390,119,30922.15,110,28583.5
2012,20251001,627,131,42362.78,107,34601.66
2013,20251001,120,167,31299.14,198,37109.16
2014,20251001,638,145,5148.95,183,6498.33
2015,20251001,598,163,18207.1,195,21781.5
2016,20251001,740,114,27280.2,98,23451.4
2017,20251001,25,125,6290.0,128,6440.96
2018,20251001,201,141,25223.49,175,31305.75
2019,20251001,700,133,21176.26,111,17673.42
2020,20251001,392,117,17416.62,138,20542.68
2021,20251001,145,199,44219.79,215,47775.15
2022,20251001,264,113,1154.86,82,838.04
2023,20251001,525,140,46737.6,104,34719.36
2024,20251001,374,144,47589.12,161,53207.28
2025,20251001,710,109,5683.26,90,4692.6
2026,20251001,279,181,53755.19,169,50191.31
2027,20251001,545,156,3823.56,136,3333.36
2028,20251001,338,143,30656.34,176,37730.88
2029,20251001,197,149,22494.53,121,18267.37
2030,20251001,177,141,10233.78,177,12846.66
2031,20251001,109,132,49441.92,107,40077.92
2032,20251001,281,144,36501.12,106,26868.88
2033,20251001,361,111,24243.51,143,31232.63
2034,20251001,54,125,16650.0,102,13586.4
2035,20251001,484,136,2095.76,157,2419.37
2036,20251001,191,115,38008.65,90,29745.9
2037,20251001,61,124,1116.0,90,810.0
2038,20251001,648,144,4880.16,147,4981.83
2039,20251001,326,162,43338.24,184,49223.68
2040,20251001,21,152,42458.16,191,53352.03
2041,20251101,166,138,38304.66,135,37471.95
2042,20251101,128,160,6681.6,176,7349.76
2043,20251101,413,124,12268.56,159,15731.46
2044,20251101,654,156,34892.52,174,38918.58
2045,20251101,711,128,11436.8,91,8130.85
2046,20251101,123,153,18815.94,143,17586.14
2047,20251101,246,147,42605.01,130,37677.9
2048,20251101,637,131,9610.16,134,9830.24
2049,20251101,716,138,13471.56,98,9566.76
2050,20251101,672,129,13743.66,161,17152.94
2051,20251101,150,122,13158.92,149,16071.14
2052,20251101,572,143,13739.44,164,15757.12
2053,20251101,504,153,3753.09,161,3949.33
2054,20251101,269,153,2395.98,118,1847.88
2055,20251101,354,120,28318.8,99,23363.01
2056,20251101,590,150,9936.0,115,7617.6
2057,20251101,730,130,28388.1,145,31663.65
2058,20251101,699,117,7711.47,125,8238.75
2059,20251101,263,117,10229.31,101,8830.43
2060,20251101,288,127,3716.02,89,2604.14
2061,20251101,230,139,7754.81,109,6081.11
2062,20251101,440,127,14458.95,157,17874.45
2063,20251101,744,138,13662.0,102,10098.0
2064,20251101,46,127,42986.96,99,33509.52
2065,20251101,35,147,2384.34,153,2481.66
2066,20251101,203,160,57270.4,196,70156.24
2067,20251101,359,109,17086.84,87,13638.12
2068,20251101,605,124,20026.0,140,22610.0
2069,20251101,480,137,58318.16,147,62574.96
2070,20251101,624,169,3662.23,139,3012.13
2071,20251101,537,141,17729.34,156,19615.44
2072,20251101,234,143,45602.7,131,41775.9
2073,20251101,636,110,15404.4,108,15124.32
2074,20251101,133,158,24907.12,132,20808.48
2075,20251101,800,147,20397.72,129,17900.04
2076,20251101,761,169,68120.52,156,62880.48
2077,20251101,89,164,13761.24,188,15775.08
2078,20251101,280,147,6534.15,123,5467.35
2079,20251101,435,114,25923.6,111,25241.4
2080,20251101,291,153,27261.54,149,26548.82
2081,20251101,312,132,27133.92,113,23228.28
2082,20251101,456,116,25431.84,149,32666.76
2083,20251101,563,134,5512.76,96,3949.44
2084,20251101,122,132,25518.24,96,18558.72
2085,20251101,733,121,26414.3,147,32090.1
2086,20251101,61,128,1152.0,124,1116.0
2087,20251101,509,149,13438.31,182,16414.58
2088,20251101,401,138,26077.86,173,32691.81
2089,20251101,340,178,45740.66,202,51907.94
2090,20251101,569,128,40814.08,155,49423.3
2091,20251101,278,138,35323.86,140,35835.8
2092,20251101,146,131,24631.93,118,22187.54
2093,20251101,383,122,6800.28,102,5685.48
2094,20251101,350,129,25191.12,96,18746.88
2095,20251101,745,140,30142.0,100,21530.0
2096,20251101,151,125,56602.5,109,49357.38
2097,20251101,658,156,43268.16,181,50202.16
2098,20251101,404,170,42449.0,141,35207.7
2099,20251101,363,103,11678.14,127,14399.26
2100,20251101,384,115,6036.35,145,7611.05
2101,20251201,257,114,17491.02,120,18411.6
2102,20251201,386,104,19153.68,93,17127.81
2103,20251201,91,108,20686.32,85,16280.9
2104,20251201,366,150,57736.5,132,50808.12
2105,20251201,243,149,4568.34,185,5672.1
2106,20251201,417,166,40396.1,180,43803.0
2107,20251201,639,122,25495.56,140,29257.2
2108,20251201,92,150,36400.5,173,41981.91
2109,20251201,486,158,32274.66,185,37789.95
2110,20251201,792,156,22197.24,196,27888.84
2111,20251201,385,114,9780.06,143,12267.97
2112,20251201,507,114,30355.92,104,27693.12
2113,20251201,752,108,9022.32,139,11612.06
2114,20251201,695,138,30296.52,168,36882.72
2115,20251201,119,113,37727.31,102,34054.74
2116,20251201,344,134,14457.26,113,12191.57
2117,20251201,528,148,54102.88,164,59951.84
2118,20251201,374,142,46928.16,124,40979.52
2119,20251201,48,133,10227.7,147,11304.3
2120,20251201,690,145,18633.95,161,20690.11
2121,20251201,774,116,11639.44,113,11338.42
2122,20251201,658,173,47983.28,205,56858.8
2123,20251201,82,135,40443.3,142,42540.36
2124,20251201,505,141,20240.55,117,16795.35
2125,20251201,155,116,19489.16,125,21001.25
2126,20251201,347,136,7977.76,149,8740.34
2127,20251201,470,125,23278.75,103,19181.69
2128,20251201,361,194,42371.54,161,35164.01
2129,20251201,339,168,24813.6,179,26438.3
2130,20251201,728,122,2926.78,136,3262.64
2131,20251201,194,134,42151.04,108,33972.48
2132,20251201,176,119,18466.42,93,14431.74
2133,20251201,556,143,48668.62,148,50370.32
2134,20251201,761,146,58849.68,154,62074.32
2135,20251201,229,131,22098.39,127,21423.63
2136,20251201,348,161,37590.28,136,31753.28
2137,20251201,25,111,5585.52,110,5535.2
2138,20251201,247,136,15790.96,111,12888.21
2139,20251201,498,142,43949.0,118,36521.0
2140,20251201,423,153,4007.07,162,4242.78
2141,20251201,161,133,26935.16,145,29365.4
2142,20251201,521,148,38625.04,123,32100.54
2143,20251201,573,110,16073.2,139,20310.68
2144,20251201,511,160,18352.0,140,16058.0
2145,20251201,295,142,30855.18,144,31289.76
2146,20251201,19,160,40377.6,158,39872.88
2147,20251201,502,156,55947.84,199,71369.36
2148,20251201,327,108,3405.24,130,4098.9
2149,20251201,250,110,24598.2,108,24150.96
2150,20251201,773,120,5866.8,106,5182.34
2151,20251201,341,136,7319.52,169,9095.58
2152,20251201,181,134,45817.28,158,54023.36
2153,20251201,414,165,32429.1,152,29874.08
2154,20251201,610,149,4759.06,104,3321.76
2155,20251201,220,151,40384.95,120,32094.0
2156,20251201,270,140,20708.8,137,20265.04
2157,20251201,353,113,25990.0,124,28520.0
2158,20251201,24,140,17724.0,153,19369.8
2159,20251201,488,155,36880.7,194,46160.36
2160,20251201,205,134,11038.92,104,8567.52
2161,20260101,166,135,37471.95,161,44688.77
2162,20260101,128,138,5762.88,177,7391.52
2163,20260101,413,135,13356.9,143,14148.42
2164,20260101,654,91,20353.97,82,18340.94
2165,20260101,711,147,13134.45,110,9828.5
2166,20260101,123,132,16233.36,151,18569.98
2167,20260101,246,109,31591.47,117,33910.11
2168,20260101,637,120,8803.2,115,8436.4
2169,20260101,716,141,13764.42,106,10347.72
2170,20260101,672,109,11612.86,138,14702.52
2171,20260101,150,156,16826.16,122,13158.92
2172,20260101,572,142,13643.36,125,12010.0
2173,20260101,504,99,2428.47,100,2453.0
2174,20260101,269,141,2208.06,138,2161.08
2175,20260101,354,115,27138.85,103,24306.97
2176,20260101,590,132,8743.68,103,6822.72
2177,20260101,730,141,30790.17,155,33847.35
2178,20260101,699,143,9425.13,132,8700.12
2179,20260101,263,140,12240.2,118,10316.74
2180,20260101,288,127,3716.02,137,4008.62
2181,20260101,230,134,7475.86,146,8145.34
2182,20260101,440,123,14003.55,132,15028.2
2183,20260101,744,117,11583.0,150,14850.0
2184,20260101,46,123,41633.04,95,32155.6
2185,20260101,35,124,2011.28,129,2092.38
2186,20260101,203,111,39731.34,115,41163.1
2187,20260101,359,137,21476.12,176,27589.76
2188,20260101,605,129,20833.5,124,20026.0
2189,20260101,480,102,43419.36,82,34905.76
2190,20260101,624,147,3185.49,184,3987.28
2191,20260101,537,149,18735.26,141,17729.34
2192,20260101,234,152,48472.8,145,46240.5
2193,20260101,636,96,13443.84,117,16384.68
2194,20260101,133,149,23488.36,113,17813.32
2195,20260101,800,158,21924.08,163,22617.88
2196,20260101,761,182,73360.56,221,89080.68
2197,20260101,89,121,10153.11,155,13006.05
2198,20260101,280,135,6000.75,137,6089.65
2199,20260101,435,138,31381.2,154,35019.6
2200,20260101,291,149,26548.82,193,34388.74
2201,20260101,312,127,26106.12,111,22817.16
2202,20260101,456,142,31132.08,182,39901.68
2203,20260101,563,96,3949.44,100,4114.0
2204,20260101,122,139,26871.48,126,24358.32
2205,20260101,733,152,33181.6,168,36674.4
2206,20260101,61,126,1134.0,113,1017.0
2207,20260101,509,116,10462.04,90,8117.1
2208,20260101,401,156,29479.32,109,20597.73
2209,20260101,340,99,25440.03,84,21585.48
2210,20260101,569,158,50379.88,192,61221.12
2211,20260101,278,153,39163.41,115,29436.55
2212,20260101,146,146,27452.38,133,25007.99
2213,20260101,383,155,8639.7,117,6521.58
2214,20260101,350,143,27925.04,180,35150.4
2215,20260101,745,161,34663.3,170,36601.0
2216,20260101,151,103,46640.46,95,43017.9
2217,20260101,658,149,41326.64,122,33837.92
2218,20260101,404,140,34958.0,135,33709.5
2219,20260101,363,134,15192.92,129,14626.02
2220,20260101,384,160,8398.4,168,8818.32
2221,20260201,257,134,20559.62,140,21480.2
2222,20260201,386,104,19153.68,130,23942.1
2223,20260201,91,142,27198.68,137,26240.98
2224,20260201,366,154,59276.14,143,55042.13
2225,20260201,243,119,3648.54,117,3587.22
2226,20260201,417,158,38449.3,195,47453.25
2227,20260201,639,128,26749.44,150,31347.0
2228,20260201,92,135,32760.45,164,39797.88
2229,20260201,486,157,32070.39,139,28393.53
2230,20260201,792,146,20774.34,104,14798.16
2231,20260201,385,171,14670.09,178,15270.62
2232,20260201,507,145,38610.6,154,41007.12
2233,20260201,752,136,11361.44,119,9941.26
2234,20260201,695,142,31174.68,123,27003.42
2235,20260201,119,137,45740.19,177,59094.99
2236,20260201,344,165,17801.85,171,18449.19
2237,20260201,528,129,47157.24,135,49350.6
2238,20260201,374,154,50893.92,158,52215.84
2239,20260201,48,119,9151.1,128,9843.2
2240,20260201,690,114,14650.14,114,14650.14
2241,20260201,774,160,16054.4,159,15954.06
2242,20260201,658,135,37443.6,101,28013.36
2243,20260201,82,108,32354.64,134,40143.72
2244,20260201,505,125,17943.75,130,18661.5
2245,20260201,155,119,19993.19,89,14952.89
2246,20260201,347,106,6217.96,91,5338.06
2247,20260201,470,114,21230.22,123,22906.29
2248,20260201,361,161,35164.01,184,40187.44
2249,20260201,339,118,17428.6,95,14031.5
2250,20260201,728,134,3214.66,172,4126.28
2251,20260201,194,133,41836.48,150,47184.0
2252,20260201,176,125,19397.5,102,15828.36
2253,20260201,556,143,48668.62,180,61261.2
2254,20260201,761,146,58849.68,134,54012.72
2255,20260201,229,131,22098.39,130,21929.7
2256,20260201,348,160,37356.8,138,32220.24
2257,20260201,25,152,7648.64,190,9560.8
2258,20260201,247,120,13933.2,97,11262.67
2259,20260201,498,110,34045.0,137,42401.5
2260,20260201,423,129,3378.51,165,4321.35
2261,20260201,161,133,26935.16,117,23694.84
2262,20260201,521,130,33927.4,95,24793.1
2263,20260201,573,156,22794.72,115,16803.8
2264,20260201,511,171,19613.7,182,20875.4
2265,20260201,295,123,26726.67,109,23684.61
2266,20260201,19,120,30283.2,132,33311.52
2267,20260201,502,128,45905.92,91,32636.24
2268,20260201,327,144,4540.32,126,3972.78
2269,20260201,250,109,24374.58,132,29517.84
2270,20260201,773,123,6013.47,104,5084.56
2271,20260201,341,137,7373.34,113,6081.66
2272,20260201,181,126,43081.92,159,54365.28
2273,20260201,414,147,28891.38,168,33018.72
2274,20260201,610,127,4056.38,102,3257.88
2275,20260201,220,135,36105.75,150,40117.5
2276,20260201,270,134,19821.28,150,22188.0
2277,20260201,353,137,31510.0,125,28750.0
2278,20260201,24,132,16711.2,135,17091.0
2279,20260201,488,149,35453.06,181,43067.14
2280,20260201,205,105,8649.9,136,11203.68
2281,20260301,537,160,20118.4,163,20495.62
2282,20260301,387,135,8920.8,162,10704.96
2283,20260301,290,151,48783.57,194,62675.58
2284,20260301,263,160,13988.8,184,16087.12
2285,20260301,83,109,1375.58,89,1123.18
2286,20260301,408,148,11051.16,143,10677.81
2287,20260301,656,113,29889.63,119,31476.69
2288,20260301,466,98,30836.68,113,35556.58
2289,20260301,721,143,35629.88,152,37872.32
2290,20260301,341,118,6350.76,98,5274.36
2291,20260301,250,124,27728.88,91,20349.42
2292,20260301,331,113,32172.23,141,40144.11
2293,20260301,731,144,61266.24,123,52331.58
2294,20260301,79,170,43040.6,192,48610.56
2295,20260301,386,135,24862.95,96,17680.32
2296,20260301,450,134,48423.58,102,36859.74
2297,20260301,351,140,48844.6,140,48844.6
2298,20260301,344,119,12838.91,92,9925.88
2299,20260301,752,158,13199.32,119,9941.26
2300,20260301,472,115,3550.05,91,2809.17
2301,20260301,599,142,31897.46,167,37513.21
2302,20260301,598,115,12845.5,96,10723.2
2303,20260301,603,147,33565.98,122,27857.48
2304,20260301,730,117,25549.29,107,23365.59
2305,20260301,146,136,25572.08,119,22375.57
2306,20260301,78,165,24255.0,174,25578.0
2307,20260301,52,143,3023.02,115,2431.1
2308,20260301,498,136,42092.0,169,52305.5
2309,20260301,608,126,12998.16,108,11141.28
2310,20260301,515,114,14581.74,142,18163.22
2311,20260301,615,123,13268.01,148,15964.76
2312,20260301,154,101,25998.41,101,25998.41
2313,20260301,63,138,8020.56,168,9764.16
2314,20260301,206,164,5940.08,158,5722.76
2315,20260301,359,128,20065.28,90,14108.4
2316,20260301,783,151,38355.51,106,26925.06
2317,20260301,305,163,29881.16,200,36664.0
2318,20260301,173,112,39512.48,91,32103.89
2319,20260301,190,118,5432.72,123,5662.92
2320,20260301,712,158,18642.42,163,19232.37
2321,20260301,604,167,17531.66,148,15537.04
2322,20260301,166,143,39692.51,133,36916.81
2323,20260301,40,132,32522.16,118,29072.84
2324,20260301,370,142,37371.56,159,41845.62
2325,20260301,108,124,3036.76,89,2179.61
2326,20260301,277,150,46206.0,138,42509.52
2327,20260301,756,146,57560.5,117,46127.25
2328,20260301,120,148,27738.16,152,28487.84
2329,20260301,746,153,60262.11,135,53172.45
2330,20260301,155,108,18145.08,106,17809.06
2331,20260301,266,173,44974.81,207,53813.79
2332,20260301,270,150,22188.0,106,15679.52
2333,20260301,436,121,37920.19,146,45754.94
2334,20260301,92,117,28392.39,122,29605.74
2335,20260301,82,129,38645.82,130,38945.4
2336,20260301,175,121,36731.97,102,30964.14
2337,20260301,393,151,3386.93,121,2714.03
2338,20260301,22,156,16451.76,167,17611.82
2339,20260301,580,165,46614.15,124,35031.24
2340,20260301,508,116,41639.36,101,36254.96
2341,20260401,751,137,13543.82,175,17300.5
2342,20260401,789,110,45426.7,105,43361.85
2343,20260401,427,129,53671.74,109,45350.54
2344,20260401,239,195,34649.55,172,30562.68
2345,20260401,428,133,51795.52,103,40112.32
2346,20260401,310,103,7330.51,97,6903.49
2347,20260401,69,113,22789.84,103,20773.04
2348,20260401,245,118,15275.1,132,17087.4
2349,20260401,543,139,22818.24,112,18385.92
2350,20260401,19,141,35582.76,124,31292.64
2351,20260401,30,113,36761.16,142,46195.44
2352,20260401,483,163,27354.66,148,24837.36
2353,20260401,589,154,13511.96,186,16319.64
2354,20260401,96,116,23762.6,120,24582.0
2355,20260401,485,152,19030.4,126,15775.2
2356,20260401,601,145,2536.05,172,3008.28
2357,20260401,507,133,35415.24,110,29290.8
2358,20260401,304,157,11304.0,145,10440.0
2359,20260401,414,117,22995.18,131,25746.74
2360,20260401,440,112,12751.2,98,11157.3
2361,20260401,159,115,15909.1,125,17292.5
2362,20260401,101,109,35055.49,134,43095.74
2363,20260401,255,116,36825.36,135,42857.1
2364,20260401,190,139,6399.56,117,5386.68
2365,20260401,521,136,35493.28,162,42278.76
2366,20260401,691,135,21666.15,115,18456.35
2367,20260401,277,145,44665.8,121,37272.84
2368,20260401,642,142,13295.46,149,13950.87
2369,20260401,31,134,37680.8,105,29526.0
2370,20260401,439,141,49468.44,135,47363.4
2371,20260401,449,177,4001.97,228,5155.08
2372,20260401,610,109,3481.46,77,2459.38
2373,20260401,636,130,18205.2,105,14704.2
2374,20260401,778,152,37799.36,186,46254.48
2375,20260401,57,133,2751.77,138,2855.22
2376,20260401,608,137,14132.92,153,15783.48
2377,20260401,491,113,19009.99,132,22206.36
2378,20260401,649,134,35842.32,157,41994.36
2379,20260401,53,138,37857.54,110,30176.3
2380,20260401,154,136,35007.76,149,38354.09
2381,20260401,785,146,39741.2,186,50629.2
2382,20260401,638,114,4048.14,91,3231.41
2383,20260401,713,152,49400.0,169,54925.0
2384,20260401,352,165,44926.2,205,55817.4
2385,20260401,753,99,30311.82,114,34904.52
2386,20260401,133,168,26483.52,119,18759.16
2387,20260401,325,164,36708.12,120,26859.6
2388,20260401,12,140,36815.8,158,41549.26
2389,20260401,145,127,28220.67,95,21109.95
2390,20260401,532,154,50558.2,116,38082.8
2391,20260401,388,120,25100.4,133,27819.61
2392,20260401,8,131,27682.92,128,27048.96
2393,20260401,22,121,12760.66,87,9175.02
2394,20260401,754,167,68232.86,203,82941.74
2395,20260401,579,139,33536.53,101,24368.27
2396,20260401,582,138,57848.22,148,62040.12
2397,20260401,178,134,32343.58,173,41757.01
2398,20260401,497,121,37707.23,139,43316.57
2399,20260401,150,102,11001.72,99,10678.14
2400,20260401,477,112,28385.28,100,25344.0
2401,20260501,158,123,9996.21,90,7314.3
2402,20260501,117,105,6983.55,93,6185.43
2403,20260501,420,144,17680.32,167,20504.26
2404,20260501,399,123,6429.21,147,7683.69
2405,20260501,301,116,28048.8,140,33852.0
2406,20260501,764,134,5114.78,147,5610.99
2407,20260501,594,141,13142.61,178,16591.38
2408,20260501,46,120,40617.6,92,31140.16
2409,20260501,431,150,4078.5,141,3833.79
2410,20260501,94,126,1485.54,146,1721.34
2411,20260501,534,139,15536.03,106,11847.62
2412,20260501,292,120,38893.2,84,27225.24
2413,20260501,216,143,48125.22,179,60240.66
2414,20260501,297,162,32936.22,175,35579.25
2415,20260501,769,148,13792.12,131,12207.89
2416,20260501,192,137,19492.36,102,14512.56
2417,20260501,459,149,6225.22,193,8063.54
2418,20260501,256,139,15049.53,142,15374.34
2419,20260501,359,122,19124.72,152,23827.52
2420,20260501,438,146,5984.54,147,6025.53
2421,20260501,421,163,13454.02,205,16920.7
2422,20260501,361,151,32979.91,195,42589.95
2423,20260501,295,168,36504.72,216,46934.64
2424,20260501,364,149,8644.98,162,9399.24
2425,20260501,257,106,16263.58,135,20713.05
2426,20260501,97,159,47983.02,185,55829.3
2427,20260501,11,142,7727.64,117,6367.14
2428,20260501,238,136,31634.96,162,37682.82
2429,20260501,423,140,3666.6,158,4138.02
2430,20260501,561,154,34365.1,150,33472.5
2431,20260501,502,132,47340.48,114,40884.96
2432,20260501,414,113,22209.02,106,20833.24
2433,20260501,799,110,18958.5,114,19647.9
2434,20260501,251,110,38604.5,125,43868.75
2435,20260501,22,107,11284.22,109,11495.14
2436,20260501,463,150,30510.0,151,30713.4
2437,20260501,528,141,51543.96,147,53737.32
2438,20260501,356,149,19136.07,174,22346.82
2439,20260501,8,153,32331.96,139,29373.48
2440,20260501,67,111,24481.05,138,30435.9
2441,20260501,215,137,24609.31,139,24968.57
2442,20260501,629,119,25895.59,109,23719.49
2443,20260501,707,109,24603.48,80,18057.6
2444,20260501,728,155,3718.45,167,4006.33
2445,20260501,398,125,8852.5,151,10693.82
2446,20260501,689,115,11801.3,122,12519.64
2447,20260501,477,144,36495.36,181,45872.64
2448,20260501,170,138,46459.08,104,35012.64
2449,20260501,303,137,14408.29,158,16616.86
2450,20260501,531,133,2489.76,158,2957.76
2451,20260501,266,100,25997.0,96,24957.12
2452,20260501,619,131,12670.32,159,15378.48
2453,20260501,355,157,23736.83,137,20713.03
2454,20260501,607,128,23280.64,155,28191.4
2455,20260501,485,140,17528.0,179,22410.8
2456,20260501,180,152,3809.12,136,3408.16
2457,20260501,262,130,30919.2,168,39957.12
2458,20260501,760,126,40511.52,94,30222.88
2459,20260501,107,108,9982.44,108,9982.44
2460,20260501,648,123,4168.47,102,3456.78
2461,20260601,108,135,3306.15,137,3355.13
2462,20260601,712,122,14394.78,90,10619.1
2463,20260601,355,167,25248.73,120,18142.8
2464,20260601,598,165,18430.5,157,17536.9
2465,20260601,198,159,9824.61,181,11183.99
