ForecastKey,DateKey,ProductKey,ForecastUnits,ActualUnits,ML_PredictedUnits,ML_ForecastVariance
1991,20251001,130,131,94,121.8,-9.2
1992,20251001,76,129,107,136.0,7.0
1993,20251001,10,130,158,129.0,-1.0
1994,20251001,707,120,145,140.4,20.4
1995,20251001,764,138,139,137.9,-0.1
1996,20251001,349,130,133,140.2,10.2
1997,20251001,538,113,136,138.3,25.3
1998,20251001,270,104,115,136.0,32.0
1999,20251001,433,125,147,140.7,15.7
2000,20251001,500,137,129,127.1,-9.9
2001,20251001,64,164,161,138.5,-25.5
2002,20251001,561,132,168,144.3,12.3
2003,20251001,600,163,185,150.9,-12.1
2004,20251001,622,167,133,138.3,-28.7
2005,20251001,647,156,189,134.4,-21.6
2006,20251001,472,163,194,126.7,-36.3
2007,20251001,790,136,173,136.1,0.1
2008,20251001,773,121,89,126.9,5.9
2009,20251001,457,138,159,144.2,6.2
2010,20251001,51,147,133,144.6,-2.4
2011,20251001,390,119,110,131.8,12.8
2012,20251001,627,131,107,140.7,9.7
2013,20251001,120,167,198,139.4,-27.6
2014,20251001,638,145,183,134.8,-10.2
2015,20251001,598,163,195,132.9,-30.1
2016,20251001,740,114,98,139.1,25.1
2017,20251001,25,125,128,138.1,13.1
2018,20251001,201,141,175,145.7,4.7
2019,20251001,700,133,111,137.6,4.6
2020,20251001,392,117,138,133.7,16.7
2021,20251001,145,199,215,149.9,-49.1
2022,20251001,264,113,82,134.1,21.1
2023,20251001,525,140,104,132.0,-8.0
2024,20251001,374,144,161,148.4,4.4
2025,20251001,710,109,90,131.2,22.2
2026,20251001,279,181,169,140.1,-40.9
2027,20251001,545,156,136,144.0,-12.0
2028,20251001,338,143,176,143.3,0.3
2029,20251001,197,149,121,135.9,-13.1
2030,20251001,177,141,177,131.6,-9.4
2031,20251001,109,132,107,124.1,-7.9
2032,20251001,281,144,106,133.1,-10.9
2033,20251001,361,111,143,150.2,39.2
2034,20251001,54,125,102,138.3,13.3
2035,20251001,484,136,157,142.0,6.0
2036,20251001,191,115,90,125.2,10.2
2037,20251001,61,124,90,134.3,10.3
2038,20251001,648,144,147,125.3,-18.7
2039,20251001,326,162,184,151.8,-10.2
2040,20251001,21,152,191,145.4,-6.6
2041,20251101,166,138,135,141.5,3.5
2042,20251101,128,160,176,166.6,6.6
2043,20251101,413,124,159,143.1,19.1
2044,20251101,654,156,174,139.6,-16.4
2045,20251101,711,128,91,138.5,10.5
2046,20251101,123,153,143,142.0,-11.0
2047,20251101,246,147,130,132.9,-14.1
2048,20251101,637,131,134,137.3,6.3
2049,20251101,716,138,98,131.2,-6.8
2050,20251101,672,129,161,135.4,6.4
2051,20251101,150,122,149,132.5,10.5
2052,20251101,572,143,164,138.9,-4.1
2053,20251101,504,153,161,143.3,-9.7
2054,20251101,269,153,118,150.9,-2.1
2055,20251101,354,120,99,139.9,19.9
2056,20251101,590,150,115,144.1,-5.9
2057,20251101,730,130,145,136.6,6.6
2058,20251101,699,117,125,134.2,17.2
2059,20251101,263,117,101,125.3,8.3
2060,20251101,288,127,89,120.4,-6.6
2061,20251101,230,139,109,130.6,-8.4
2062,20251101,440,127,157,138.9,11.9
2063,20251101,744,138,102,136.4,-1.6
2064,20251101,46,127,99,140.7,13.7
2065,20251101,35,147,153,152.7,5.7
2066,20251101,203,160,196,166.8,6.8
2067,20251101,359,109,87,130.2,21.2
2068,20251101,605,124,140,140.4,16.4
2069,20251101,480,137,147,134.9,-2.1
2070,20251101,624,169,139,151.6,-17.4
2071,20251101,537,141,156,136.4,-4.6
2072,20251101,234,143,131,133.6,-9.4
2073,20251101,636,110,108,136.1,26.1
2074,20251101,133,158,132,134.5,-23.5
2075,20251101,800,147,129,141.0,-6.0
2076,20251101,761,169,156,144.5,-24.5
2077,20251101,89,164,188,136.4,-27.6
2078,20251101,280,147,123,131.4,-15.6
2079,20251101,435,114,111,142.2,28.2
2080,20251101,291,153,149,140.3,-12.7
2081,20251101,312,132,113,143.1,11.1
2082,20251101,456,116,149,149.4,33.4
2083,20251101,563,134,96,123.1,-10.9
2084,20251101,122,132,96,137.6,5.6
2085,20251101,733,121,147,137.1,16.1
2086,20251101,61,128,124,140.3,12.3
2087,20251101,509,149,182,137.7,-11.3
2088,20251101,401,138,173,133.7,-4.3
2089,20251101,340,178,202,143.2,-34.8
2090,20251101,569,128,155,150.1,22.1
2091,20251101,278,138,140,141.3,3.3
2092,20251101,146,131,118,133.8,2.8
2093,20251101,383,122,102,138.7,16.7
2094,20251101,350,129,96,135.9,6.9
2095,20251101,745,140,100,125.3,-14.7
2096,20251101,151,125,109,115.9,-9.1
2097,20251101,658,156,181,152.2,-3.8
2098,20251101,404,170,141,148.9,-21.1
2099,20251101,363,103,127,138.9,35.9
2100,20251101,384,115,145,138.7,23.7
2101,20251201,257,114,120,141.7,27.7
2102,20251201,386,104,93,140.5,36.5
2103,20251201,91,108,85,124.5,16.5
2104,20251201,366,150,132,144.0,-6.0
2105,20251201,243,149,185,144.9,-4.1
2106,20251201,417,166,180,134.7,-31.3
2107,20251201,639,122,140,144.5,22.5
2108,20251201,92,150,173,140.4,-9.6
2109,20251201,486,158,185,151.2,-6.8
2110,20251201,792,156,196,141.2,-14.8
2111,20251201,385,114,143,144.4,30.4
2112,20251201,507,114,104,132.0,18.0
2113,20251201,752,108,139,138.6,30.6
2114,20251201,695,138,168,141.1,3.1
2115,20251201,119,113,102,146.5,33.5
2116,20251201,344,134,113,152.0,18.0
2117,20251201,528,148,164,152.9,4.9
2118,20251201,374,142,124,190.0,48.0
2119,20251201,48,133,147,147.7,14.7
2120,20251201,690,145,161,144.3,-0.7
2121,20251201,774,116,113,146.8,30.8
2122,20251201,658,173,205,154.0,-19.0
2123,20251201,82,135,142,126.5,-8.5
2124,20251201,505,141,117,141.6,0.6
2125,20251201,155,116,125,134.3,18.3
2126,20251201,347,136,149,134.4,-1.6
2127,20251201,470,125,103,135.4,10.4
2128,20251201,361,194,161,154.8,-39.2
2129,20251201,339,168,179,140.0,-28.0
2130,20251201,728,122,136,138.7,16.7
2131,20251201,194,134,108,148.7,14.7
2132,20251201,176,119,93,139.8,20.8
2133,20251201,556,143,148,148.5,5.5
2134,20251201,761,146,154,149.3,3.3
2135,20251201,229,131,127,134.4,3.4
2136,20251201,348,161,136,145.7,-15.3
2137,20251201,25,111,110,139.4,28.4
2138,20251201,247,136,111,131.1,-4.9
2139,20251201,498,142,118,137.6,-4.4
2140,20251201,423,153,162,146.0,-7.0
2141,20251201,161,133,145,139.9,6.9
2142,20251201,521,148,123,132.5,-15.5
2143,20251201,573,110,139,146.2,36.2
2144,20251201,511,160,140,140.6,-19.4
2145,20251201,295,142,144,145.2,3.2
2146,20251201,19,160,158,139.2,-20.8
2147,20251201,502,156,199,152.9,-3.1
2148,20251201,327,108,130,130.2,22.2
2149,20251201,250,110,108,133.7,23.7
2150,20251201,773,120,106,128.9,8.9
2151,20251201,341,136,169,133.2,-2.8
2152,20251201,181,134,158,144.3,10.3
2153,20251201,414,165,152,135.5,-29.5
2154,20251201,610,149,104,143.6,-5.4
2155,20251201,220,151,120,140.8,-10.2
2156,20251201,270,140,137,140.2,0.2
2157,20251201,353,113,124,145.8,32.8
2158,20251201,24,140,153,143.9,3.9
2159,20251201,488,155,194,144.6,-10.4
2160,20251201,205,134,104,135.4,1.4
2161,20260101,166,135,161,133.9,-1.1
2162,20260101,128,138,177,160.8,22.8
2163,20260101,413,135,143,136.1,1.1
2164,20260101,654,91,82,133.5,42.5
2165,20260101,711,147,110,134.8,-12.2
2166,20260101,123,132,151,133.7,1.7
2167,20260101,246,109,117,131.6,22.6
2168,20260101,637,120,115,132.7,12.7
2169,20260101,716,141,106,127.4,-13.6
2170,20260101,672,109,138,133.1,24.1
2171,20260101,150,156,122,128.7,-27.3
2172,20260101,572,142,125,133.2,-8.8
2173,20260101,504,99,100,125.3,26.3
2174,20260101,269,141,138,148.2,7.2
2175,20260101,354,115,103,139.6,24.6
2176,20260101,590,132,103,144.3,12.3
2177,20260101,730,141,155,151.1,10.1
2178,20260101,699,143,132,136.2,-6.8
2179,20260101,263,140,118,127.0,-13.0
2180,20260101,288,127,137,121.3,-5.7
2181,20260101,230,134,146,138.2,4.2
2182,20260101,440,123,132,134.8,11.8
2183,20260101,744,117,150,129.7,12.7
2184,20260101,46,123,95,128.0,5.0
2185,20260101,35,124,129,147.2,23.2
2186,20260101,203,111,115,128.8,17.8
2187,20260101,359,137,176,132.1,-4.9
2188,20260101,605,129,124,136.9,7.9
2189,20260101,480,102,82,107.2,5.2
2190,20260101,624,147,184,152.3,5.3
2191,20260101,537,149,141,134.0,-15.0
2192,20260101,234,152,145,132.7,-19.3
2193,20260101,636,96,117,122.9,26.9
2194,20260101,133,149,113,132.7,-16.3
2195,20260101,800,158,163,150.6,-7.4
2196,20260101,761,182,221,151.2,-30.8
2197,20260101,89,121,155,126.5,5.5
2198,20260101,280,135,137,139.0,4.0
2199,20260101,435,138,154,144.6,6.6
2200,20260101,291,149,193,146.0,-3.0
2201,20260101,312,127,111,138.9,11.9
2202,20260101,456,142,182,150.9,8.9
2203,20260101,563,96,100,121.7,25.7
2204,20260101,122,139,126,140.7,1.7
2205,20260101,733,152,168,140.1,-11.9
2206,20260101,61,126,113,123.0,-3.0
2207,20260101,509,116,90,133.9,17.9
2208,20260101,401,156,109,129.5,-26.5
2209,20260101,340,99,84,135.2,36.2
2210,20260101,569,158,192,141.8,-16.2
2211,20260101,278,153,115,137.0,-16.0
2212,20260101,146,146,133,129.5,-16.5
2213,20260101,383,155,117,141.0,-14.0
2214,20260101,350,143,180,140.8,-2.2
2215,20260101,745,161,170,141.9,-19.1
2216,20260101,151,103,95,113.7,10.7
2217,20260101,658,149,122,147.2,-1.8
2218,20260101,404,140,135,141.7,1.7
2219,20260101,363,134,129,134.8,0.8
2220,20260101,384,160,168,141.0,-19.0
2221,20260201,257,134,140,144.4,10.4
2222,20260201,386,104,130,129.1,25.1
2223,20260201,91,142,137,130.9,-11.1
2224,20260201,366,154,143,138.6,-15.4
2225,20260201,243,119,117,124.1,5.1
2226,20260201,417,158,195,129.5,-28.5
2227,20260201,639,128,150,143.1,15.1
2228,20260201,92,135,164,138.3,3.3
2229,20260201,486,157,139,143.8,-13.2
2230,20260201,792,146,104,132.2,-13.8
2231,20260201,385,171,178,144.3,-26.7
2232,20260201,507,145,154,130.8,-14.2
2233,20260201,752,136,119,133.5,-2.5
2234,20260201,695,142,123,136.4,-5.6
2235,20260201,119,137,177,140.7,3.7
2236,20260201,344,165,171,145.7,-19.3
2237,20260201,528,129,135,124.6,-4.4
2238,20260201,374,154,158,150.2,-3.8
2239,20260201,48,119,128,141.7,22.7
2240,20260201,690,114,114,144.2,30.2
2241,20260201,774,160,159,135.6,-24.4
2242,20260201,658,135,101,151.2,16.2
2243,20260201,82,108,134,138.8,30.8
2244,20260201,505,125,130,137.7,12.7
2245,20260201,155,119,89,125.5,6.5
2246,20260201,347,106,91,128.5,22.5
2247,20260201,470,114,123,141.6,27.6
2248,20260201,361,161,184,150.0,-11.0
2249,20260201,339,118,95,132.0,14.0
2250,20260201,728,134,172,151.1,17.1
2251,20260201,194,133,150,147.2,14.2
2252,20260201,176,125,102,134.6,9.6
2253,20260201,556,143,180,144.9,1.9
2254,20260201,761,146,134,144.4,-1.6
2255,20260201,229,131,130,131.8,0.8
2256,20260201,348,160,138,138.9,-21.1
2257,20260201,25,152,190,129.4,-22.6
2258,20260201,247,120,97,125.9,5.9
2259,20260201,498,110,137,134.6,24.6
2260,20260201,423,129,165,148.9,19.9
2261,20260201,161,133,117,132.0,-1.0
2262,20260201,521,130,95,134.3,4.3
2263,20260201,573,156,115,133.4,-22.6
2264,20260201,511,171,182,135.2,-35.8
2265,20260201,295,123,109,150.1,27.1
2266,20260201,19,120,132,143.0,23.0
2267,20260201,502,128,91,121.4,-6.6
2268,20260201,327,144,126,114.9,-29.1
2269,20260201,250,109,132,132.6,23.6
2270,20260201,773,123,104,126.9,3.9
2271,20260201,341,137,113,127.2,-9.8
2272,20260201,181,126,159,129.5,3.5
2273,20260201,414,147,168,133.7,-13.3
2274,20260201,610,127,102,124.9,-2.1
2275,20260201,220,135,150,134.6,-0.4
2276,20260201,270,134,150,127.7,-6.3
2277,20260201,353,137,125,135.8,-1.2
2278,20260201,24,132,135,135.5,3.5
2279,20260201,488,149,181,138.9,-10.1
2280,20260201,205,105,136,129.6,24.6
2281,20260301,537,160,163,132.7,-27.3
2282,20260301,387,135,162,135.9,0.9
2283,20260301,290,151,194,150.2,-0.8
2284,20260301,263,160,184,125.6,-34.4
2285,20260301,83,109,89,124.2,15.2
2286,20260301,408,148,143,128.1,-19.9
2287,20260301,656,113,119,133.6,20.6
2288,20260301,466,98,113,131.8,33.8
2289,20260301,721,143,152,148.2,5.2
2290,20260301,341,118,98,125.7,7.7
2291,20260301,250,124,91,130.6,6.6
2292,20260301,331,113,141,141.2,28.2
2293,20260301,731,144,123,130.5,-13.5
2294,20260301,79,170,192,154.6,-15.4
2295,20260301,386,135,96,127.2,-7.8
2296,20260301,450,134,102,129.7,-4.3
2297,20260301,351,140,140,129.6,-10.4
2298,20260301,344,119,92,144.1,25.1
2299,20260301,752,158,119,131.9,-26.1
2300,20260301,472,115,91,119.2,4.2
2301,20260301,599,142,167,138.4,-3.6
2302,20260301,598,115,96,124.0,9.0
2303,20260301,603,147,122,134.7,-12.3
2304,20260301,730,117,107,146.5,29.5
2305,20260301,146,136,119,127.6,-8.4
2306,20260301,78,165,174,130.6,-34.4
2307,20260301,52,143,115,125.6,-17.4
2308,20260301,498,136,169,131.4,-4.6
2309,20260301,608,126,108,135.0,9.0
2310,20260301,515,114,142,130.2,16.2
2311,20260301,615,123,148,133.0,10.0
2312,20260301,154,101,101,138.3,37.3
2313,20260301,63,138,168,134.2,-3.8
2314,20260301,206,164,158,136.9,-27.1
2315,20260301,359,128,90,130.2,2.2
2316,20260301,783,151,106,134.2,-16.8
2317,20260301,305,163,200,145.7,-17.3
2318,20260301,173,112,91,112.1,0.1
2319,20260301,190,118,123,124.9,6.9
2320,20260301,712,158,163,139.5,-18.5
2321,20260301,604,167,148,146.3,-20.7
2322,20260301,166,143,133,132.2,-10.8
2323,20260301,40,132,118,134.2,2.2
2324,20260301,370,142,159,132.7,-9.3
2325,20260301,108,124,89,127.8,3.8
2326,20260301,277,150,138,128.2,-21.8
2327,20260301,756,146,117,121.1,-24.9
2328,20260301,120,148,152,135.3,-12.7
2329,20260301,746,153,135,140.0,-13.0
2330,20260301,155,108,106,123.6,15.6
2331,20260301,266,173,207,155.0,-18.0
2332,20260301,270,150,106,125.8,-24.2
2333,20260301,436,121,146,134.2,13.2
2334,20260301,92,117,122,136.3,19.3
2335,20260301,82,129,130,131.5,2.5
2336,20260301,175,121,102,131.0,10.0
2337,20260301,393,151,121,138.1,-12.9
2338,20260301,22,156,167,123.7,-32.3
2339,20260301,580,165,124,133.1,-31.9
2340,20260301,508,116,101,122.4,6.4
2341,20260401,751,137,175,136.4,-0.6
2342,20260401,789,110,105,123.2,13.2
2343,20260401,427,129,109,123.5,-5.5
2344,20260401,239,195,172,135.7,-59.3
2345,20260401,428,133,103,113.6,-19.4
2346,20260401,310,103,97,138.8,35.8
2347,20260401,69,113,103,144.8,31.8
2348,20260401,245,118,132,132.7,14.7
2349,20260401,543,139,112,135.4,-3.6
2350,20260401,19,141,124,142.9,1.9
2351,20260401,30,113,142,138.5,25.5
2352,20260401,483,163,148,132.9,-30.1
2353,20260401,589,154,186,142.8,-11.2
2354,20260401,96,116,120,146.3,30.3
2355,20260401,485,152,126,136.9,-15.1
2356,20260401,601,145,172,151.9,6.9
2357,20260401,507,133,110,132.4,-0.6
2358,20260401,304,157,145,149.2,-7.8
2359,20260401,414,117,131,133.1,16.1
2360,20260401,440,112,98,135.8,23.8
2361,20260401,159,115,125,135.6,20.6
2362,20260401,101,109,134,132.6,23.6
2363,20260401,255,116,135,133.4,17.4
2364,20260401,190,139,117,127.6,-11.4
2365,20260401,521,136,162,134.3,-1.7
2366,20260401,691,135,115,145.5,10.5
2367,20260401,277,145,121,130.1,-14.9
2368,20260401,642,142,149,134.1,-7.9
2369,20260401,31,134,105,143.0,9.0
2370,20260401,439,141,135,133.3,-7.7
2371,20260401,449,177,228,183.4,6.4
2372,20260401,610,109,77,125.7,16.7
2373,20260401,636,130,105,127.5,-2.5
2374,20260401,778,152,186,142.0,-10.0
2375,20260401,57,133,138,136.2,3.2
2376,20260401,608,137,153,137.4,0.4
2377,20260401,491,113,132,142.3,29.3
2378,20260401,649,134,157,132.5,-1.5
2379,20260401,53,138,110,137.7,-0.3
2380,20260401,154,136,149,142.8,6.8
2381,20260401,785,146,186,135.3,-10.7
2382,20260401,638,114,91,130.2,16.2
2383,20260401,713,152,169,132.9,-19.1
2384,20260401,352,165,205,136.2,-28.8
2385,20260401,753,99,114,132.9,33.9
2386,20260401,133,168,119,133.1,-34.9
2387,20260401,325,164,120,139.3,-24.7
2388,20260401,12,140,158,136.3,-3.7
2389,20260401,145,127,95,141.6,14.6
2390,20260401,532,154,116,129.5,-24.5
2391,20260401,388,120,133,145.3,25.3
2392,20260401,8,131,128,132.5,1.5
2393,20260401,22,121,87,126.0,5.0
2394,20260401,754,167,203,144.3,-22.7
2395,20260401,579,139,101,146.1,7.1
2396,20260401,582,138,148,133.9,-4.1
2397,20260401,178,134,173,138.1,4.1
2398,20260401,497,121,139,133.0,12.0
2399,20260401,150,102,99,129.7,27.7
2400,20260401,477,112,100,138.0,26.0
2401,20260501,158,123,90,127.4,4.4
2402,20260501,117,105,93,134.1,29.1
2403,20260501,420,144,167,146.5,2.5
2404,20260501,399,123,147,141.4,18.4
2405,20260501,301,116,140,137.1,21.1
2406,20260501,764,134,147,145.3,11.3
2407,20260501,594,141,178,136.3,-4.7
2408,20260501,46,120,92,128.6,8.6
2409,20260501,431,150,141,151.8,1.8
2410,20260501,94,126,146,131.7,5.7
2411,20260501,534,139,106,125.2,-13.8
2412,20260501,292,120,84,131.6,11.6
2413,20260501,216,143,179,127.2,-15.8
2414,20260501,297,162,175,136.2,-25.8
2415,20260501,769,148,131,130.0,-18.0
2416,20260501,192,137,102,136.6,-0.4
2417,20260501,459,149,193,144.8,-4.2
2418,20260501,256,139,142,144.6,5.6
2419,20260501,359,122,152,134.0,12.0
2420,20260501,438,146,147,151.3,5.3
2421,20260501,421,163,205,128.1,-34.9
2422,20260501,361,151,195,151.5,0.5
2423,20260501,295,168,216,148.9,-19.1
2424,20260501,364,149,162,155.1,6.1
2425,20260501,257,106,135,143.1,37.1
2426,20260501,97,159,185,162.6,3.6
2427,20260501,11,142,117,148.5,6.5
2428,20260501,238,136,162,136.0,-0.0
2429,20260501,423,140,158,151.2,11.2
2430,20260501,561,154,150,142.8,-11.2
2431,20260501,502,132,114,125.5,-6.5
2432,20260501,414,113,106,134.5,21.5
2433,20260501,799,110,114,134.9,24.9
2434,20260501,251,110,125,133.7,23.7
2435,20260501,22,107,109,127.5,20.5
2436,20260501,463,150,151,127.8,-22.2
2437,20260501,528,141,147,130.3,-10.7
2438,20260501,356,149,174,141.9,-7.1
2439,20260501,8,153,139,133.9,-19.1
2440,20260501,67,111,138,139.9,28.9
2441,20260501,215,137,139,139.3,2.3
2442,20260501,629,119,109,122.2,3.2
2443,20260501,707,109,80,138.8,29.8
2444,20260501,728,155,167,152.3,-2.7
2445,20260501,398,125,151,140.1,15.1
2446,20260501,689,115,122,133.3,18.3
2447,20260501,477,144,181,139.5,-4.5
2448,20260501,170,138,104,135.2,-2.8
2449,20260501,303,137,158,138.5,1.5
2450,20260501,531,133,158,149.7,16.7
2451,20260501,266,100,96,131.3,31.3
2452,20260501,619,131,159,140.4,9.4
2453,20260501,355,157,137,136.1,-20.9
2454,20260501,607,128,155,129.9,1.9
2455,20260501,485,140,179,138.4,-1.6
2456,20260501,180,152,136,116.6,-35.4
2457,20260501,262,130,168,136.6,6.6
2458,20260501,760,126,94,132.1,6.1
2459,20260501,107,108,108,133.4,25.4
2460,20260501,648,123,102,123.4,0.4
2461,20260601,108,135,137,132.9,-2.1
2462,20260601,712,122,90,132.6,10.6
2463,20260601,355,167,120,136.3,-30.7
2464,20260601,598,165,157,128.3,-36.7
2465,20260601,198,159,181,142.5,-16.5
2466,20260601,405,118,151,137.8,19.8
2467,20260601,504,141,161,129.7,-11.3
2468,20260601,670,120,136,145.0,25.0
2469,20260601,523,133,158,140.9,7.9
2470,20260601,787,119,105,129.5,10.5
2471,20260601,663,118,104,134.4,16.4
2472,20260601,444,144,155,134.2,-9.8
2473,20260601,357,152,121,111.9,-40.1
2474,20260601,727,139,140,127.5,-11.5
2475,20260601,10,117,124,127.5,10.5
2476,20260601,668,136,124,137.1,1.1
2477,20260601,578,174,125,131.5,-42.5
2478,20260601,138,159,202,137.6,-21.4
2479,20260601,542,156,155,127.6,-28.4
2480,20260601,159,111,121,137.1,26.1
2481,20260601,409,128,156,150.2,22.2
2482,20260601,186,120,107,136.9,16.9
2483,20260601,534,126,119,125.4,-0.6
2484,20260601,512,159,133,148.1,-10.9
2485,20260601,587,143,154,134.4,-8.6
2486,20260601,723,115,106,127.0,12.0
2487,20260601,363,124,116,137.3,13.3
2488,20260601,93,118,114,144.5,26.5
2489,20260601,312,158,161,142.2,-15.8
2490,20260601,106,96,75,129.8,33.8
2491,20260601,425,140,107,136.5,-3.5
2492,20260601,655,117,90,136.4,19.4
2493,20260601,167,118,123,139.0,21.0
2494,20260601,252,168,151,128.0,-40.0
2495,20260601,163,146,134,132.8,-13.2
2496,20260601,373,123,95,139.2,16.2
2497,20260601,427,105,85,124.7,19.7
2498,20260601,89,129,118,131.8,2.8
2499,20260601,397,113,141,132.7,19.7
2500,20260601,562,145,172,145.4,0.4
2501,20260601,582,100,106,128.8,28.8
2502,20260601,735,146,172,138.0,-8.0
2503,20260601,653,140,175,146.4,6.4
2504,20260601,121,139,146,133.8,-5.2
2505,20260601,647,119,129,134.0,15.0
2506,20260601,276,162,137,149.7,-12.3
2507,20260601,229,142,164,133.0,-9.0
2508,20260601,489,118,139,132.7,14.7
2509,20260601,630,143,110,130.2,-12.8
2510,20260601,691,129,117,139.8,10.8
2511,20260601,172,153,177,147.6,-5.4
2512,20260601,568,126,137,125.5,-0.5
2513,20260601,311,154,146,136.8,-17.2
2514,20260601,118,112,145,127.3,15.3
2515,20260601,774,138,159,140.4,2.4
2516,20260601,31,149,153,144.2,-4.8
2517,20260601,323,122,149,139.3,17.3
2518,20260601,193,153,186,128.4,-24.6
2519,20260601,319,135,138,133.9,-1.1
2520,20260601,129,157,132,134.9,-22.1
