InventoryKey,DateKey,ProductKey,WarehouseKey,OnHandUnits,InTransitUnits,ReorderPoint,StockoutFlag
23103,20240502,476,1,358,204,39,0
23104,20241121,536,6,246,159,143,0
23105,20231009,201,6,157,106,183,0
23106,20240121,609,6,139,146,156,0
23107,20230209,727,5,147,136,69,0
23108,20230718,771,10,191,142,162,0
23109,20240319,229,3,137,217,143,0
23110,20251101,303,1,131,207,58,0
23111,20240124,455,8,122,145,89,0
23112,20230512,427,7,90,224,58,0
23113,20240303,543,6,244,30,96,0
23114,20250811,558,9,86,169,138,0
23115,20240115,768,9,299,150,142,0
23116,20241229,366,8,93,91,95,0
23117,20230508,328,3,104,153,75,0
23118,20240322,44,9,333,17,193,0
23119,20250125,548,10,149,229,74,0
23120,20250204,261,6,81,127,159,0
23121,20240521,8,8,113,67,43,0
23122,20260207,388,5,119,91,125,0
23123,20260122,504,10,268,83,192,0
23124,20251031,220,6,147,194,109,0
23125,20240416,80,9,172,25,177,0
23126,20230217,192,10,99,151,146,0
23127,20240903,40,9,181,237,53,0
23128,20230316,293,3,269,39,101,0
23129,20251110,19,3,332,205,161,0
23130,20241003,740,1,72,146,28,0
23131,20250914,568,4,439,134,136,0
23132,20230519,54,2,0,189,198,1
23133,20260327,279,5,269,188,169,0
23134,20230301,505,8,142,34,97,0
23135,20260130,202,3,133,188,140,0
23136,20240709,122,3,201,40,199,0
23137,20251213,554,5,108,48,56,0
23138,20250507,176,6,193,126,189,0
23139,20230311,614,2,146,55,146,0
23140,20260307,234,6,228,28,161,0
23141,20230307,530,3,126,144,63,0
23142,20231009,207,3,182,187,159,0
23143,20231212,369,7,51,174,99,0
23144,20260501,592,3,149,237,119,0
23145,20250326,169,9,240,59,175,0
23146,20240129,14,8,271,229,135,0
23147,20231102,633,7,102,201,39,0
23148,20260614,338,7,121,174,84,0
23149,20240709,447,1,347,162,147,0
23150,20241127,695,10,55,138,132,0
23151,20250707,446,7,228,146,190,0
23152,20251002,132,3,58,41,179,0
23153,20241020,269,4,375,138,141,0
23154,20231108,229,2,333,120,57,0
23155,20240118,638,3,114,76,99,0
23156,20241218,169,2,87,48,183,0
23157,20230302,436,7,116,5,197,0
23158,20260307,640,2,197,111,147,0
23159,20240509,366,4,90,83,107,0
23160,20230911,787,2,131,56,90,0
23161,20231008,293,1,158,147,199,0
23162,20240626,545,1,132,132,30,0
23163,20260430,113,1,368,219,125,0
23164,20240917,309,9,297,132,108,0
23165,20260330,565,4,52,175,178,0
23166,20240113,421,7,135,209,102,0
23167,20251221,63,7,193,134,144,0
23168,20230417,398,5,280,91,34,0
23169,20230108,167,10,385,142,184,0
23170,20240903,96,5,0,67,176,1
23171,20230627,509,3,363,144,80,0
23172,20230509,266,9,168,157,110,0
23173,20250112,416,1,174,11,68,0
23174,20231211,38,10,87,30,160,0
23175,20250518,144,9,166,218,20,0
23176,20241106,505,8,425,58,26,0
23177,20241102,164,10,61,32,65,0
23178,20260309,233,5,246,15,71,0
23179,20230811,176,6,369,110,37,0
23180,20260203,441,8,327,181,165,0
23181,20231029,772,10,96,60,31,0
23182,20250912,467,6,146,209,106,0
23183,20250208,399,3,80,10,162,0
23184,20240420,346,10,156,95,96,0
23185,20240311,89,8,172,82,120,0
23186,20241230,542,2,125,119,29,0
23187,20240113,188,3,95,123,147,0
23188,20250921,381,4,136,121,144,0
23189,20240609,188,10,220,225,77,0
23190,20260608,266,10,207,120,170,0
23191,20250910,274,8,129,84,148,0
23192,20230602,369,7,225,105,125,0
23193,20260329,749,9,83,208,106,0
23194,20250805,644,5,91,172,104,0
23195,20260508,637,8,163,44,79,0
23196,20250714,343,2,239,0,88,0
23197,20240511,290,7,153,128,37,0
23198,20240329,715,7,156,53,28,0
23199,20251204,155,10,182,230,145,0
23200,20240323,42,4,87,156,116,0
23201,20240108,318,2,141,146,105,0
23202,20240428,624,2,534,93,166,0
23203,20230415,314,8,93,97,61,0
23204,20240212,399,8,64,208,180,0
23205,20260507,458,9,134,137,116,0
23206,20240724,699,7,239,111,127,0
23207,20230704,721,10,238,115,139,0
23208,20240609,616,8,12,68,169,1
23209,20250223,442,7,40,56,64,0
23210,20240412,443,7,150,88,187,0
23211,20250304,157,9,210,171,196,0
23212,20260421,241,1,226,75,127,0
23213,20231004,548,9,298,22,74,0
23214,20240119,296,7,113,76,67,0
23215,20251002,58,6,133,203,101,0
23216,20250627,260,10,173,237,136,0
23217,20230123,40,4,229,238,170,0
23218,20230126,668,1,334,246,31,0
23219,20260207,191,8,99,245,42,0
23220,20240102,163,3,117,46,160,0
23221,20230115,477,10,272,44,131,0
23222,20230119,663,2,0,35,49,1
23223,20240815,81,4,40,15,181,0
23224,20260314,344,8,51,248,172,0
23225,20260626,296,6,166,179,44,0
23226,20240427,707,5,410,11,187,0
23227,20240326,79,9,196,170,153,0
23228,20241111,562,2,0,124,89,1
23229,20250302,386,7,61,183,52,0
23230,20231104,660,4,178,187,104,0
23231,20250716,257,5,279,182,170,0
23232,20250323,556,6,272,228,89,0
23233,20260311,699,3,123,6,43,0
23234,20251204,51,7,0,53,108,1
23235,20241014,491,2,93,240,50,0
23236,20230724,724,10,46,219,47,0
23237,20231213,184,8,82,111,135,0
23238,20250927,604,6,216,249,185,0
23239,20251012,190,3,228,179,170,0
23240,20250218,128,1,314,90,41,0
23241,20241003,343,8,54,166,28,0
23242,20250925,226,8,133,104,142,0
23243,20250622,521,6,176,70,93,0
23244,20241225,545,4,234,113,104,0
23245,20250726,6,9,236,23,81,0
23246,20230407,628,8,249,246,32,0
23247,20230919,74,4,168,127,26,0
23248,20241119,683,6,137,157,108,0
23249,20240927,400,7,225,114,151,0
23250,20230322,716,1,177,193,183,0
23251,20240315,242,9,259,212,163,0
23252,20250715,342,7,54,231,134,0
23253,20251210,778,3,170,121,108,0
23254,20240521,764,10,146,71,94,0
23255,20230914,265,10,138,216,193,0
23256,20260621,514,5,261,169,150,0
23257,20240513,532,5,208,78,112,0
23258,20230218,281,2,265,82,92,0
23259,20230615,455,2,203,217,118,0
23260,20251111,354,7,359,65,142,0
23261,20231219,610,6,123,107,168,0
23262,20240705,493,10,101,17,125,0
23263,20240527,507,1,58,90,116,0
23264,20240808,780,5,79,175,132,0
23265,20240720,182,9,219,69,48,0
23266,20240315,56,10,158,92,104,0
23267,20240510,504,9,94,194,188,0
23268,20250105,506,2,133,38,69,0
23269,20250325,502,2,217,103,181,0
23270,20251206,749,2,157,73,25,0
23271,20240606,773,2,47,172,149,0
23272,20241010,488,8,23,167,171,1
23273,20230626,690,6,199,208,29,0
23274,20250905,205,8,194,239,43,0
23275,20240806,678,3,70,18,189,0
23276,20241004,780,5,73,40,93,0
23277,20241205,299,10,335,155,199,0
23278,20250302,571,5,156,124,130,0
23279,20250413,338,3,116,212,64,0
23280,20231211,135,9,61,164,26,0
23281,20250821,653,3,287,163,48,0
23282,20240826,575,1,282,160,146,0
23283,20260420,697,9,390,97,41,0
23284,20260504,33,1,224,14,119,0
23285,20251105,381,6,286,243,141,0
23286,20241229,775,6,202,17,190,0
23287,20260618,119,8,72,241,92,0
23288,20260403,1,5,216,93,132,0
23289,20230508,146,2,65,127,172,0
23290,20231018,264,8,118,92,41,0
23291,20251121,731,7,50,245,79,0
23292,20230219,159,4,190,209,87,0
23293,20230420,295,10,506,40,152,0
23294,20260406,772,6,243,149,109,0
23295,20231111,226,7,158,155,41,0
23296,20260121,268,2,85,58,30,0
23297,20240921,167,7,49,115,118,0
23298,20231030,728,1,318,187,106,0
23299,20230815,621,6,225,132,123,0
23300,20230524,623,1,210,137,106,0
23301,20240528,623,4,74,2,61,0
23302,20240704,697,7,252,190,51,0
23303,20231230,422,10,307,12,57,0
23304,20260224,672,9,346,242,165,0
23305,20250925,421,3,24,187,153,0
23306,20260527,269,7,297,149,36,0
23307,20240201,178,10,0,240,186,1
23308,20260412,105,7,451,136,170,0
23309,20230928,180,2,220,182,51,0
23310,20250904,482,3,293,213,199,0
23311,20251117,297,8,295,25,102,0
23312,20240228,752,3,93,188,153,0
23313,20230430,445,5,156,95,34,0
23314,20250315,10,3,61,59,82,0
23315,20240620,23,9,220,44,40,0
23316,20230201,218,5,194,53,144,0
23317,20240127,506,7,227,31,61,0
23318,20260520,183,2,148,147,130,0
23319,20231004,742,10,67,50,186,0
23320,20250302,194,9,187,12,96,0
23321,20250508,642,10,301,178,130,0
23322,20250217,591,10,236,179,54,0
23323,20240916,243,10,61,8,114,0
23324,20230929,206,8,0,61,46,1
23325,20240630,582,2,106,208,146,0
23326,20241110,213,2,91,6,61,0
23327,20250714,294,10,274,84,151,0
23328,20250419,615,5,182,31,176,0
23329,20250910,739,10,240,78,29,0
23330,20260414,771,7,184,35,54,0
23331,20240416,39,8,399,8,110,0
23332,20240408,295,1,185,95,48,0
23333,20231223,135,2,171,182,172,0
23334,20260121,725,4,185,1,180,0
23335,20230401,239,6,0,199,79,1
23336,20240915,279,1,303,138,148,0
23337,20250922,691,2,337,146,128,0
23338,20240225,767,6,0,194,168,1
23339,20240623,332,2,180,125,177,0
23340,20240509,582,1,218,249,127,0
23341,20260610,532,7,480,104,74,0
23342,20230317,373,3,182,249,135,0
23343,20230507,373,1,141,220,51,0
23344,20240120,502,8,88,24,30,0
23345,20241202,53,6,234,74,35,0
23346,20251229,16,10,223,161,197,0
23347,20260424,646,9,99,208,133,0
23348,20260526,108,1,538,135,42,0
23349,20230710,271,4,296,160,106,0
23350,20241001,644,10,0,36,131,1
23351,20240807,427,6,52,56,20,0
23352,20240301,369,9,318,181,63,0
23353,20240617,266,2,40,124,153,0
23354,20260107,663,8,129,41,118,0
23355,20241103,390,9,185,181,61,0
23356,20251024,678,1,325,59,62,0
23357,20260602,800,10,0,51,156,1
23358,20250215,435,7,266,14,84,0
23359,20230330,630,6,126,73,162,0
23360,20250111,636,1,65,207,47,0
23361,20240926,118,7,248,73,137,0
23362,20251022,286,4,151,207,160,0
23363,20230204,599,9,263,245,182,0
23364,20230905,303,9,70,24,118,0
23365,20250917,220,6,75,116,178,0
23366,20251207,388,8,107,98,165,0
23367,20250107,517,6,243,171,81,0
23368,20250405,1,2,173,190,129,0
23369,20260309,455,6,258,202,91,0
23370,20260320,401,6,135,127,53,0
23371,20240428,398,3,124,83,183,0
23372,20240322,564,2,165,39,88,0
23373,20250514,279,4,187,189,173,0
23374,20240702,13,2,0,245,148,1
23375,20241218,545,4,278,44,190,0
23376,20250724,516,1,137,180,178,0
23377,20260421,659,5,0,179,112,1
23378,20231202,386,9,121,63,35,0
23379,20240715,699,1,92,69,51,0
23380,20231212,751,6,283,131,145,0
23381,20230417,603,7,63,72,67,0
23382,20230520,404,5,387,107,111,0
23383,20230521,218,6,106,203,36,0
23384,20230517,116,1,66,37,135,0
23385,20250709,158,4,0,151,161,1
23386,20231115,315,6,180,200,138,0
23387,20260130,581,5,75,9,97,0
23388,20240920,30,2,357,39,46,0
23389,20241230,112,5,268,141,67,0
23390,20250417,559,1,119,69,103,0
23391,20250620,323,2,193,200,24,0
23392,20230612,425,3,83,61,95,0
23393,20250912,793,5,123,158,47,0
23394,20250312,21,9,191,33,160,0
23395,20241230,311,10,254,71,20,0
23396,20230921,745,4,251,122,168,0
23397,20250607,569,8,117,128,184,0
23398,20260530,798,1,281,211,56,0
23399,20250508,483,7,86,77,124,0
23400,20240214,51,7,170,71,182,0
23401,20240910,793,4,0,119,177,1
23402,20230701,752,7,313,63,124,0
23403,20250221,658,6,66,90,60,0
23404,20260609,543,7,172,184,191,0
23405,20230609,609,6,155,163,185,0
23406,20240410,193,10,162,8,41,0
23407,20231012,635,6,187,205,26,0
23408,20250303,377,7,167,81,149,0
23409,20250304,119,3,66,84,153,0
23410,20230713,702,7,86,195,191,0
23411,20230919,460,9,113,94,46,0
23412,20241207,333,5,95,124,60,0
23413,20240623,150,9,406,156,108,0
23414,20250606,775,3,117,118,132,0
23415,20250405,540,8,102,210,76,0
23416,20250228,476,1,284,132,79,0
23417,20231209,320,10,213,232,54,0
23418,20251127,179,10,79,41,68,0
23419,20260627,719,6,276,100,187,0
23420,20260328,396,4,356,74,197,0
23421,20240926,406,7,317,193,89,0
23422,20241113,582,5,128,97,130,0
23423,20260628,172,6,323,15,157,0
23424,20250824,159,4,117,35,85,0
23425,20230227,59,9,31,140,147,0
23426,20230428,132,5,116,235,71,0
23427,20250224,227,7,121,104,179,0
23428,20250902,523,8,157,169,93,0
23429,20241120,775,1,200,128,83,0
23430,20230925,143,4,76,120,135,0
23431,20260402,170,3,112,130,28,0
23432,20230922,520,7,112,80,88,0
23433,20230117,76,3,177,80,69,0
23434,20260502,91,2,289,76,29,0
23435,20240616,167,3,86,55,56,0
23436,20241013,579,1,196,27,90,0
23437,20230618,170,3,477,176,27,0
23438,20241014,31,1,267,99,51,0
23439,20240520,664,10,104,23,171,0
23440,20260515,634,1,220,46,65,0
23441,20260513,387,1,234,193,55,0
23442,20250806,317,1,159,58,86,0
23443,20260106,175,7,0,81,179,1
23444,20251228,179,2,205,41,140,0
23445,20251002,181,7,517,227,175,0
23446,20230609,249,4,242,110,165,0
23447,20230604,528,4,302,101,178,0
23448,20230126,494,5,244,129,89,0
23449,20230116,382,2,226,203,111,0
23450,20241103,620,3,433,180,124,0
23451,20260302,673,9,98,208,27,0
23452,20240510,237,6,206,136,164,0
23453,20240507,669,3,43,127,185,0
23454,20230908,762,8,94,72,30,0
23455,20241024,497,2,248,56,124,0
23456,20250925,636,3,147,37,65,0
23457,20250213,698,4,156,126,149,0
23458,20240810,445,10,172,130,182,0
23459,20251201,388,1,382,233,116,0
23460,20260607,708,9,106,232,152,0
23461,20240314,724,9,124,111,174,0
23462,20230730,69,4,114,177,116,0
23463,20230106,409,2,2,60,32,1
23464,20251211,448,6,188,59,144,0
23465,20260511,161,9,80,249,109,0
23466,20241014,519,4,229,198,104,0
23467,20250730,786,10,0,13,43,1
23468,20251210,89,1,173,100,22,0
23469,20231006,449,9,439,88,147,0
23470,20231025,573,5,145,120,154,0
23471,20230505,577,2,26,138,170,0
23472,20260306,506,5,210,17,125,0
23473,20241010,384,4,115,71,158,0
23474,20240910,313,7,316,104,49,0
23475,20250606,280,3,115,229,153,0
23476,20260407,634,8,126,65,48,0
23477,20250727,673,3,0,121,79,1
23478,20250929,563,1,126,22,115,0
23479,20230408,625,2,159,69,62,0
23480,20240206,310,2,108,68,147,0
23481,20241030,611,1,247,225,114,0
23482,20250528,432,4,169,0,67,0
23483,20230713,389,4,53,207,94,0
23484,20260319,77,2,113,199,116,0
23485,20250908,620,7,405,187,35,0
23486,20250606,280,4,65,14,95,0
23487,20240408,241,10,187,25,69,0
23488,20260129,485,1,116,162,139,0
23489,20251114,408,8,245,149,34,0
23490,20230522,370,3,364,78,198,0
23491,20251208,395,9,153,100,26,0
23492,20250828,728,6,0,78,53,1
23493,20251201,420,6,195,191,109,0
23494,20241112,272,9,144,187,94,0
23495,20251003,183,3,0,104,83,1
23496,20241108,607,5,478,226,118,0
23497,20260105,667,4,149,153,54,0
23498,20260613,161,7,56,240,139,0
23499,20240810,310,4,146,132,124,0
23500,20260213,412,1,0,51,29,1
23501,20230822,511,4,114,19,35,0
23502,20250226,42,4,234,224,104,0
23503,20240925,142,9,184,102,131,0
23504,20260228,336,2,175,129,73,0
23505,20231115,178,2,55,140,81,0
23506,20240801,711,9,68,113,66,0
23507,20240306,764,9,202,240,186,0
23508,20230328,314,9,100,177,97,0
23509,20250712,14,2,131,245,154,0
23510,20240826,53,4,216,160,94,0
23511,20251007,714,4,90,203,185,0
23512,20240315,405,10,27,183,155,0
23513,20230126,204,9,166,236,162,0
23514,20260207,383,10,248,76,132,0
23515,20231102,500,1,343,231,38,0
23516,20230914,645,9,0,220,97,1
23517,20240220,394,4,157,205,87,0
23518,20240102,738,4,113,211,82,0
23519,20240502,400,8,30,98,37,0
23520,20230727,691,8,36,186,98,0
23521,20250108,490,2,110,215,188,0
23522,20250807,62,6,148,18,37,0
23523,20260514,116,5,283,2,44,0
23524,20250315,393,9,70,72,178,0
23525,20230716,269,1,129,37,25,0
23526,20240813,192,3,59,219,124,0
23527,20230510,91,8,71,98,157,0
23528,20230601,234,4,215,223,85,0
23529,20230209,311,6,151,193,117,0
23530,20251217,243,3,59,114,199,0
23531,20230325,606,4,211,49,182,0
23532,20250424,101,7,116,219,184,0
23533,20230515,7,9,127,117,190,0
23534,20240127,34,9,241,5,55,0
23535,20230104,247,5,179,157,147,0
23536,20230613,325,6,94,98,76,0
23537,20230327,340,1,137,235,179,0
23538,20241126,330,9,68,40,122,0
23539,20241217,430,8,464,138,24,0
23540,20260205,521,6,305,82,130,0
23541,20250316,615,8,207,227,29,0
23542,20260313,289,3,73,236,192,0
23543,20240818,623,10,122,37,69,0
23544,20230630,581,1,44,205,88,0
23545,20240813,261,7,162,119,150,0
23546,20250401,527,6,202,60,60,0
23547,20230329,625,5,202,199,68,0
23548,20260324,573,7,57,187,30,0
23549,20230403,26,3,286,173,127,0
23550,20250125,346,8,0,191,73,1
23551,20240523,697,7,208,69,125,0
23552,20260206,17,1,214,77,132,0
23553,20260319,630,1,77,174,39,0
23554,20230326,94,3,222,0,52,0
23555,20230505,653,2,127,73,122,0
23556,20240410,699,7,244,199,39,0
23557,20240515,12,9,211,223,156,0
23558,20250730,319,6,309,75,30,0
23559,20260608,34,4,534,169,52,0
23560,20231125,81,2,136,78,92,0
23561,20250423,426,7,164,186,184,0
23562,20260104,306,4,274,158,127,0
23563,20251124,531,8,84,238,102,0
23564,20260318,77,4,116,243,82,0
23565,20231219,376,5,109,237,91,0
23566,20230814,83,10,196,116,197,0
23567,20251011,138,9,534,77,76,0
23568,20241227,60,4,66,127,34,0
23569,20240415,75,7,370,98,171,0
23570,20241126,663,1,245,215,97,0
23571,20230315,143,9,89,194,69,0
23572,20260604,649,5,0,201,188,1
23573,20240923,495,5,217,18,196,0
23574,20240211,53,7,185,145,68,0
23575,20230704,756,1,0,156,121,1
23576,20250620,664,9,40,8,50,0
23577,20260312,143,4,209,120,196,0
23578,20230706,393,3,0,150,51,1
23579,20231211,547,1,12,117,138,1
23580,20260117,178,5,47,206,27,0
23581,20241210,179,9,124,241,134,0
23582,20241128,45,5,152,208,74,0
23583,20240121,105,6,304,243,70,0
23584,20260401,663,5,191,168,59,0
23585,20240820,672,9,0,155,167,1
23586,20250317,271,6,211,21,135,0
23587,20230129,203,9,0,240,164,1
23588,20260428,647,7,288,210,198,0
23589,20250910,204,2,40,109,121,0
23590,20240222,772,1,241,147,86,0
23591,20240629,142,4,249,13,60,0
23592,20230523,395,7,176,46,152,0
23593,20230307,18,9,143,16,180,0
23594,20260504,128,7,295,208,35,0
23595,20250124,571,7,54,15,122,0
23596,20241113,332,3,211,140,146,0
23597,20240407,315,4,143,26,174,0
23598,20240412,273,9,223,206,24,0
23599,20250510,649,8,67,117,101,0
23600,20230627,557,7,0,156,154,1
23601,20251110,74,6,205,226,52,0
23602,20240518,458,10,127,147,198,0
23603,20240917,213,4,257,80,23,0
23604,20240626,537,3,28,82,35,0
23605,20240822,388,7,296,150,30,0
23606,20250115,529,1,173,249,150,0
23607,20260414,264,10,64,248,117,0
23608,20260107,567,10,238,134,95,0
23609,20230623,18,7,270,53,61,0
23610,20250222,313,8,211,112,172,0
23611,20250519,62,10,166,235,142,0
23612,20230723,525,10,105,214,62,0
23613,20250831,716,1,132,95,87,0
23614,20250223,312,3,0,54,128,1
23615,20240718,341,10,117,167,173,0
23616,20251114,230,1,157,191,109,0
23617,20230813,192,6,250,149,35,0
23618,20241012,317,5,236,133,193,0
23619,20230122,713,1,0,17,170,1
23620,20260117,425,5,172,68,132,0
23621,20250525,489,2,372,151,194,0
23622,20250218,646,10,310,73,111,0
23623,20231110,206,2,188,241,130,0
23624,20240928,612,6,0,44,20,1
23625,20240916,283,10,0,28,22,1
23626,20231230,180,3,121,204,141,0
23627,20241223,295,10,190,72,150,0
23628,20230319,483,10,227,158,131,0
23629,20241006,728,5,173,38,142,0
23630,20250404,733,8,99,223,175,0
23631,20250107,25,4,0,95,24,1
23632,20250220,474,10,232,28,73,0
23633,20240121,741,9,294,33,51,0
23634,20250306,771,6,207,225,130,0
23635,20250922,665,3,57,230,176,0
23636,20240627,374,9,283,29,151,0
23637,20251226,92,7,359,75,23,0
23638,20251003,121,8,219,125,90,0
23639,20231123,121,3,136,202,192,0
23640,20240220,257,5,58,68,99,0
23641,20240402,571,7,195,102,78,0
23642,20250308,303,4,116,240,52,0
23643,20230813,483,3,141,95,110,0
23644,20241205,72,8,170,158,179,0
23645,20230408,381,10,229,98,28,0
23646,20260413,107,7,118,139,49,0
23647,20251004,62,1,330,127,74,0
23648,20230128,59,9,114,10,31,0
23649,20251217,223,1,168,187,188,0
23650,20250404,158,7,291,170,84,0
23651,20231012,664,7,214,209,109,0
23652,20260422,448,3,0,234,148,1
23653,20260620,781,10,113,145,107,0
23654,20250411,569,2,108,78,128,0
23655,20231210,449,9,154,196,50,0
23656,20241202,146,10,164,156,119,0
23657,20251102,351,5,341,239,132,0
23658,20251012,770,6,87,138,129,0
23659,20250123,412,3,362,125,81,0
23660,20231115,513,8,205,183,91,0
23661,20260104,154,6,99,126,119,0
23662,20241113,122,10,233,6,128,0
23663,20251229,739,2,95,78,109,0
23664,20240303,196,8,310,70,33,0
23665,20260122,481,5,20,230,58,0
23666,20240113,258,6,0,216,168,1
23667,20250105,246,2,168,164,65,0
23668,20250918,728,7,216,116,111,0
23669,20250819,748,8,262,176,31,0
23670,20250710,562,10,126,54,178,0
23671,20251225,404,2,125,47,85,0
23672,20240718,238,9,154,167,163,0
23673,20260225,226,1,112,213,179,0
23674,20250510,178,2,121,137,67,0
23675,20250830,524,2,155,190,141,0
23676,20260519,425,4,216,241,57,0
23677,20241120,394,6,311,249,186,0
23678,20230331,625,8,93,102,139,0
23679,20250122,450,9,157,195,45,0
23680,20230312,480,3,271,161,181,0
23681,20230117,684,2,161,103,60,0
23682,20250816,411,10,42,165,123,0
23683,20260615,637,5,326,107,189,0
23684,20250712,711,9,65,93,86,0
23685,20260225,170,10,162,189,45,0
23686,20260301,181,7,53,109,33,0
23687,20240323,548,10,320,86,77,0
23688,20251120,726,2,99,187,173,0
23689,20240825,158,9,154,157,129,0
23690,20231221,684,8,158,214,129,0
23691,20240209,283,9,112,31,112,0
23692,20260103,311,8,136,125,127,0
23693,20260619,658,1,175,36,126,0
23694,20240222,43,7,98,158,79,0
23695,20250602,400,4,0,11,99,1
23696,20240209,18,3,0,177,175,1
23697,20231101,720,2,207,227,30,0
23698,20250527,214,1,111,21,145,0
23699,20260216,302,2,104,199,97,0
23700,20240722,246,6,266,107,146,0
23701,20240607,673,4,263,229,53,0
23702,20240811,157,8,84,147,195,0
23703,20240918,702,1,101,240,58,0
23704,20230729,131,4,135,32,110,0
23705,20230123,311,5,67,1,55,0
23706,20260319,355,3,189,46,170,0
23707,20230829,148,2,80,238,106,0
23708,20251015,268,9,76,0,24,0
23709,20250524,744,4,262,201,67,0
23710,20230321,656,3,120,82,34,0
23711,20240307,550,5,0,190,186,1
23712,20260404,608,6,75,248,178,0
23713,20260614,575,6,64,33,130,0
23714,20250525,327,9,103,238,181,0
23715,20241107,228,10,122,91,105,0
23716,20230921,349,7,304,144,104,0
23717,20230418,248,1,343,118,158,0
23718,20250319,556,4,226,167,21,0
23719,20230112,708,5,306,2,131,0
23720,20230313,21,10,104,194,67,0
23721,20240507,793,6,330,191,114,0
23722,20240215,744,10,0,158,156,1
23723,20241106,319,8,94,174,132,0
23724,20240907,268,7,97,63,77,0
23725,20240503,165,3,233,67,108,0
23726,20230215,790,3,196,204,168,0
23727,20240329,120,2,143,249,156,0
23728,20250625,34,2,87,242,81,0
23729,20240705,669,9,35,4,181,0
23730,20230128,790,8,104,237,109,0
23731,20250105,594,10,138,94,165,0
23732,20240403,415,4,363,173,124,0
23733,20241121,364,10,109,140,160,0
23734,20230522,84,1,126,55,53,0
23735,20241001,96,4,198,132,116,0
23736,20240909,482,2,171,88,69,0
23737,20251004,564,9,41,245,43,0
23738,20230225,49,10,576,49,30,0
23739,20230903,86,1,215,51,44,0
23740,20260215,656,10,268,202,122,0
23741,20240325,224,9,130,25,154,0
23742,20240531,138,4,161,91,31,0
23743,20240526,331,4,209,1,77,0
23744,20241126,194,1,134,219,121,0
23745,20250831,610,5,243,163,199,0
23746,20230618,708,2,150,28,147,0
23747,20240113,781,7,194,89,146,0
23748,20260629,60,5,207,229,157,0
23749,20231219,436,6,165,249,111,0
23750,20230522,9,7,305,96,115,0
23751,20241030,555,2,138,167,82,0
23752,20240621,493,8,257,42,82,0
23753,20241110,768,3,382,142,100,0
23754,20250101,653,4,101,236,193,0
23755,20230602,244,8,202,224,186,0
23756,20230523,289,8,45,175,135,0
23757,20250624,98,7,689,23,79,0
23758,20230820,604,5,125,179,176,0
23759,20260109,547,3,186,207,105,0
23760,20240608,556,10,0,142,90,1
23761,20250709,572,7,254,71,64,0
23762,20230124,121,2,334,117,88,0
23763,20240716,202,10,0,235,62,1
23764,20240802,129,10,240,146,100,0
23765,20241122,779,1,0,36,169,1
23766,20250131,695,3,272,44,140,0
23767,20240921,148,9,248,40,38,0
23768,20240116,554,9,70,24,190,0
23769,20250418,41,3,148,29,158,0
23770,20241117,487,4,295,40,31,0
23771,20240310,798,8,65,104,22,0
23772,20240119,763,6,155,90,104,0
23773,20230121,246,5,161,26,199,0
23774,20240226,443,4,228,35,47,0
23775,20240711,288,3,128,110,181,0
23776,20231123,538,1,0,24,99,1
23777,20241120,78,9,160,191,74,0
23778,20250804,365,1,276,239,142,0
23779,20251016,550,2,80,242,21,0
23780,20240820,164,2,205,131,29,0
23781,20230724,17,2,130,194,26,0
23782,20240512,306,8,159,138,61,0
23783,20260421,425,2,110,61,170,0
23784,20251202,91,1,366,179,126,0
23785,20230102,46,2,347,176,199,0
23786,20251124,234,6,83,56,157,0
23787,20240126,16,8,158,56,84,0
23788,20230114,442,7,32,65,191,0
23789,20231218,333,2,198,33,22,0
23790,20250402,336,4,112,214,116,0
23791,20230627,295,8,267,79,96,0
23792,20250731,104,7,328,202,69,0
23793,20260304,11,6,392,151,43,0
23794,20230115,376,5,132,194,121,0
23795,20240822,650,5,149,143,20,0
23796,20251205,343,4,99,134,102,0
23797,20231225,621,9,631,68,56,0
23798,20241125,429,7,64,145,199,0
23799,20251025,764,3,148,139,105,0
23800,20231223,669,4,0,245,139,1
23801,20250729,791,3,92,116,141,0
23802,20240202,314,4,82,181,115,0
23803,20240729,568,1,72,249,191,0
23804,20240731,404,5,140,202,178,0
23805,20241214,648,1,0,24,186,1
23806,20250522,45,9,185,223,199,0
23807,20240402,729,9,280,80,154,0
23808,20231109,185,9,168,241,187,0
23809,20230612,787,3,243,112,177,0
23810,20230611,311,4,98,232,50,0
23811,20240827,285,8,365,108,157,0
23812,20240828,384,8,93,4,154,0
23813,20241003,464,2,255,14,118,0
23814,20240810,80,2,458,248,35,0
23815,20260110,642,5,195,179,89,0
23816,20250401,500,4,28,239,85,0
23817,20250423,256,3,353,159,165,0
23818,20230306,531,5,217,243,23,0
23819,20240303,422,3,201,21,67,0
23820,20260602,594,9,356,156,182,0
23821,20260221,403,2,92,174,118,0
23822,20230808,323,7,312,106,37,0
23823,20230404,613,8,124,23,69,0
23824,20240129,726,3,230,81,121,0
23825,20230705,658,9,220,59,103,0
23826,20240129,567,10,270,104,135,0
23827,20260409,606,3,77,204,183,0
23828,20240503,757,1,135,232,79,0
23829,20240906,653,4,0,249,68,1
23830,20241123,292,9,154,203,95,0
23831,20231026,665,3,52,167,60,0
23832,20241031,301,4,94,178,119,0
23833,20260522,100,8,110,147,191,0
23834,20241207,477,1,37,83,67,0
23835,20240127,418,4,155,246,195,0
