ReturnKey,DateKey,ProductKey,ReturnReason,ReturnUnits,ReturnValue
5764,20250816,756,Not as Described,2,788.5
5765,20260615,120,Changed Mind,4,749.68
5766,20241018,179,Not as Described,2,80.78
5767,20241104,25,Not as Described,1,50.32
5768,20230218,326,Defective/Not Working,4,1070.08
5769,20251015,10,Changed Mind,4,210.68
5770,20230205,764,Defective/Not Working,1,38.17
5771,20260120,354,Wrong Item Sent,3,707.97
5772,20250923,219,Not as Described,1,21.56
5773,20240721,406,Not as Described,2,353.28
5774,20250130,347,Not as Described,4,234.64
5775,20241108,108,Defective/Not Working,3,73.47
5776,20260215,330,Changed Mind,2,576.32
5777,20260507,95,Not as Described,1,76.43
5778,20231112,263,Defective/Not Working,4,349.72
5779,20230807,31,No Longer Needed,3,843.6
5780,20231128,16,Defective/Not Working,4,487.68
5781,20260614,101,Changed Mind,2,643.22
5782,20250606,567,Wrong Item Sent,3,671.76
5783,20260205,285,Not as Described,1,204.89
5784,20250519,378,Defective/Not Working,3,781.71
5785,20260606,412,Changed Mind,1,57.85
5786,20251029,667,Wrong Item Sent,2,213.86
5787,20240516,100,Better Price Found,3,191.13
5788,20241030,285,No Longer Needed,2,409.78
5789,20240130,121,Wrong Item Sent,2,597.64
5790,20240410,711,Defective/Not Working,4,357.4
5791,20230225,219,Late Delivery,4,86.24
5792,20250511,167,Defective/Not Working,3,708.15
5793,20241025,264,No Longer Needed,2,20.44
5794,20240407,691,No Longer Needed,3,481.47
5795,20251126,457,Defective/Not Working,2,120.94
5796,20240128,698,Not as Described,1,103.34
5797,20230518,552,Wrong Item Sent,2,423.58
5798,20230604,368,Wrong Item Sent,3,367.56
5799,20250806,235,Defective/Not Working,1,351.8
5800,20240430,741,Defective/Not Working,3,637.17
5801,20240523,92,Defective/Not Working,2,485.34
5802,20260214,71,Defective/Not Working,1,81.45
5803,20230930,758,Wrong Item Sent,1,348.5
5804,20240716,290,Defective/Not Working,1,323.07
5805,20231007,607,Not as Described,3,545.64
5806,20241112,177,Defective/Not Working,3,217.74
5807,20250305,406,Wrong Item Sent,2,353.28
5808,20251122,605,Wrong Item Sent,4,646.0
5809,20251205,376,Defective/Not Working,1,268.5
5810,20260405,216,Late Delivery,1,336.54
5811,20250119,258,Wrong Item Sent,2,60.26
5812,20240215,411,Not as Described,2,129.62
5813,20230905,454,No Longer Needed,1,323.6
5814,20230729,178,Not as Described,3,724.11
5815,20250305,414,Not as Described,1,196.54
5816,20241015,77,Defective/Not Working,4,874.76
5817,20250623,293,Late Delivery,1,423.76
5818,20231109,280,Changed Mind,1,44.45
5819,20231208,788,Defective/Not Working,4,673.4
5820,20231030,318,Changed Mind,1,41.09
5821,20250805,359,Changed Mind,2,313.52
5822,20260120,752,Defective/Not Working,2,167.08
5823,20240713,325,Wrong Item Sent,1,223.83
5824,20241203,296,Changed Mind,3,258.27
5825,20240727,243,Changed Mind,1,30.66
5826,20230816,463,Changed Mind,3,610.2
5827,20241116,707,Better Price Found,2,451.44
5828,20230827,197,Better Price Found,4,603.88
5829,20251121,272,No Longer Needed,4,264.36
5830,20230907,370,No Longer Needed,2,526.36
5831,20240819,718,Wrong Item Sent,4,864.08
5832,20240821,437,Changed Mind,3,285.84
5833,20230520,233,Defective/Not Working,4,587.28
5834,20240806,192,Changed Mind,1,142.28
5835,20250927,251,Wrong Item Sent,3,1052.85
5836,20240718,523,Changed Mind,3,454.95
5837,20250626,285,Not as Described,4,819.56
5838,20240201,148,Late Delivery,3,79.11
5839,20241103,324,Not as Described,1,210.25
5840,20230127,421,Not as Described,1,82.54
5841,20240409,654,No Longer Needed,4,894.68
5842,20251124,109,Better Price Found,2,749.12
5843,20250426,418,Defective/Not Working,2,471.8
5844,20251103,77,No Longer Needed,1,218.69
5845,20251220,792,Changed Mind,3,426.87
5846,20240413,742,Not as Described,4,890.64
5847,20230926,292,Defective/Not Working,4,1296.44
5848,20231118,368,No Longer Needed,2,245.04
5849,20260408,365,Late Delivery,2,595.36
5850,20240402,505,Defective/Not Working,4,574.2
5851,20251231,485,Changed Mind,2,250.4
5852,20250318,85,Changed Mind,2,105.86
5853,20230606,377,Better Price Found,2,454.04
5854,20240717,448,Not as Described,4,112.44
5855,20250923,632,Not as Described,1,291.15
5856,20260619,556,Late Delivery,4,1361.36
5857,20240202,71,No Longer Needed,3,244.35
5858,20230121,69,Defective/Not Working,1,201.68
5859,20230110,199,Not as Described,1,127.18
5860,20240216,550,Changed Mind,1,203.17
5861,20250325,795,Wrong Item Sent,1,235.28
5862,20250802,278,Wrong Item Sent,1,255.97
5863,20250225,720,Wrong Item Sent,4,1641.96
5864,20240206,170,Changed Mind,2,673.32
5865,20230420,182,Late Delivery,1,161.43
5866,20240125,448,Defective/Not Working,1,28.11
5867,20240301,669,Not as Described,2,512.54
5868,20231030,659,No Longer Needed,3,496.68
5869,20250601,697,Late Delivery,2,406.94
5870,20240303,503,Defective/Not Working,2,636.04
5871,20240324,303,Changed Mind,3,315.51
5872,20240813,768,Better Price Found,1,253.35
5873,20260312,66,Changed Mind,3,697.71
5874,20260404,606,Not as Described,4,216.96
5875,20231009,405,Late Delivery,3,704.88
5876,20241127,296,Not as Described,1,86.09
5877,20240517,639,Wrong Item Sent,1,208.98
5878,20250506,519,No Longer Needed,1,54.14
5879,20260222,337,Defective/Not Working,2,569.56
5880,20240208,702,Not as Described,3,781.62
5881,20230618,387,Late Delivery,2,132.16
5882,20260316,790,No Longer Needed,1,117.22
5883,20250102,590,No Longer Needed,4,264.96
5884,20240213,701,No Longer Needed,1,100.15
5885,20241105,400,Defective/Not Working,1,179.93
5886,20240212,310,Defective/Not Working,2,142.34
5887,20240223,539,Defective/Not Working,1,287.91
5888,20251109,471,Wrong Item Sent,4,138.0
5889,20231008,385,Changed Mind,1,85.79
5890,20250329,300,Not as Described,4,376.8
5891,20230829,497,Changed Mind,1,311.63
5892,20230603,744,Changed Mind,1,99.0
5893,20240813,87,No Longer Needed,4,816.6
5894,20250807,206,Defective/Not Working,4,144.88
5895,20250120,409,Wrong Item Sent,3,659.46
5896,20250110,430,Not as Described,4,387.68
5897,20240610,317,Changed Mind,2,502.04
5898,20241009,205,Defective/Not Working,1,82.38
5899,20230405,684,Late Delivery,2,290.4
5900,20250301,668,Defective/Not Working,4,482.8
5901,20240930,719,Better Price Found,2,146.74
5902,20251210,285,Changed Mind,1,204.89
5903,20230527,757,Wrong Item Sent,3,355.53
5904,20250909,779,Not as Described,1,134.97
5905,20251216,430,Not as Described,3,290.76
5906,20260611,457,Changed Mind,2,120.94
5907,20260226,499,Not as Described,1,261.75
5908,20250106,199,Not as Described,2,254.36
5909,20260130,67,Wrong Item Sent,1,220.55
5910,20240331,533,Defective/Not Working,2,339.22
5911,20250630,749,Changed Mind,3,608.19
5912,20260520,258,Changed Mind,1,30.13
5913,20250308,205,Defective/Not Working,4,329.52
5914,20251007,552,Late Delivery,2,423.58
5915,20230528,612,Changed Mind,4,978.96
5916,20240304,408,Defective/Not Working,3,224.01
5917,20250525,489,Defective/Not Working,2,517.42
5918,20250617,266,Not as Described,4,1039.88
5919,20240825,542,Not as Described,1,118.48
5920,20231218,338,Changed Mind,4,857.52
5921,20240716,328,Not as Described,2,155.62
5922,20240515,660,Defective/Not Working,3,34.26
5923,20260322,67,Defective/Not Working,3,661.65
5924,20251123,228,Wrong Item Sent,3,633.21
5925,20241030,741,Not as Described,3,637.17
5926,20240402,705,Defective/Not Working,3,719.07
5927,20250131,257,Not as Described,2,306.86
5928,20260311,53,Changed Mind,4,1097.32
5929,20231009,202,Defective/Not Working,3,871.2
5930,20260211,163,Not as Described,3,107.37
5931,20250212,397,Not as Described,2,299.2
5932,20260404,337,Better Price Found,3,854.34
5933,20250603,194,No Longer Needed,4,1258.24
5934,20241104,562,Defective/Not Working,1,188.77
5935,20240129,319,Defective/Not Working,1,283.51
5936,20250313,87,Wrong Item Sent,3,612.45
5937,20250626,481,Not as Described,2,535.94
5938,20250531,73,Wrong Item Sent,4,877.88
5939,20260324,327,Wrong Item Sent,3,94.59
5940,20250512,364,Changed Mind,3,174.06
5941,20230809,143,Not as Described,3,827.61
5942,20251217,647,Defective/Not Working,4,738.8
5943,20241114,513,Late Delivery,4,1020.92
5944,20241106,532,No Longer Needed,3,984.9
5945,20231016,668,Better Price Found,3,362.1
5946,20240724,345,Defective/Not Working,1,274.13
5947,20260308,200,Defective/Not Working,4,980.92
5948,20240404,159,Late Delivery,1,138.34
5949,20250531,165,Defective/Not Working,1,223.04
5950,20240604,751,Defective/Not Working,3,296.58
5951,20231120,512,Wrong Item Sent,1,65.44
5952,20260406,303,Changed Mind,1,105.17
5953,20230428,249,Late Delivery,4,148.28
5954,20241119,416,Defective/Not Working,2,257.36
5955,20231023,291,Defective/Not Working,1,178.18
5956,20230907,491,Changed Mind,3,504.69
5957,20250926,350,No Longer Needed,2,390.56
5958,20230727,700,Defective/Not Working,2,318.44
5959,20230809,629,Wrong Item Sent,3,652.83
5960,20260126,487,Better Price Found,1,35.77
5961,20231209,728,Not as Described,1,23.99
5962,20250112,668,Defective/Not Working,1,120.7
5963,20260210,333,Not as Described,1,315.8
5964,20240501,732,Wrong Item Sent,1,90.88
5965,20241115,368,Changed Mind,2,245.04
5966,20241126,229,Wrong Item Sent,3,506.07
5967,20250428,220,Changed Mind,4,1069.8
5968,20240417,442,Changed Mind,4,147.28
5969,20230406,472,Late Delivery,3,92.61
5970,20230812,188,Changed Mind,1,276.5
5971,20240103,116,No Longer Needed,1,34.36
5972,20250225,561,Changed Mind,4,892.6
5973,20230412,362,Changed Mind,1,342.7
5974,20231107,229,Defective/Not Working,2,337.38
5975,20231127,97,Defective/Not Working,4,1207.12
5976,20240722,186,Defective/Not Working,2,384.04
5977,20240325,686,Changed Mind,3,581.13
5978,20240924,381,Wrong Item Sent,1,275.49
5979,20260429,774,Not as Described,4,401.36
5980,20230408,377,Not as Described,1,227.02
5981,20231129,538,Defective/Not Working,1,86.46
5982,20250811,37,Defective/Not Working,4,1632.84
5983,20240910,774,No Longer Needed,1,100.34
5984,20230211,458,No Longer Needed,3,349.11
5985,20251214,581,Defective/Not Working,2,92.9
5986,20230215,16,No Longer Needed,2,243.84
5987,20241126,724,Wrong Item Sent,4,834.56
5988,20240205,47,Better Price Found,4,903.76
5989,20230816,649,Wrong Item Sent,4,1069.92
5990,20251220,712,No Longer Needed,3,353.97
5991,20230529,776,Late Delivery,3,280.95
5992,20240102,352,Changed Mind,3,816.84
5993,20250408,219,Defective/Not Working,3,64.68
5994,20260307,163,Not as Described,1,35.79
5995,20240721,642,Wrong Item Sent,1,93.63
5996,20230607,618,Wrong Item Sent,1,117.82
5997,20231123,466,Not as Described,3,943.98
5998,20260603,607,Defective/Not Working,2,363.76
5999,20250720,380,Defective/Not Working,2,479.24
6000,20260215,380,Defective/Not Working,1,239.62
6001,20250618,200,Wrong Item Sent,1,245.23
6002,20250531,780,Defective/Not Working,3,234.12
6003,20230227,59,Changed Mind,4,286.44
6004,20241116,531,Changed Mind,2,37.44
6005,20230920,642,Wrong Item Sent,2,187.26
6006,20251106,711,Changed Mind,3,268.05
6007,20260403,304,Changed Mind,2,144.0
6008,20240205,325,Defective/Not Working,4,895.32
6009,20260205,166,Not as Described,2,555.14
6010,20230511,657,Defective/Not Working,1,207.96
6011,20241208,144,No Longer Needed,4,999.16
6012,20241104,658,Defective/Not Working,3,832.08
6013,20250128,244,Wrong Item Sent,3,1072.83
6014,20230415,434,Wrong Item Sent,4,546.16
6015,20260523,264,No Longer Needed,1,10.22
6016,20230113,761,Wrong Item Sent,3,1209.24
6017,20240427,610,Wrong Item Sent,4,127.76
6018,20250911,201,Defective/Not Working,2,357.78
6019,20251001,750,No Longer Needed,4,90.48
6020,20230516,408,Defective/Not Working,2,149.34
6021,20240204,381,Defective/Not Working,3,826.47
6022,20231017,463,Not as Described,3,610.2
6023,20250821,344,Changed Mind,1,107.89
6024,20250702,216,Defective/Not Working,1,336.54
6025,20230416,345,Defective/Not Working,4,1096.52
6026,20230711,481,Changed Mind,4,1071.88
6027,20240620,159,Defective/Not Working,3,415.02
6028,20241105,600,Not as Described,3,199.62
6029,20250405,425,Defective/Not Working,3,467.19
6030,20231105,768,Changed Mind,2,506.7
6031,20250505,142,Wrong Item Sent,1,258.94
6032,20251016,62,Not as Described,3,1282.05
6033,20250716,231,Late Delivery,2,380.78
6034,20240704,29,Changed Mind,1,170.48
6035,20250924,427,Not as Described,1,416.06
6036,20251030,730,Changed Mind,4,873.48
6037,20260426,621,No Longer Needed,1,238.21
6038,20240818,441,Wrong Item Sent,3,1004.16
6039,20251002,244,No Longer Needed,2,715.22
6040,20260518,94,Wrong Item Sent,1,11.79
6041,20260604,315,Defective/Not Working,1,296.21
6042,20240716,704,Changed Mind,2,37.94
6043,20250703,665,Late Delivery,1,406.18
6044,20230610,549,Not as Described,1,116.99
6045,20240629,522,Changed Mind,4,416.56
6046,20251004,304,Defective/Not Working,2,144.0
6047,20250225,702,Wrong Item Sent,1,260.54
6048,20240827,135,Changed Mind,3,123.93
6049,20240814,460,Late Delivery,3,252.51
6050,20250719,227,Wrong Item Sent,4,1170.48
6051,20251101,347,Not as Described,1,58.66
6052,20240101,279,Not as Described,4,1187.96
6053,20241226,190,Defective/Not Working,4,184.16
6054,20240808,230,Changed Mind,1,55.79
6055,20240205,317,Not as Described,1,251.02
6056,20230504,112,Defective/Not Working,4,1330.76
6057,20250814,379,Not as Described,4,1225.04
6058,20250222,434,Late Delivery,4,546.16
6059,20250127,471,No Longer Needed,1,34.5
6060,20230615,244,Changed Mind,4,1430.44
6061,20260103,564,Changed Mind,3,428.64
6062,20230620,362,Defective/Not Working,1,342.7
6063,20251206,177,Better Price Found,2,145.16
6064,20231228,551,Defective/Not Working,2,79.5
6065,20250109,138,Late Delivery,4,1148.28
6066,20250507,749,Defective/Not Working,3,608.19
6067,20230823,164,Defective/Not Working,1,412.46
6068,20240426,614,Defective/Not Working,4,43.36
6069,20241130,89,Defective/Not Working,4,335.64
6070,20240107,288,Defective/Not Working,4,117.04
6071,20250119,107,Not as Described,3,277.29
6072,20231113,205,No Longer Needed,1,82.38
6073,20260429,344,Defective/Not Working,2,215.78
6074,20260322,706,Not as Described,3,410.82
6075,20250330,680,Changed Mind,2,544.86
6076,20231101,399,Wrong Item Sent,2,104.54
6077,20231222,585,No Longer Needed,1,163.26
6078,20251211,199,Changed Mind,4,508.72
6079,20241128,103,Changed Mind,1,169.4
6080,20250408,707,Wrong Item Sent,3,677.16
6081,20231230,151,Changed Mind,2,905.64
6082,20230629,336,Not as Described,4,1465.04
6083,20240307,800,Changed Mind,1,138.76
6084,20241103,185,No Longer Needed,2,276.48
6085,20241208,62,Not as Described,2,854.7
6086,20240912,227,Defective/Not Working,4,1170.48
6087,20250827,161,Not as Described,2,405.04
6088,20250819,174,Defective/Not Working,4,833.64
6089,20241025,129,Defective/Not Working,3,857.31
6090,20230621,646,Changed Mind,4,810.08
6091,20241108,164,Not as Described,1,412.46
6092,20250408,600,Late Delivery,4,266.16
6093,20250207,437,Not as Described,2,190.56
6094,20231127,742,Wrong Item Sent,3,667.98
6095,20250313,535,Changed Mind,2,341.9
6096,20250620,206,Wrong Item Sent,3,108.66
6097,20230725,610,Changed Mind,3,95.82
6098,20240715,187,Wrong Item Sent,2,513.32
6099,20240710,716,Defective/Not Working,3,292.86
6100,20260611,392,Better Price Found,3,446.58
6101,20240906,383,Not as Described,1,55.74
6102,20230507,388,Not as Described,1,209.17
6103,20250126,86,Defective/Not Working,4,47.96
6104,20240706,92,Defective/Not Working,3,728.01
6105,20230511,599,Late Delivery,2,449.26
6106,20240715,291,Changed Mind,4,712.72
6107,20241202,742,Changed Mind,4,890.64
6108,20230316,717,Changed Mind,4,149.96
6109,20230814,113,Changed Mind,3,357.3
6110,20230613,781,Better Price Found,2,101.08
6111,20230319,684,Late Delivery,1,145.2
6112,20230403,247,Defective/Not Working,1,116.11
6113,20260327,704,No Longer Needed,4,75.88
6114,20231216,104,Changed Mind,2,317.02
6115,20230827,607,Better Price Found,4,727.52
6116,20230625,574,Wrong Item Sent,4,1170.84
6117,20251111,179,Changed Mind,4,161.56
6118,20241115,622,Late Delivery,3,291.57
6119,20231128,357,Not as Described,2,68.1
6120,20240102,528,No Longer Needed,1,365.56
6121,20230510,175,Late Delivery,2,607.14
6122,20250810,417,Defective/Not Working,1,243.35
6123,20230202,317,Not as Described,1,251.02
6124,20230103,704,Not as Described,4,75.88
6125,20260104,315,Changed Mind,2,592.42
6126,20231129,790,No Longer Needed,4,468.88
6127,20250329,500,Not as Described,2,789.24
6128,20240130,14,No Longer Needed,3,328.62
6129,20230928,110,Not as Described,3,854.85
6130,20250714,12,No Longer Needed,4,1051.88
6131,20251003,135,Changed Mind,4,165.24
6132,20230801,131,Defective/Not Working,4,98.16
6133,20260326,243,Changed Mind,2,61.32
6134,20240407,305,Wrong Item Sent,3,549.96
6135,20250415,685,Late Delivery,3,424.95
6136,20230121,219,Changed Mind,1,21.56
6137,20240924,587,Not as Described,4,1094.72
6138,20230816,700,Defective/Not Working,3,477.66
6139,20250814,466,Better Price Found,1,314.66
6140,20240205,756,Not as Described,2,788.5
6141,20250525,302,No Longer Needed,4,380.64
6142,20250914,783,Better Price Found,4,1016.04
6143,20260326,202,Not as Described,2,580.8
6144,20250531,422,Better Price Found,1,51.31
6145,20260316,492,Wrong Item Sent,3,303.84
6146,20260512,486,Not as Described,1,204.27
6147,20240608,684,Changed Mind,1,145.2
6148,20230623,37,Changed Mind,2,816.42
6149,20230611,261,Changed Mind,4,848.92
6150,20230729,216,Defective/Not Working,2,673.08
6151,20230307,638,Defective/Not Working,3,106.53
6152,20260205,278,Defective/Not Working,3,767.91
6153,20260409,773,Not as Described,1,48.89
6154,20231208,435,Not as Described,1,227.4
6155,20241209,163,Changed Mind,3,107.37
6156,20260303,584,Changed Mind,1,303.45
6157,20250731,689,Defective/Not Working,2,205.24
6158,20251228,463,Defective/Not Working,2,406.8
6159,20230517,324,No Longer Needed,1,210.25
6160,20230417,459,Not as Described,2,83.56
6161,20260119,412,Late Delivery,4,231.4
6162,20230125,546,Better Price Found,3,196.08
6163,20250816,673,Not as Described,2,847.98
6164,20260308,362,Defective/Not Working,4,1370.8
6165,20260401,386,Defective/Not Working,3,552.51
6166,20240118,669,Changed Mind,1,256.27
6167,20250726,603,Late Delivery,4,913.36
6168,20240224,126,Late Delivery,3,357.75
6169,20260407,657,Not as Described,4,831.84
6170,20240303,469,Not as Described,4,645.48
6171,20250117,197,Not as Described,3,452.91
6172,20250922,702,Changed Mind,3,781.62
6173,20240305,332,No Longer Needed,1,121.61
6174,20251218,642,Better Price Found,3,280.89
6175,20260429,584,Defective/Not Working,1,303.45
6176,20250916,422,Better Price Found,3,153.93
6177,20241214,204,Not as Described,1,137.31
6178,20260311,36,No Longer Needed,3,643.92
6179,20240917,652,Not as Described,4,659.0
6180,20230425,364,Better Price Found,1,58.02
6181,20230206,472,Changed Mind,4,123.48
6182,20250816,390,Defective/Not Working,2,519.7
6183,20240514,587,Defective/Not Working,1,273.68
6184,20260122,69,Changed Mind,3,605.04
6185,20240211,767,Changed Mind,3,89.94
6186,20250805,640,Changed Mind,1,151.16
6187,20240826,175,Better Price Found,2,607.14
6188,20240121,24,No Longer Needed,3,379.8
6189,20260109,413,Late Delivery,1,98.94
6190,20260526,528,Changed Mind,4,1462.24
6191,20260111,707,Changed Mind,4,902.88
6192,20260228,138,Late Delivery,2,574.14
6193,20241205,15,Better Price Found,4,719.92
6194,20240303,169,Not as Described,2,161.68
6195,20230202,654,Changed Mind,2,447.34
6196,20251006,739,No Longer Needed,2,497.44
6197,20230826,140,Changed Mind,1,105.24
6198,20250918,359,Not as Described,3,470.28
6199,20250420,574,No Longer Needed,1,292.71
6200,20230405,148,Changed Mind,3,79.11
6201,20240430,302,Defective/Not Working,1,95.16
6202,20230710,683,Defective/Not Working,4,1706.68
6203,20260628,589,Not as Described,1,87.74
6204,20250326,339,Changed Mind,3,443.1
6205,20250731,773,Defective/Not Working,1,48.89
6206,20250914,402,Defective/Not Working,4,86.64
6207,20240129,726,Late Delivery,4,1099.4
6208,20230406,520,Late Delivery,1,361.69
6209,20250602,71,Wrong Item Sent,3,244.35
6210,20230817,704,Wrong Item Sent,2,37.94
6211,20231124,523,Changed Mind,2,303.3
6212,20230902,662,Changed Mind,4,571.72
6213,20260201,191,Changed Mind,4,1322.04
6214,20241125,6,Changed Mind,1,195.36
6215,20250921,58,No Longer Needed,1,31.75
6216,20240629,500,Better Price Found,1,394.62
6217,20250116,334,Defective/Not Working,3,799.95
6218,20260423,318,Wrong Item Sent,2,82.18
6219,20230425,724,Defective/Not Working,4,834.56
6220,20260625,199,Not as Described,2,254.36
6221,20260425,514,Changed Mind,1,340.45
6222,20241224,793,Defective/Not Working,4,547.96
6223,20230610,458,Better Price Found,4,465.48
6224,20250620,180,Late Delivery,2,50.12
6225,20260605,107,Not as Described,3,277.29
6226,20240811,8,Changed Mind,1,211.32
6227,20240920,584,Defective/Not Working,2,606.9
6228,20240602,455,Wrong Item Sent,3,104.76
6229,20251127,285,Changed Mind,1,204.89
6230,20230404,635,Wrong Item Sent,1,53.49
6231,20240410,262,Defective/Not Working,3,713.52
6232,20241211,340,Late Delivery,3,770.91
6233,20230301,798,Changed Mind,2,261.26
6234,20250108,447,Wrong Item Sent,1,59.76
6235,20241209,411,Wrong Item Sent,1,64.81
6236,20241029,723,Not as Described,2,785.8
6237,20240312,377,Late Delivery,3,681.06
6238,20250904,416,Late Delivery,1,128.68
6239,20260405,660,Not as Described,3,34.26
6240,20240717,373,Better Price Found,2,480.34
6241,20231103,112,No Longer Needed,2,665.38
6242,20241020,325,No Longer Needed,2,447.66
6243,20231008,45,Changed Mind,3,809.22
6244,20250218,240,Not as Described,1,48.56
6245,20231229,430,Defective/Not Working,4,387.68
6246,20230723,647,Defective/Not Working,2,369.4
6247,20240420,36,No Longer Needed,4,858.56
6248,20250526,354,Wrong Item Sent,1,235.99
6249,20231002,293,Not as Described,1,423.76
6250,20230722,350,Changed Mind,2,390.56
6251,20250526,157,Defective/Not Working,2,34.22
6252,20231213,107,Wrong Item Sent,4,369.72
6253,20250117,444,Defective/Not Working,2,542.94
6254,20230918,756,No Longer Needed,2,788.5
6255,20260514,18,Late Delivery,4,196.64
6256,20241018,612,Wrong Item Sent,3,734.22
6257,20251104,31,Not as Described,4,1124.8
6258,20251223,728,No Longer Needed,4,95.96
6259,20260503,562,Defective/Not Working,4,755.08
6260,20230622,76,Not as Described,4,908.12
6261,20230522,742,Wrong Item Sent,2,445.32
6262,20230827,503,No Longer Needed,4,1272.08
6263,20251027,562,Changed Mind,1,188.77
6264,20240226,22,Changed Mind,2,210.92
6265,20231104,394,Defective/Not Working,2,319.58
6266,20251025,433,Wrong Item Sent,4,243.88
6267,20251110,20,Better Price Found,3,164.94
6268,20241207,317,Better Price Found,2,502.04
6269,20231126,183,Changed Mind,3,78.24
6270,20240730,5,Better Price Found,2,326.4
6271,20240207,672,Defective/Not Working,1,106.54
6272,20240331,203,Not as Described,1,357.94
6273,20240908,111,Wrong Item Sent,3,931.77
6274,20241224,440,Defective/Not Working,1,113.85
6275,20230625,26,No Longer Needed,4,1436.84
6276,20230703,48,Defective/Not Working,3,230.7
6277,20240611,380,Changed Mind,1,239.62
6278,20250814,384,No Longer Needed,1,52.49
6279,20230124,197,Defective/Not Working,2,301.94
6280,20231221,760,Not as Described,1,321.52
6281,20250112,462,Wrong Item Sent,2,441.24
6282,20240613,520,No Longer Needed,3,1085.07
6283,20250416,236,Not as Described,2,760.66
6284,20240709,328,Better Price Found,2,155.62
6285,20231215,779,Not as Described,3,404.91
6286,20260408,509,Not as Described,1,90.19
6287,20240706,95,Changed Mind,4,305.72
6288,20250328,727,Not as Described,4,119.72
6289,20230108,516,Wrong Item Sent,4,304.0
6290,20260224,100,Better Price Found,1,63.71
6291,20250521,433,Changed Mind,1,60.97
6292,20260511,27,Changed Mind,3,332.94
6293,20241008,351,Not as Described,3,1046.67
6294,20230119,669,Late Delivery,3,768.81
6295,20251230,698,Changed Mind,3,310.02
6296,20251223,372,Defective/Not Working,1,11.94
6297,20251215,637,Changed Mind,2,146.72
6298,20250419,497,Not as Described,3,934.89
6299,20251028,111,Defective/Not Working,2,621.18
6300,20241016,464,Defective/Not Working,4,893.44
6301,20230408,436,Changed Mind,3,940.17
6302,20260629,94,Defective/Not Working,3,35.37
6303,20250505,766,Wrong Item Sent,2,420.34
6304,20230420,26,No Longer Needed,3,1077.63
6305,20260617,384,Not as Described,3,157.47
6306,20251027,141,Defective/Not Working,4,896.36
6307,20240624,431,Defective/Not Working,3,81.57
6308,20250702,71,Defective/Not Working,1,81.45
6309,20250212,559,Better Price Found,4,220.48
6310,20240310,390,Defective/Not Working,1,259.85
6311,20260511,384,Changed Mind,3,157.47
6312,20251001,591,Changed Mind,1,113.73
6313,20240731,268,Not as Described,3,226.44
6314,20251116,714,Changed Mind,4,119.72
6315,20240630,652,Wrong Item Sent,4,659.0
6316,20250129,308,Changed Mind,4,1109.4
6317,20240816,793,No Longer Needed,4,547.96
6318,20250709,443,Defective/Not Working,4,1504.92
6319,20230511,343,Not as Described,2,35.1
6320,20241221,83,Late Delivery,1,12.62
6321,20251214,162,Not as Described,1,43.61
6322,20250703,74,No Longer Needed,1,140.18
6323,20260205,770,Defective/Not Working,2,184.6
6324,20240523,159,Defective/Not Working,2,276.68
6325,20230611,251,Better Price Found,4,1403.8
6326,20230825,664,Changed Mind,1,29.07
6327,20240308,184,Changed Mind,3,917.79
6328,20251117,611,Wrong Item Sent,3,358.8
6329,20240617,486,Late Delivery,4,817.08
6330,20230327,732,Late Delivery,3,272.64
6331,20231107,732,Not as Described,3,272.64
6332,20230208,48,Not as Described,3,230.7
6333,20240629,16,Defective/Not Working,1,121.92
6334,20241117,667,No Longer Needed,2,213.86
6335,20250623,87,Better Price Found,4,816.6
6336,20240711,269,Defective/Not Working,4,62.64
6337,20240224,479,Better Price Found,4,1013.08
6338,20240518,169,No Longer Needed,3,242.52
6339,20241002,480,Defective/Not Working,4,1702.72
6340,20260509,649,Changed Mind,2,534.96
6341,20250529,745,Defective/Not Working,4,861.2
6342,20240201,130,Defective/Not Working,2,216.88
6343,20251219,611,Defective/Not Working,3,358.8
6344,20230917,678,Changed Mind,3,399.93
6345,20260624,702,No Longer Needed,4,1042.16
6346,20231014,470,Late Delivery,3,558.69
6347,20240109,359,Not as Described,4,627.04
6348,20251124,752,Changed Mind,1,83.54
6349,20251226,161,Changed Mind,3,607.56
6350,20251203,583,Wrong Item Sent,1,182.74
6351,20240125,232,Better Price Found,4,1135.16
6352,20250226,449,Changed Mind,3,67.83
6353,20240617,433,No Longer Needed,2,121.94
6354,20240304,416,Late Delivery,1,128.68
6355,20230308,667,Not as Described,4,427.72
6356,20240812,752,Defective/Not Working,4,334.16
6357,20250715,580,Defective/Not Working,4,1130.04
6358,20241123,192,No Longer Needed,3,426.84
6359,20231012,295,Changed Mind,2,434.58
6360,20230212,308,Not as Described,1,277.35
6361,20230413,604,Changed Mind,4,419.92
6362,20250730,118,Not as Described,1,410.38
6363,20241226,76,Defective/Not Working,4,908.12
6364,20230130,767,Changed Mind,1,29.98
6365,20230127,297,Wrong Item Sent,3,609.93
6366,20251213,130,Late Delivery,3,325.32
6367,20240524,543,Late Delivery,3,492.48
6368,20250904,765,Changed Mind,4,124.04
6369,20240223,775,No Longer Needed,2,386.7
6370,20230418,459,No Longer Needed,4,167.12
6371,20240310,312,Not as Described,3,616.68
6372,20240319,501,Defective/Not Working,2,334.56
6373,20240521,16,Changed Mind,4,487.68
6374,20231115,751,Changed Mind,3,296.58
