TrafficKey,DateKey,ProductKey,RegionKey,PageViews,Sessions,GlanceViews,AddToCart,Orders
26135,20250611,632,5,28,15,23,3,1
26136,20231205,591,6,61,31,47,2,1
26137,20230107,89,5,425,199,338,35,15
26138,20240212,529,3,30,14,25,1,0
26139,20231004,625,6,157,80,106,12,4
26140,20230116,295,4,298,140,204,26,14
26141,20230301,119,1,90,32,57,7,3
26142,20230327,378,5,236,132,180,18,10
26143,20250407,173,3,39,14,25,3,1
26144,20241028,59,5,156,68,112,12,5
26145,20240225,678,3,122,64,85,11,5
26146,20250615,617,1,594,267,409,31,18
26147,20240531,266,5,126,58,91,9,5
26148,20230830,447,4,145,73,94,10,5
26149,20240917,332,4,282,141,210,17,7
26150,20241014,344,6,121,64,110,16,5
26151,20240313,10,1,304,164,201,14,5
26152,20250701,264,5,84,49,63,7,2
26153,20230407,276,4,131,68,83,14,4
26154,20240910,49,3,138,72,110,12,7
26155,20240730,793,2,97,43,62,6,3
26156,20250215,256,2,219,93,161,13,5
26157,20260112,138,6,120,56,100,10,4
26158,20250126,338,4,117,59,86,9,4
26159,20260308,428,2,91,38,59,8,5
26160,20231213,194,2,208,151,186,31,15
26161,20230508,435,1,116,80,101,12,7
26162,20250522,349,5,68,33,43,3,1
26163,20230916,730,6,104,56,70,4,2
26164,20240107,771,4,58,34,45,6,3
26165,20241010,657,5,177,101,144,24,8
26166,20250302,727,1,48,33,40,4,1
26167,20250522,37,6,72,31,57,4,1
26168,20250430,22,3,64,24,42,5,2
26169,20260206,725,6,166,72,105,15,9
26170,20260425,457,2,68,27,43,7,3
26171,20230402,71,2,23,16,21,3,1
26172,20240213,597,1,35,20,32,2,0
26173,20260405,281,3,111,67,101,17,7
26174,20251122,633,6,167,74,131,17,10
26175,20240809,393,4,76,46,68,11,5
26176,20240706,47,6,168,69,114,11,6
26177,20260126,195,1,29,15,21,2,1
26178,20260424,733,4,60,31,40,4,2
26179,20240116,591,5,71,37,56,9,3
26180,20250125,167,6,115,68,93,11,5
26181,20251001,202,4,74,40,53,8,4
26182,20240227,123,2,144,95,119,15,7
26183,20230606,462,1,37,20,27,3,1
26184,20260202,97,5,73,40,55,8,4
26185,20250508,555,5,87,36,61,3,1
26186,20250922,303,6,176,111,143,24,13
26187,20240224,788,6,54,30,37,5,1
26188,20230518,560,4,127,71,86,9,3
26189,20240627,233,4,242,130,171,17,8
26190,20250324,169,6,36,15,29,2,0
26191,20231226,520,3,221,138,186,23,11
26192,20250801,504,5,80,49,64,8,4
26193,20241205,533,6,41,20,30,4,2
26194,20250127,740,4,100,53,63,9,3
26195,20260102,439,1,419,247,346,49,29
26196,20230427,699,2,13,7,11,1,0
26197,20230204,379,3,235,123,161,26,11
26198,20231120,581,6,31,14,20,3,1
26199,20230417,561,1,90,53,71,11,3
26200,20240805,316,2,143,61,101,18,8
26201,20231008,410,1,16,6,11,1,0
26202,20240722,222,1,91,41,70,7,4
26203,20240806,696,3,31,17,27,1,0
26204,20260313,287,3,202,114,174,23,12
26205,20241216,68,1,53,30,45,6,2
26206,20260306,242,3,103,78,93,15,5
26207,20231014,46,3,48,28,34,4,2
26208,20250203,527,3,294,139,185,19,11
26209,20240707,787,1,126,72,86,11,4
26210,20241222,35,4,42,26,32,2,1
26211,20251216,146,4,281,109,185,24,10
26212,20230104,203,5,354,190,244,42,21
26213,20241127,539,6,299,119,207,28,15
26214,20251206,162,3,113,45,72,9,5
26215,20240430,195,3,216,96,149,17,7
26216,20250215,474,5,76,38,48,4,1
26217,20250629,328,5,118,43,77,5,2
26218,20260522,512,3,115,60,84,8,3
26219,20240926,43,1,71,27,49,4,1
26220,20240728,482,2,70,31,48,7,4
26221,20250129,295,6,41,21,28,3,1
26222,20240424,198,1,124,63,90,12,5
26223,20250524,327,5,78,34,51,4,2
26224,20240209,263,3,37,19,26,1,0
26225,20260505,22,6,31,15,21,2,0
26226,20230108,166,6,21,12,15,1,0
26227,20241219,598,1,198,86,130,13,5
26228,20260403,725,1,64,28,43,6,3
26229,20260119,396,4,41,19,33,4,1
26230,20230213,132,3,226,105,169,21,9
26231,20230227,609,6,106,56,70,11,5
26232,20241017,540,3,62,33,41,5,2
26233,20260307,731,3,197,105,137,9,3
26234,20240304,450,3,112,62,82,4,1
26235,20260219,212,2,66,33,56,5,2
26236,20230411,249,6,72,31,54,5,2
26237,20251018,739,4,92,41,64,6,2
26238,20241104,361,4,179,108,133,13,6
26239,20230305,745,6,90,46,79,6,3
26240,20240202,30,5,178,86,123,7,4
26241,20241011,42,6,75,28,48,3,1
26242,20250709,6,6,254,110,201,24,10
26243,20240814,788,3,83,36,61,3,1
26244,20250615,196,2,177,73,130,9,3
26245,20260509,352,4,113,54,95,6,2
26246,20231113,49,6,130,87,110,10,3
26247,20230730,301,4,231,117,153,17,6
26248,20230822,234,3,103,58,90,7,3
26249,20250306,15,6,178,78,114,10,5
26250,20250312,231,1,102,53,72,7,4
26251,20240227,21,1,67,32,53,4,1
26252,20250702,368,4,85,47,66,9,3
26253,20241210,552,1,71,41,52,2,0
26254,20240317,337,6,88,44,76,12,4
26255,20241217,278,3,15,8,10,1,0
26256,20260331,283,2,141,59,98,10,5
26257,20230803,798,3,15,8,13,0,0
26258,20240223,172,5,198,89,134,21,10
26259,20240723,128,1,134,65,104,9,4
26260,20260413,312,1,126,88,107,9,3
26261,20240619,744,5,108,59,90,11,5
26262,20231213,145,6,123,77,93,15,5
26263,20230725,723,4,93,43,64,3,1
26264,20240601,554,1,63,30,54,4,2
26265,20230714,42,6,173,95,144,16,10
26266,20250517,766,1,119,71,86,14,7
26267,20250729,772,6,141,52,92,4,1
26268,20230825,476,2,47,27,35,4,2
26269,20240919,377,2,128,74,116,13,6
26270,20250203,729,6,132,77,98,10,4
26271,20250905,60,3,126,60,88,10,6
26272,20250710,348,2,64,26,45,4,2
26273,20240807,550,4,403,211,271,25,10
26274,20260419,67,1,70,35,47,5,3
26275,20230307,699,5,118,62,92,7,2
26276,20250215,412,2,75,33,51,4,2
26277,20230808,379,3,113,58,83,11,6
26278,20250921,390,4,93,65,77,11,6
26279,20250927,511,6,121,48,80,10,5
26280,20240509,314,1,102,66,91,9,3
26281,20230916,400,6,259,115,206,19,10
26282,20250713,99,4,74,32,47,4,2
26283,20240618,119,5,79,34,61,4,1
26284,20251108,334,2,172,99,130,10,4
26285,20240110,761,1,49,29,39,4,1
26286,20230802,592,2,151,93,116,9,4
26287,20240628,738,6,247,123,208,31,17
26288,20251227,624,4,127,60,96,12,4
26289,20230116,786,6,165,65,107,9,4
26290,20250920,130,5,77,38,68,8,3
26291,20231009,565,5,111,77,92,15,7
26292,20250122,410,1,166,91,127,6,2
26293,20251106,262,2,76,34,50,8,5
26294,20250505,788,1,85,57,70,7,3
26295,20230612,561,1,88,36,56,3,1
26296,20260619,593,6,113,49,84,10,6
26297,20241028,327,5,38,22,30,3,1
26298,20230507,469,5,129,62,82,8,3
26299,20240521,318,1,28,15,19,2,0
26300,20251204,251,1,56,34,47,6,2
26301,20240928,630,3,12,7,10,1,0
26302,20230110,759,4,41,17,28,2,0
26303,20230930,684,3,169,118,146,7,4
26304,20231218,618,4,798,362,561,58,31
26305,20230823,216,3,18,8,12,1,0
26306,20250213,329,6,218,95,143,25,12
26307,20250602,718,3,173,93,117,18,10
26308,20240317,38,1,168,66,118,19,8
26309,20250302,787,3,40,25,32,3,1
26310,20250127,274,3,28,17,25,1,0
26311,20230327,716,4,143,72,95,9,5
26312,20250430,139,2,72,54,66,9,4
26313,20240418,187,1,69,36,59,3,1
26314,20231117,165,6,83,57,69,4,2
26315,20231017,716,5,20,9,13,2,1
26316,20250702,326,1,58,23,41,5,2
26317,20240121,492,1,145,65,95,9,3
26318,20251126,148,4,87,58,79,12,4
26319,20250330,229,5,191,70,125,13,4
26320,20250314,756,5,106,52,86,7,3
26321,20230808,625,5,37,19,28,2,1
26322,20250120,103,4,62,43,54,6,2
26323,20251002,333,1,47,24,36,2,0
26324,20250628,230,3,69,32,47,3,1
26325,20240922,585,3,91,54,80,5,2
26326,20240320,774,5,46,26,33,4,1
26327,20240303,658,5,186,86,138,12,6
26328,20251221,494,3,315,164,215,17,9
26329,20260416,330,5,44,21,33,5,2
26330,20240212,249,5,52,35,47,6,3
26331,20230912,360,4,38,28,35,5,2
26332,20240619,619,5,63,28,49,7,2
26333,20240506,455,2,123,87,103,14,5
26334,20251203,597,2,72,32,49,3,1
26335,20250608,134,3,194,99,124,9,4
26336,20240430,639,1,58,33,41,5,2
26337,20250723,597,2,135,74,95,13,4
26338,20260313,279,6,78,35,58,4,2
26339,20251203,615,3,132,84,103,6,2
26340,20240505,470,3,68,30,44,4,1
26341,20250721,159,2,62,26,40,6,3
26342,20241125,530,2,77,50,66,10,5
26343,20260511,5,4,113,66,84,13,5
26344,20250523,51,3,39,23,35,1,0
26345,20250218,321,5,102,51,66,5,2
26346,20230517,66,4,52,19,35,2,0
26347,20240408,130,5,80,43,64,10,6
26348,20250405,302,3,126,60,99,5,2
26349,20230207,690,2,52,23,38,6,3
26350,20241231,441,3,167,88,107,11,5
26351,20231109,533,5,39,19,34,4,1
26352,20251028,589,1,114,62,97,15,5
26353,20240712,494,3,342,175,263,36,13
26354,20240321,795,1,94,48,65,3,1
26355,20260618,86,6,137,59,95,10,5
26356,20250319,673,5,271,168,216,17,8
26357,20240124,587,4,127,72,97,10,3
26358,20240402,710,4,109,49,80,11,5
26359,20240512,286,6,322,206,246,29,13
26360,20250409,606,2,80,40,62,7,3
26361,20230628,50,3,244,159,191,16,6
26362,20240413,628,5,23,15,19,1,0
26363,20260418,466,5,108,49,71,8,4
26364,20230118,773,3,143,72,108,6,2
26365,20240606,606,3,15,6,10,0,0
26366,20240408,568,5,274,175,237,41,18
26367,20240824,191,6,203,97,137,18,9
26368,20230125,242,2,222,128,176,16,9
26369,20240130,538,6,158,69,119,18,7
26370,20240817,379,3,288,108,189,31,14
26371,20260111,333,5,267,145,174,23,10
26372,20230406,190,5,110,55,71,9,5
26373,20230805,635,1,54,33,44,6,2
26374,20230321,505,4,51,21,33,5,2
26375,20240818,457,5,70,33,56,6,3
26376,20230730,773,5,234,147,201,27,12
26377,20231123,535,4,90,35,62,7,3
26378,20240326,772,3,109,52,71,5,2
26379,20260607,745,3,79,40,71,7,3
26380,20250209,243,6,242,114,159,9,5
26381,20260302,696,6,64,33,47,3,1
26382,20230824,331,6,219,112,182,9,5
26383,20260127,416,3,58,23,37,5,2
26384,20250412,784,3,343,201,240,33,17
26385,20230221,6,1,318,157,222,19,7
26386,20230907,219,1,101,57,90,7,3
26387,20251224,423,6,104,49,72,11,6
26388,20230228,331,3,115,65,78,8,3
26389,20230302,532,2,25,12,21,2,0
26390,20230713,109,2,90,48,62,4,2
26391,20260115,92,3,13,5,9,1,0
26392,20240114,604,5,32,17,21,2,0
26393,20231006,37,3,37,24,32,3,1
26394,20231215,180,4,308,160,205,35,22
26395,20230618,143,6,23,14,18,2,0
26396,20250501,76,5,211,122,169,14,5
26397,20230515,390,3,55,41,49,5,1
26398,20230316,377,4,64,29,43,5,1
26399,20240722,645,4,557,319,395,38,20
26400,20260313,230,3,240,127,160,21,10
26401,20250823,387,3,28,21,25,2,0
26402,20260202,513,5,132,50,88,11,6
26403,20251011,456,4,79,41,51,8,4
26404,20240218,787,5,104,61,84,4,2
26405,20240428,543,1,336,176,219,35,20
26406,20230207,233,2,121,66,85,14,5
26407,20240821,454,4,223,130,201,13,7
26408,20230120,237,1,66,37,55,4,2
26409,20250410,449,2,106,78,96,9,5
26410,20230915,381,3,92,64,77,7,4
26411,20240615,741,5,21,8,15,2,0
26412,20250302,694,1,28,15,20,2,1
26413,20250219,781,5,32,19,25,2,1
26414,20260531,499,3,59,21,37,4,2
26415,20230902,150,4,138,69,97,7,3
26416,20260418,581,4,167,85,115,6,2
26417,20230706,179,5,110,59,74,12,7
26418,20230903,375,4,26,15,19,1,0
26419,20260511,158,5,139,78,126,16,8
26420,20260119,302,5,78,44,70,10,5
26421,20230923,785,4,91,47,60,8,4
26422,20230713,254,6,78,27,50,5,2
26423,20241202,484,1,120,53,94,12,6
26424,20250605,694,1,156,78,121,9,3
26425,20250308,791,1,22,14,20,2,0
26426,20241022,386,3,79,30,54,6,3
26427,20250805,453,5,102,41,66,11,5
26428,20240718,120,6,146,82,124,18,7
26429,20230206,779,6,211,117,141,13,5
26430,20260308,356,6,86,54,74,4,1
26431,20230108,554,6,79,44,55,2,1
26432,20231026,610,2,82,52,74,10,6
26433,20260213,716,1,125,61,87,11,4
26434,20231114,16,1,176,109,149,18,7
26435,20250122,218,5,109,45,69,3,1
26436,20240805,4,5,184,85,135,21,8
26437,20250530,727,4,227,167,200,17,9
26438,20260625,420,3,26,15,22,2,1
26439,20251224,244,4,438,226,281,14,8
26440,20230901,505,1,198,109,140,14,8
26441,20231026,237,3,376,189,280,26,10
26442,20230819,81,1,283,114,203,16,6
26443,20240109,798,2,56,26,39,6,3
26444,20240404,77,1,153,115,137,20,11
26445,20240729,140,1,54,28,37,4,2
26446,20230704,651,1,150,74,123,19,11
26447,20251014,349,6,138,60,89,9,3
26448,20250609,132,2,92,47,67,4,1
26449,20250719,431,5,209,102,141,19,7
26450,20241213,108,6,39,20,31,4,2
26451,20240919,341,1,25,17,21,2,1
26452,20231007,426,2,267,136,176,26,13
26453,20260216,645,2,253,122,199,19,10
26454,20250616,235,1,108,53,76,7,4
26455,20250820,234,4,49,22,39,3,1
26456,20231028,222,3,38,17,27,3,1
26457,20230827,340,3,12,7,11,1,0
26458,20240302,575,5,370,199,247,34,12
26459,20250118,89,4,111,65,82,5,1
26460,20251006,477,1,35,19,28,2,0
26461,20231111,111,3,85,48,63,5,2
26462,20230926,255,2,27,15,22,3,1
26463,20230311,582,4,167,80,131,8,4
26464,20231015,783,1,89,42,62,9,5
26465,20250904,95,3,168,77,111,10,5
26466,20240107,416,5,99,47,70,8,3
26467,20240306,593,3,28,13,23,2,1
26468,20241028,769,5,124,53,85,12,4
26469,20230305,21,6,96,42,70,10,6
26470,20241022,538,1,103,42,73,5,3
26471,20241107,546,4,65,36,59,9,5
26472,20240315,286,1,200,120,167,14,6
26473,20250514,375,4,128,68,88,6,3
26474,20240111,632,5,90,55,77,11,5
26475,20250422,256,5,333,156,247,22,12
26476,20250309,543,1,347,235,302,47,23
26477,20240403,487,5,85,40,70,9,4
26478,20230824,203,5,231,141,171,27,12
26479,20231121,739,3,20,13,17,2,0
26480,20230205,326,3,253,132,192,11,5
26481,20241227,618,4,88,45,79,11,6
26482,20230705,17,5,51,30,43,6,3
26483,20250522,426,5,47,27,35,3,1
26484,20230428,75,4,104,45,69,7,2
26485,20250517,474,6,27,18,24,3,1
26486,20230629,71,3,201,82,142,13,4
26487,20231126,395,3,39,21,34,2,0
26488,20230926,226,2,79,35,63,10,3
26489,20230430,683,2,59,26,42,6,2
26490,20250501,484,2,78,41,66,11,4
26491,20251204,499,1,182,110,148,9,5
26492,20250625,584,3,110,55,78,9,4
26493,20230803,86,4,16,7,12,0,0
26494,20230113,609,3,39,22,29,4,1
26495,20240805,616,5,34,17,31,4,1
26496,20251014,8,5,83,42,69,6,2
26497,20230112,650,1,93,64,84,10,5
26498,20250911,529,5,168,94,121,10,6
26499,20231215,668,1,80,43,68,10,4
26500,20240227,137,1,73,50,60,7,4
26501,20230212,491,2,317,155,259,16,6
26502,20240312,239,5,106,51,92,14,7
26503,20231017,739,6,26,10,17,2,0
26504,20241010,95,2,66,34,45,4,2
26505,20241028,744,6,248,122,186,14,8
26506,20250901,624,4,43,20,31,2,1
26507,20240128,474,5,463,185,310,47,24
26508,20241123,240,3,94,45,68,11,6
26509,20240919,604,6,48,31,39,5,2
26510,20231122,51,6,62,38,52,5,3
26511,20231119,694,1,83,51,71,10,4
26512,20230709,45,1,53,27,36,2,0
26513,20240531,700,6,28,15,20,3,1
26514,20240307,360,1,178,106,130,17,9
26515,20230211,145,2,150,75,111,17,10
26516,20260621,731,2,226,87,151,17,9
26517,20260211,51,6,182,73,115,6,3
26518,20251209,251,4,69,32,49,7,3
26519,20260116,165,5,314,200,274,35,20
26520,20230420,129,1,66,41,50,4,1
26521,20240420,689,5,122,53,97,17,7
26522,20231110,663,1,89,45,77,4,2
26523,20250828,260,5,53,30,37,4,2
26524,20230322,352,1,121,73,89,8,3
26525,20230521,64,1,166,86,126,19,8
26526,20250704,311,4,112,77,97,10,4
26527,20240815,33,6,11,6,8,0,0
26528,20250620,106,6,54,23,41,4,2
26529,20240111,222,6,164,58,104,16,6
26530,20250309,265,5,153,77,96,13,6
26531,20230219,534,1,40,18,34,4,1
26532,20251120,206,3,62,28,44,5,1
26533,20260124,701,3,374,215,290,51,21
26534,20230728,183,6,293,161,197,17,9
26535,20231026,150,5,29,13,19,1,0
26536,20230817,497,2,79,36,59,4,2
26537,20240214,622,1,42,21,28,3,1
26538,20250304,456,4,37,24,32,2,0
26539,20260127,132,4,315,164,226,22,13
26540,20260504,316,2,124,62,87,7,2
26541,20250726,721,4,73,45,57,6,2
26542,20251201,233,5,94,49,61,5,1
26543,20260201,589,2,159,98,145,8,3
26544,20230216,273,4,41,21,29,3,1
26545,20231125,137,6,78,41,63,5,2
26546,20240816,159,5,45,27,34,3,1
26547,20250924,357,5,196,85,123,13,6
26548,20260219,29,4,218,94,140,8,4
26549,20230509,245,5,105,53,80,11,3
26550,20230527,201,4,322,141,213,26,13
26551,20250312,552,2,69,41,60,9,3
26552,20260331,84,6,86,49,59,6,2
26553,20260321,480,4,30,14,20,1,0
26554,20250630,774,6,192,108,128,14,6
26555,20250809,392,2,186,115,166,29,13
26556,20241014,246,1,278,164,227,19,11
26557,20230910,301,2,66,23,42,4,2
26558,20260627,107,4,73,29,47,2,0
26559,20251130,328,4,280,133,178,10,5
26560,20231222,538,3,206,96,140,14,5
26561,20240206,130,6,23,9,18,1,0
26562,20230820,203,3,46,27,36,4,1
26563,20260225,116,4,264,176,214,21,11
26564,20240914,770,4,89,54,67,8,4
26565,20240414,290,3,94,53,80,9,5
26566,20230613,589,2,85,38,56,3,1
26567,20260623,31,4,77,37,67,11,6
26568,20230609,394,4,40,19,34,2,0
26569,20250530,147,6,135,68,88,15,8
26570,20250129,513,2,182,92,135,8,4
26571,20250226,266,6,17,7,12,0,0
26572,20251230,72,2,146,58,102,15,7
26573,20230918,460,5,63,29,40,6,3
26574,20260220,134,4,82,39,70,5,1
26575,20240318,174,3,93,48,78,12,6
26576,20250608,751,3,42,22,31,4,2
26577,20240709,117,1,319,165,213,22,8
26578,20251013,285,5,14,6,10,1,0
26579,20231218,111,4,125,74,113,11,3
26580,20240327,666,3,97,42,74,10,4
26581,20260319,317,1,63,34,43,6,2
26582,20250520,142,6,249,119,169,13,4
26583,20230630,459,1,55,35,50,6,3
26584,20250822,144,1,49,25,39,2,0
26585,20250311,557,5,222,127,161,23,9
26586,20230501,763,1,136,71,95,15,5
26587,20250531,333,6,37,18,25,2,0
26588,20260110,235,2,61,33,52,4,1
26589,20250711,128,3,359,211,325,23,9
26590,20260610,353,4,105,44,74,7,3
26591,20251224,173,6,194,112,153,24,15
26592,20260420,93,3,273,169,230,21,11
26593,20230302,200,3,13,6,10,0,0
26594,20230425,741,3,101,54,69,4,1
26595,20240308,678,2,147,82,102,9,5
26596,20240701,744,2,63,44,53,3,1
26597,20240217,311,2,35,19,24,2,0
26598,20230419,111,3,49,23,31,4,2
26599,20230614,23,4,155,60,99,8,2
26600,20230215,22,1,111,59,71,10,6
26601,20260622,346,4,15,7,14,1,0
26602,20250712,427,6,286,196,249,13,5
26603,20240530,34,2,27,14,19,1,0
26604,20231214,320,2,103,71,85,11,5
26605,20260522,533,5,142,71,112,8,2
26606,20240330,75,1,329,197,236,41,23
26607,20241129,31,1,986,702,847,48,27
26608,20251125,336,2,45,20,34,2,1
26609,20230830,402,6,161,106,126,11,4
26610,20241217,21,1,233,112,147,15,5
26611,20250619,686,1,123,75,106,17,6
26612,20250504,721,1,137,72,117,14,8
26613,20230419,38,6,99,52,78,13,6
26614,20230703,744,5,142,63,106,7,2
26615,20241005,184,5,149,78,98,6,3
26616,20230207,326,4,305,152,262,28,17
26617,20230604,193,1,129,52,85,8,5
26618,20250614,241,4,13,8,12,0,0
26619,20250510,504,2,56,39,51,6,2
26620,20240112,356,2,170,102,124,15,8
26621,20240703,66,3,134,71,99,12,7
26622,20260105,548,3,41,24,37,1,0
26623,20260518,339,4,89,43,68,9,3
26624,20240415,81,6,40,25,32,5,2
26625,20240409,238,4,28,10,18,1,0
26626,20231221,411,5,86,38,66,6,3
26627,20230226,724,2,188,104,124,18,10
26628,20240201,526,4,158,75,121,6,2
26629,20250708,200,6,69,38,61,7,3
26630,20230306,776,1,381,231,326,39,19
26631,20260630,415,3,164,91,113,18,6
26632,20231211,15,2,199,108,178,26,15
26633,20250714,668,6,159,59,101,16,9
26634,20251206,723,6,33,16,24,3,1
26635,20230419,784,5,41,19,31,5,1
26636,20230318,730,5,40,19,32,2,1
26637,20250425,458,3,165,91,120,17,7
26638,20250404,414,3,57,25,44,3,1
26639,20251107,666,4,84,40,59,9,5
26640,20230211,275,1,95,50,60,9,4
26641,20230216,513,6,117,67,92,11,4
26642,20230615,228,2,308,140,231,28,10
26643,20240528,58,5,32,20,27,4,2
26644,20230716,252,6,120,59,87,9,5
26645,20230110,455,4,174,110,154,11,6
26646,20230424,590,2,218,130,162,23,10
26647,20250123,664,3,107,61,94,6,2
26648,20241029,248,6,92,48,75,10,4
26649,20231120,34,5,66,30,52,8,4
26650,20230225,666,3,56,40,49,2,1
26651,20241021,356,2,117,64,103,15,7
26652,20250813,328,6,127,72,93,9,4
26653,20250412,526,6,92,36,62,9,3
26654,20231012,619,6,357,188,294,17,7
26655,20230701,441,2,67,42,52,7,3
26656,20250829,158,6,79,54,71,8,3
26657,20250612,117,6,47,21,33,5,3
26658,20250916,328,5,132,56,97,15,6
26659,20250615,536,4,48,27,38,5,3
26660,20250324,656,3,83,34,56,3,1
26661,20230807,552,2,63,47,56,5,2
26662,20260602,9,3,46,26,33,4,1
26663,20230419,417,1,21,9,16,1,0
26664,20241025,366,5,72,30,46,4,1
26665,20251112,117,4,48,28,42,5,1
26666,20230129,502,3,197,90,145,14,8
26667,20240704,151,5,214,111,137,22,12
26668,20250403,58,3,102,66,89,4,2
26669,20240905,374,2,31,14,20,1,0
26670,20250826,345,4,151,95,113,12,5
26671,20230217,250,2,115,47,73,6,2
26672,20250322,348,5,116,60,98,11,6
26673,20240207,54,3,224,100,160,13,6
26674,20231014,317,4,85,44,70,5,2
26675,20240315,655,2,84,36,57,2,1
26676,20240902,730,5,67,44,52,3,1
26677,20230720,339,2,72,36,46,7,3
26678,20231025,399,1,87,39,62,8,3
26679,20230811,711,6,70,41,56,6,3
26680,20250414,678,4,203,109,133,9,5
26681,20240214,237,4,250,96,168,22,11
26682,20241002,530,1,61,36,50,7,2
26683,20230513,610,3,130,57,93,9,5
26684,20250523,218,4,137,65,94,15,6
26685,20240330,108,1,272,133,175,13,7
26686,20250122,64,2,122,71,86,12,4
26687,20240325,327,6,37,21,29,2,1
26688,20230124,710,3,33,16,21,1,0
26689,20250717,518,6,67,25,47,5,2
26690,20231113,428,4,144,59,106,15,6
26691,20241214,48,3,57,27,50,6,2
26692,20250820,427,2,156,112,134,13,4
26693,20240303,379,6,40,18,27,2,0
26694,20230331,414,6,168,94,143,15,8
26695,20260301,524,4,67,33,51,7,3
26696,20251121,761,1,123,59,91,10,4
26697,20230210,548,6,53,30,48,7,4
26698,20230731,362,1,182,87,141,20,9
26699,20230730,249,2,275,123,180,27,11
26700,20231228,85,1,13,6,10,1,0
26701,20230810,393,5,32,11,21,2,1
26702,20240501,760,3,79,51,64,7,3
26703,20230617,339,4,112,63,78,9,3
26704,20240324,26,4,142,86,104,17,9
26705,20230529,257,1,82,30,54,4,2
26706,20230708,369,6,89,43,60,3,1
26707,20250819,481,3,533,205,342,56,29
26708,20230825,401,1,271,148,208,18,6
26709,20251227,502,4,373,150,256,24,11
26710,20240814,253,1,121,55,100,5,1
26711,20231126,387,3,233,104,152,19,10
26712,20250322,145,1,110,59,78,12,4
26713,20260422,725,5,105,42,71,11,4
26714,20241003,145,4,64,39,50,4,2
26715,20230812,103,1,149,64,103,10,4
26716,20230918,771,3,158,57,104,18,9
26717,20230117,744,5,21,8,15,2,0
26718,20250711,234,5,154,73,129,12,7
26719,20260620,556,2,88,57,72,10,5
26720,20260110,492,2,161,68,121,21,7
26721,20230115,659,5,196,108,132,21,8
26722,20260303,615,5,21,12,19,1,0
26723,20230619,227,4,72,41,49,3,1
26724,20260403,222,4,25,13,20,2,0
26725,20250718,529,3,101,45,65,10,5
26726,20250425,428,1,76,40,63,7,3
26727,20250430,326,3,14,8,11,1,0
26728,20260404,738,1,130,75,104,15,8
26729,20230305,107,2,72,38,59,4,1
26730,20250318,437,3,70,35,53,7,3
26731,20250818,606,4,38,18,26,1,0
26732,20230701,18,2,45,31,41,7,3
26733,20240810,144,2,134,73,108,7,3
26734,20230824,784,2,115,65,82,12,4
26735,20230104,632,4,149,75,112,8,3
26736,20230815,34,6,67,44,61,5,2
26737,20250414,545,1,263,111,168,15,5
26738,20250225,572,6,185,93,136,21,10
26739,20240827,44,2,31,14,23,3,1
26740,20240610,709,5,145,67,119,13,7
26741,20231214,418,2,65,35,49,8,3
26742,20230502,29,1,118,48,85,9,3
26743,20240412,218,3,53,35,42,3,1
26744,20230921,94,2,104,52,81,13,7
26745,20260427,15,5,131,63,94,13,6
26746,20240528,11,4,78,45,60,4,1
26747,20250508,561,4,94,49,63,7,3
26748,20250101,481,4,103,68,86,11,6
26749,20240604,376,3,23,10,15,2,1
26750,20240214,463,1,111,47,74,12,6
26751,20250217,571,3,36,20,29,3,1
26752,20240124,535,6,46,27,34,4,2
26753,20230717,746,3,53,22,35,1,0
26754,20250530,578,5,191,111,150,14,5
26755,20240604,377,1,91,33,58,10,3
26756,20260131,9,3,601,356,450,56,27
26757,20241022,790,4,86,42,77,6,2
26758,20230601,411,2,112,55,86,9,5
26759,20250517,634,1,49,27,44,5,2
26760,20240905,16,6,55,28,48,2,0
26761,20240731,169,2,13,9,12,2,0
26762,20231013,504,4,42,16,28,3,1
26763,20231211,350,6,175,88,156,11,7
26764,20260409,766,4,10,7,9,0,0
26765,20240908,470,4,67,42,50,6,2
26766,20250804,140,3,51,31,44,7,3
26767,20240803,205,3,158,61,106,9,3
26768,20260502,277,5,153,67,97,5,2
26769,20230515,621,5,240,98,173,17,9
26770,20251010,331,4,42,19,33,3,1
26771,20250104,67,6,190,99,157,15,5
26772,20240705,284,5,84,57,71,10,4
26773,20240926,520,1,56,34,51,2,0
26774,20230421,240,1,131,53,90,7,2
26775,20240112,715,1,55,37,45,4,1
26776,20240402,789,1,63,32,42,4,2
26777,20250714,172,1,154,91,122,14,8
26778,20240805,344,4,61,29,42,3,1
26779,20260128,284,6,111,42,74,10,4
26780,20230926,592,6,141,58,91,15,7
26781,20260120,178,3,75,46,62,6,3
26782,20260604,732,4,59,34,50,6,3
26783,20231114,195,6,80,40,69,6,3
26784,20240919,457,6,59,35,42,4,2
26785,20241127,582,6,113,67,98,6,2
26786,20230503,725,2,115,45,81,12,6
26787,20250527,329,1,68,29,44,4,2
26788,20250610,370,4,243,110,173,28,13
26789,20251203,605,4,116,59,89,7,3
26790,20250419,345,3,80,50,69,11,5
26791,20260308,745,1,186,69,124,6,3
26792,20240319,216,4,170,75,118,18,7
26793,20230722,341,5,161,86,138,16,6
26794,20260619,163,3,128,64,110,14,5
26795,20230303,520,1,99,74,90,14,8
26796,20250422,441,2,8,5,7,0,0
26797,20231021,653,5,81,39,70,9,4
26798,20230601,561,4,236,105,148,11,5
